Vendor,Brand,Product,Article Number,Product Description,Group (DERNI),Category (DERNI),Class (DERNI),GR Qty
618131,"DYSON","BBMFEXTRA",11535748,"DYSON CINETIC BIG BALL MULTI FLOOR EXTRA","FLOORCARE","VACUUM CLEANERS","VACUUM CLEANERS - BARREL",1
618131,"ELECTROLUX","EC31-2IW",11585729,"ELECTROLUX EASE C3 ORIGIN ICE WHITE","FLOORCARE","VACUUM CLEANERS","VACUUM CLEANERS - BARREL",1
618131,"MIELE","COMPLTC3CDAR3",11511765,"MIELE COMPLETE C3 CAT & DOG 11071460","FLOORCARE","VACUUM CLEANERS","VACUUM CLEANERS - BARREL",1
618131,"VAX","VX77",11400043,"VAX POWER ADVANCE BAGLESS BARREL HNGX","FLOORCARE","VACUUM CLEANERS","VACUUM CLEANERS - BARREL",1
621149,"MIELE","BLIZZCX1GR",11418375,"MIELE BLIZZARD CX1 GRAPHITE- 10502270","FLOORCARE","VACUUM CLEANERS","VACUUM CLEANERS - BARREL",1
622132,"MIELE","COMPLTC3CDAR3",11511765,"MIELE COMPLETE C3 CAT & DOG 11071460","FLOORCARE","VACUUM CLEANERS","VACUUM CLEANERS - BARREL",1
622140,"MIELE","COMPLTC3CDAR3",11511765,"MIELE COMPLETE C3 CAT & DOG 11071460","FLOORCARE","VACUUM CLEANERS","VACUUM CLEANERS - BARREL",1
622151,"DYSON","BBANIMAL+",11535747,"DYSON CINETIC BIG BALL ANIMAL+","FLOORCARE","VACUUM CLEANERS","VACUUM CLEANERS - BARREL",1
626763,"DYSON","BBORIGIN2",11535749,"DYSON CINETIC BIG BALL ORIGIN","FLOORCARE","VACUUM CLEANERS","VACUUM CLEANERS - BARREL",1
626763,"MIELE","COMPCTC1YSLW",11658938,"MIELE COMPACT C1 YOUNG STYLE","FLOORCARE","VACUUM CLEANERS","VACUUM CLEANERS - BARREL",1
628990,"MIELE","BLIZZCX1CDAR",11354387,"MIELE BLIZZARD CX1 CAT & DOG 10502220","FLOORCARE","VACUUM CLEANERS","VACUUM CLEANERS - BARREL",1
628990,"MIELE","COMPLTC3LWEX3",11502499,"MIELE COMPLETE C3 TURBO - 11071450 HNGX","FLOORCARE","VACUUM CLEANERS","VACUUM CLEANERS - BARREL",1
629862,"MIELE","BLIZZCX1CDAR",11354387,"MIELE BLIZZARD CX1 CAT & DOG 10502220","FLOORCARE","VACUUM CLEANERS","VACUUM CLEANERS - BARREL",1
633719,"ELECTROLUX","EC41-4ANIM",11585728,"ELECTROLUX EASE C4 ANIMAL CHILI RED","FLOORCARE","VACUUM CLEANERS","VACUUM CLEANERS - BARREL",1
634130,"DYSON","BBORIGIN2",11535749,"DYSON CINETIC BIG BALL ORIGIN","FLOORCARE","VACUUM CLEANERS","VACUUM CLEANERS - BARREL",1
500397,"SAMSUNG","VS20R9045T3",11753716,"SAMSUNG JET90 PRO STICK VAC SPIN SWEEPER","FLOORCARE","STICK VAC & HANDHELD","STICK VACUUM",1
500469,"DYSON","V10MOTORHEAD",11516780,"DYSON V10 MOTORHEAD CORDLESS VACUUM","FLOORCARE","STICK VAC & HANDHELD","STICK VACUUM",1
500469,"ELECTROLUX","WQ71-P5OIB",11754501,"ELECTROLUX WELLQ7 REACH INDIGO BLUE","FLOORCARE","STICK VAC & HANDHELD","STICK VACUUM",1
501098,"SAMSUNG","VCA-SAE90B",11621573,"SAMSUNG JET CLEAN STATION (WHITE)","FLOORCARE","STICK VAC & HANDHELD","STICK VACUUM",1
501158,"ELECTROLUX","PQ91-3EB",11699958,"ELECTROLUX PURE Q9 REACH INDIGO BLUE","FLOORCARE","STICK VAC & HANDHELD","STICK VACUUM",1
501158,"MIELE","HX1PROIGP",11713527,"MIELE TRIFLEX HX1 PRO","FLOORCARE","STICK VAC & HANDHELD","STICK VACUUM",1
501629,"DYSON","V15DETECT",11779289,"DYSON V15 DETECT STICK VACUUM","FLOORCARE","STICK VAC & HANDHELD","STICK VACUUM",1
501647,"VAX","VX60",11325173,"VAX CORDLESS BLADE SLIM VAC","FLOORCARE","STICK VAC & HANDHELD","STICK VACUUM",1
502157,"DYSON","V7CORDFREE",11405910,"DYSON V7 CORDFREE","FLOORCARE","STICK VAC & HANDHELD","STICK VACUUM",1
502209,"SAMSUNG","VS20R9042T2",11621578,"SAMSUNG JET 90 PET","FLOORCARE","STICK VAC & HANDHELD","STICK VACUUM",1
502220,"SAMSUNG","VS20R9046T3",11621577,"SAMSUNG JET 90 COMPLETE","FLOORCARE","STICK VAC & HANDHELD","STICK VACUUM",1
502221,"BISSELL","2983F",11689292,"BISSELL MULTIREACH ION XL 36V","FLOORCARE","STICK VAC & HANDHELD","STICK VACUUM",1
502221,"DYSON","V10MOTORHEAD",11516780,"DYSON V10 MOTORHEAD CORDLESS VACUUM","FLOORCARE","STICK VAC & HANDHELD","STICK VACUUM",1
502221,"SAMSUNG","VS20R9046T3",11621577,"SAMSUNG JET 90 COMPLETE","FLOORCARE","STICK VAC & HANDHELD","STICK VACUUM",1
502238,"DYSON","OUTSIZETC",11764460,"DYSON OUTSIZE TOTAL CLEAN HANDSTICK VAC","FLOORCARE","STICK VAC & HANDHELD","STICK VACUUM",1
502238,"DYSON","V10ANIMALV2",11772602,"DYSON CYCLONE V10 ANIMAL","FLOORCARE","STICK VAC & HANDHELD","STICK VACUUM",1
502250,"DYSON","OUTSIZETC",11764460,"DYSON OUTSIZE TOTAL CLEAN HANDSTICK VAC","FLOORCARE","STICK VAC & HANDHELD","STICK VACUUM",1
502250,"DYSON","V10ANIMALV2",11772602,"DYSON CYCLONE V10 ANIMAL","FLOORCARE","STICK VAC & HANDHELD","STICK VACUUM",1
502250,"DYSON","V11ANIMAL",11772603,"DYSON V11 ANIMAL","FLOORCARE","STICK VAC & HANDHELD","STICK VACUUM",1
502250,"ELECTROLUX","PQ91-3EB",11699958,"ELECTROLUX PURE Q9 REACH INDIGO BLUE","FLOORCARE","STICK VAC & HANDHELD","STICK VACUUM",1
502250,"SAMSUNG","VS15A6032R7",11796978,"SAMSUNG JET 60 PET STICK VACUUM","FLOORCARE","STICK VAC & HANDHELD","STICK VACUUM",1
502250,"SAMSUNG","VS20R9046T3",11621577,"SAMSUNG JET 90 COMPLETE","FLOORCARE","STICK VAC & HANDHELD","STICK VACUUM",1
502375,"SAMSUNG","VS20R9042T2",11621578,"SAMSUNG JET 90 PET","FLOORCARE","STICK VAC & HANDHELD","STICK VACUUM",1
502938,"DYSON","V7MOTORHEAD",11506992,"DYSON V7 MOTORHEAD CORDLESS VACUUM","FLOORCARE","STICK VAC & HANDHELD","STICK VACUUM",1
503073,"MIELE","HX1CDOB",11713529,"MIELE TRIFLEX HX1 CAT & DOG","FLOORCARE","STICK VAC & HANDHELD","STICK VACUUM",1
503161,"MIELE","HX1CDOB",11713529,"MIELE TRIFLEX HX1 CAT & DOG","FLOORCARE","STICK VAC & HANDHELD","STICK VACUUM",1
503239,"BISSELL","2983F",11689292,"BISSELL MULTIREACH ION XL 36V","FLOORCARE","STICK VAC & HANDHELD","STICK VACUUM",1
503722,"DYSON","OUTSIZETC",11764460,"DYSON OUTSIZE TOTAL CLEAN HANDSTICK VAC","FLOORCARE","STICK VAC & HANDHELD","STICK VACUUM",1
503813,"MIELE","HX1CDOB",11713529,"MIELE TRIFLEX HX1 CAT & DOG","FLOORCARE","STICK VAC & HANDHELD","STICK VACUUM",1
503813,"SAMSUNG","VCA-SAE90A",11621574,"SAMSUNG JET CLEAN STATION  (SILVER)","FLOORCARE","STICK VAC & HANDHELD","STICK VACUUM",1
503884,"SAMSUNG","VS20R9042T2",11621578,"SAMSUNG JET 90 PET","FLOORCARE","STICK VAC & HANDHELD","STICK VACUUM",1
503934,"MIELE","HX1CDOB",11713529,"MIELE TRIFLEX HX1 CAT & DOG","FLOORCARE","STICK VAC & HANDHELD","STICK VACUUM",1
504162,"ELECTROLUX","WQ71-ANIMA",11754502,"ELECTROLUX WELLQ7 ANIMAL CHILI RED","FLOORCARE","STICK VAC & HANDHELD","STICK VACUUM",1
504162,"MIELE","HX1RR",11713530,"MIELE TRIFLEX HX1 RUBY RED","FLOORCARE","STICK VAC & HANDHELD","STICK VACUUM",1
504232,"DYSON","V11ANIMAL",11772603,"DYSON V11 ANIMAL","FLOORCARE","STICK VAC & HANDHELD","STICK VACUUM",1
504232,"ELECTROLUX","WQ71-ANIMA",11754502,"ELECTROLUX WELLQ7 ANIMAL CHILI RED","FLOORCARE","STICK VAC & HANDHELD","STICK VACUUM",1
504688,"SAMSUNG","VCA-SAE90B",11621573,"SAMSUNG JET CLEAN STATION (WHITE)","FLOORCARE","STICK VAC & HANDHELD","STICK VACUUM",1
504763,"BISSELL","2983F",11689292,"BISSELL MULTIREACH ION XL 36V","FLOORCARE","STICK VAC & HANDHELD","STICK VACUUM",1
504875,"ELECTROLUX","PQ92-3PGF",11699959,"ELECTROLUX PURE Q9 ANIMAL SHALE GREY","FLOORCARE","STICK VAC & HANDHELD","STICK VACUUM",1
504875,"SAMSUNG","VS15A6032R7",11796978,"SAMSUNG JET 60 PET STICK VACUUM","FLOORCARE","STICK VAC & HANDHELD","STICK VACUUM",1
504875,"SAMSUNG","VS20R9046T3",11621577,"SAMSUNG JET 90 COMPLETE","FLOORCARE","STICK VAC & HANDHELD","STICK VACUUM",1
504953,"DYSON","V8ANIMALV2",11772601,"DYSON V8 ANIMAL","FLOORCARE","STICK VAC & HANDHELD","STICK VACUUM",1
504953,"ELECTROLUX","PQ92-3PGF",11699959,"ELECTROLUX PURE Q9 ANIMAL SHALE GREY","FLOORCARE","STICK VAC & HANDHELD","STICK VACUUM",1
505148,"BISSELL","2983F",11689292,"BISSELL MULTIREACH ION XL 36V","FLOORCARE","STICK VAC & HANDHELD","STICK VACUUM",1
505148,"ELECTROLUX","PQ92-3PGF",11699959,"ELECTROLUX PURE Q9 ANIMAL SHALE GREY","FLOORCARE","STICK VAC & HANDHELD","STICK VACUUM",1
505190,"DYSON","V7MOTORHEAD",11506992,"DYSON V7 MOTORHEAD CORDLESS VACUUM","FLOORCARE","STICK VAC & HANDHELD","STICK VACUUM",1
506169,"ELECTROLUX","PQ92-3PGF",11699959,"ELECTROLUX PURE Q9 ANIMAL SHALE GREY","FLOORCARE","STICK VAC & HANDHELD","STICK VACUUM",1
506321,"DYSON","V7MOTORHEAD",11506992,"DYSON V7 MOTORHEAD CORDLESS VACUUM","FLOORCARE","STICK VAC & HANDHELD","STICK VACUUM",1
506692,"MIELE","HX1CDOB",11713529,"MIELE TRIFLEX HX1 CAT & DOG","FLOORCARE","STICK VAC & HANDHELD","STICK VACUUM",1
506692,"VAX","VX80",11516787,"VAX BLADE 2 28.8V 45MIN RUNTIME","FLOORCARE","STICK VAC & HANDHELD","STICK VACUUM",1
506831,"BOSCH","BCS61113AU",11743963,"BOSCH SERIES 6 RECHARGEABLE VACUUM","FLOORCARE","STICK VAC & HANDHELD","STICK VACUUM",1
506831,"DYSON","V15DETECT",11779289,"DYSON V15 DETECT STICK VACUUM","FLOORCARE","STICK VAC & HANDHELD","STICK VACUUM",1
506831,"SAMSUNG","VS15A6032R7",11796978,"SAMSUNG JET 60 PET STICK VACUUM","FLOORCARE","STICK VAC & HANDHELD","STICK VACUUM",1
507060,"MIELE","HX1LW",11713532,"MIELE TRIFLEX HX1 LOTUS WHITE","FLOORCARE","STICK VAC & HANDHELD","STICK VACUUM",1
507133,"VAX","VX80",11516787,"VAX BLADE 2 28.8V 45MIN RUNTIME","FLOORCARE","STICK VAC & HANDHELD","STICK VACUUM",1
508052,"DYSON","V10MOTORHEAD",11516780,"DYSON V10 MOTORHEAD CORDLESS VACUUM","FLOORCARE","STICK VAC & HANDHELD","STICK VACUUM",1
508052,"SAMSUNG","VS20R9046T3",11621577,"SAMSUNG JET 90 COMPLETE","FLOORCARE","STICK VAC & HANDHELD","STICK VACUUM",1
508507,"VAX","VX82",11479678,"VAX BLADE 2 MAX BRUSHLESS MOTOR","FLOORCARE","STICK VAC & HANDHELD","STICK VACUUM",1
508511,"SAMSUNG","VS20R9042T2",11621578,"SAMSUNG JET 90 PET","FLOORCARE","STICK VAC & HANDHELD","STICK VACUUM",1
508511,"SAMSUNG","VS20R9046T3",11621577,"SAMSUNG JET 90 COMPLETE","FLOORCARE","STICK VAC & HANDHELD","STICK VACUUM",1
508516,"DYSON","V10ANIMALV2",11772602,"DYSON CYCLONE V10 ANIMAL","FLOORCARE","STICK VAC & HANDHELD","STICK VACUUM",1
508782,"BOSCH","BCS61113AU",11743963,"BOSCH SERIES 6 RECHARGEABLE VACUUM","FLOORCARE","STICK VAC & HANDHELD","STICK VACUUM",1
511123,"ELECTROLUX","PQ91-3EB",11699958,"ELECTROLUX PURE Q9 REACH INDIGO BLUE","FLOORCARE","STICK VAC & HANDHELD","STICK VACUUM",1
511123,"VAX","VX60",11325173,"VAX CORDLESS BLADE SLIM VAC","FLOORCARE","STICK VAC & HANDHELD","STICK VACUUM",1
511183,"DYSON","V7MOTORHEAD",11506992,"DYSON V7 MOTORHEAD CORDLESS VACUUM","FLOORCARE","STICK VAC & HANDHELD","STICK VACUUM",1
511183,"VAX","VX80",11516787,"VAX BLADE 2 28.8V 45MIN RUNTIME","FLOORCARE","STICK VAC & HANDHELD","STICK VACUUM",1
511476,"SAMSUNG","VS20R9046T3",11621577,"SAMSUNG JET 90 COMPLETE","FLOORCARE","STICK VAC & HANDHELD","STICK VACUUM",1
601261,"VAX","VX60",11325173,"VAX CORDLESS BLADE SLIM VAC","FLOORCARE","STICK VAC & HANDHELD","STICK VACUUM",1
601261,"VAX","VX80",11516787,"VAX BLADE 2 28.8V 45MIN RUNTIME","FLOORCARE","STICK VAC & HANDHELD","STICK VACUUM",1
601261,"VAX","VX82",11479678,"VAX BLADE 2 MAX BRUSHLESS MOTOR","FLOORCARE","STICK VAC & HANDHELD","STICK VACUUM",1
601833,"DYSON","V11ANIMAL",11772603,"DYSON V11 ANIMAL","FLOORCARE","STICK VAC & HANDHELD","STICK VACUUM",1
601833,"SAMSUNG","VS20R9046T3",11621577,"SAMSUNG JET 90 COMPLETE","FLOORCARE","STICK VAC & HANDHELD","STICK VACUUM",1
602611,"DYSON","OUTSIZETC",11764460,"DYSON OUTSIZE TOTAL CLEAN HANDSTICK VAC","FLOORCARE","STICK VAC & HANDHELD","STICK VACUUM",1
602673,"BOSCH","BCS61113AU",11743963,"BOSCH SERIES 6 RECHARGEABLE VACUUM","FLOORCARE","STICK VAC & HANDHELD","STICK VACUUM",1
602673,"DYSON","V10ANIMALV2",11772602,"DYSON CYCLONE V10 ANIMAL","FLOORCARE","STICK VAC & HANDHELD","STICK VACUUM",1
603120,"DYSON","V7MOTORHEAD",11506992,"DYSON V7 MOTORHEAD CORDLESS VACUUM","FLOORCARE","STICK VAC & HANDHELD","STICK VACUUM",1
603671,"SAMSUNG","VCA-SAE90A",11621574,"SAMSUNG JET CLEAN STATION  (SILVER)","FLOORCARE","STICK VAC & HANDHELD","STICK VACUUM",1
603671,"SAMSUNG","VS20R9046T3",11621577,"SAMSUNG JET 90 COMPLETE","FLOORCARE","STICK VAC & HANDHELD","STICK VACUUM",1
604509,"DYSON","V7CORDFREE",11405910,"DYSON V7 CORDFREE","FLOORCARE","STICK VAC & HANDHELD","STICK VACUUM",1
604907,"BOSCH","BCS61113AU",11743963,"BOSCH SERIES 6 RECHARGEABLE VACUUM","FLOORCARE","STICK VAC & HANDHELD","STICK VACUUM",1
606419,"BOSCH","BCS61113AU",11743963,"BOSCH SERIES 6 RECHARGEABLE VACUUM","FLOORCARE","STICK VAC & HANDHELD","STICK VACUUM",1
606777,"DYSON","V8ANIMALV2",11772601,"DYSON V8 ANIMAL","FLOORCARE","STICK VAC & HANDHELD","STICK VACUUM",1
607526,"DYSON","V7MOTORHEAD",11506992,"DYSON V7 MOTORHEAD CORDLESS VACUUM","FLOORCARE","STICK VAC & HANDHELD","STICK VACUUM",1
607527,"BISSELL","2024F",11389380,"BISSELL FEATHERWEIGHT STICK VACUUM","FLOORCARE","STICK VAC & HANDHELD","STICK VACUUM",1
607987,"DYSON","V10ANIMALV2",11772602,"DYSON CYCLONE V10 ANIMAL","FLOORCARE","STICK VAC & HANDHELD","STICK VACUUM",1
608491,"DYSON","V7MOTORHEAD",11506992,"DYSON V7 MOTORHEAD CORDLESS VACUUM","FLOORCARE","STICK VAC & HANDHELD","STICK VACUUM",1
609918,"SAMSUNG","VS20R9042T2",11621578,"SAMSUNG JET 90 PET","FLOORCARE","STICK VAC & HANDHELD","STICK VACUUM",1
610035,"ELECTROLUX","WQ71-P5OIB",11754501,"ELECTROLUX WELLQ7 REACH INDIGO BLUE","FLOORCARE","STICK VAC & HANDHELD","STICK VACUUM",1
610106,"DYSON","V7MOTORHEAD",11506992,"DYSON V7 MOTORHEAD CORDLESS VACUUM","FLOORCARE","STICK VAC & HANDHELD","STICK VACUUM",1
610819,"VAX","VX80",11516787,"VAX BLADE 2 28.8V 45MIN RUNTIME","FLOORCARE","STICK VAC & HANDHELD","STICK VACUUM",1
612011,"DYSON","V7MOTORHEAD",11506992,"DYSON V7 MOTORHEAD CORDLESS VACUUM","FLOORCARE","STICK VAC & HANDHELD","STICK VACUUM",1
612412,"DYSON","OUTSIZETC",11764460,"DYSON OUTSIZE TOTAL CLEAN HANDSTICK VAC","FLOORCARE","STICK VAC & HANDHELD","STICK VACUUM",1
613697,"MIELE","HX1CDOB",11713529,"MIELE TRIFLEX HX1 CAT & DOG","FLOORCARE","STICK VAC & HANDHELD","STICK VACUUM",1
613700,"DYSON","V11ANIMAL",11772603,"DYSON V11 ANIMAL","FLOORCARE","STICK VAC & HANDHELD","STICK VACUUM",1
614032,"BISSELL","2953F",11734644,"BISSELL ICON EDGE CORDLESS VACCUM","FLOORCARE","STICK VAC & HANDHELD","STICK VACUUM",1
614565,"DYSON","OUTSIZETC",11764460,"DYSON OUTSIZE TOTAL CLEAN HANDSTICK VAC","FLOORCARE","STICK VAC & HANDHELD","STICK VACUUM",1
615262,"VAX","VX80",11516787,"VAX BLADE 2 28.8V 45MIN RUNTIME","FLOORCARE","STICK VAC & HANDHELD","STICK VACUUM",1
615266,"ELECTROLUX","WQ71-ANIMA",11754502,"ELECTROLUX WELLQ7 ANIMAL CHILI RED","FLOORCARE","STICK VAC & HANDHELD","STICK VACUUM",1
615355,"BOSCH","BCS61113AU",11743963,"BOSCH SERIES 6 RECHARGEABLE VACUUM","FLOORCARE","STICK VAC & HANDHELD","STICK VACUUM",1
616720,"SAMSUNG","VS15T7032R1",11621576,"SAMSUNG JET 70 PET","FLOORCARE","STICK VAC & HANDHELD","STICK VACUUM",1
617095,"DYSON","V8ANIMALV2",11772601,"DYSON V8 ANIMAL","FLOORCARE","STICK VAC & HANDHELD","STICK VACUUM",1
617095,"VAX","VX92",11516786,"VAX REACH STICK VAC 21.6V","FLOORCARE","STICK VAC & HANDHELD","STICK VACUUM",1
617400,"SAMSUNG","VS20R9045T3",11753716,"SAMSUNG JET90 PRO STICK VAC SPIN SWEEPER","FLOORCARE","STICK VAC & HANDHELD","STICK VACUUM",1
622132,"SAMSUNG","VCA-SAE90A",11621574,"SAMSUNG JET CLEAN STATION  (SILVER)","FLOORCARE","STICK VAC & HANDHELD","STICK VACUUM",1
622132,"SAMSUNG","VCA-SAE90B",11621573,"SAMSUNG JET CLEAN STATION (WHITE)","FLOORCARE","STICK VAC & HANDHELD","STICK VACUUM",1
622140,"DYSON","V8ANIMALV2",11772601,"DYSON V8 ANIMAL","FLOORCARE","STICK VAC & HANDHELD","STICK VACUUM",1
622140,"ELECTROLUX","PQ92-3PGF",11699959,"ELECTROLUX PURE Q9 ANIMAL SHALE GREY","FLOORCARE","STICK VAC & HANDHELD","STICK VACUUM",1
622140,"ELECTROLUX","WQ71-P5OIB",11754501,"ELECTROLUX WELLQ7 REACH INDIGO BLUE","FLOORCARE","STICK VAC & HANDHELD","STICK VACUUM",1
622151,"DYSON","OUTSIZETC",11764460,"DYSON OUTSIZE TOTAL CLEAN HANDSTICK VAC","FLOORCARE","STICK VAC & HANDHELD","STICK VACUUM",1
623919,"DYSON","V10MOTORHEAD",11516780,"DYSON V10 MOTORHEAD CORDLESS VACUUM","FLOORCARE","STICK VAC & HANDHELD","STICK VACUUM",1
623919,"DYSON","V7MOTORHEAD",11506992,"DYSON V7 MOTORHEAD CORDLESS VACUUM","FLOORCARE","STICK VAC & HANDHELD","STICK VACUUM",1
624592,"SAMSUNG","VS20R9042T2",11621578,"SAMSUNG JET 90 PET","FLOORCARE","STICK VAC & HANDHELD","STICK VACUUM",1
626763,"DYSON","V7MOTORHEAD",11506992,"DYSON V7 MOTORHEAD CORDLESS VACUUM","FLOORCARE","STICK VAC & HANDHELD","STICK VACUUM",1
628990,"SAMSUNG","VS15T7036R5",11621575,"SAMSUNG JET 70 COMPLETE","FLOORCARE","STICK VAC & HANDHELD","STICK VACUUM",1
500373,"L.G.","A9ESSENTIAL",11483013,"LG A9ESSENTIAL HANDSTICK BLACK","FLOORCARE","STICK VAC & HANDHELD","STICK VACUUM",1
500469,"L.G.","A9ESSENTIAL",11483013,"LG A9ESSENTIAL HANDSTICK BLACK","FLOORCARE","STICK VAC & HANDHELD","STICK VACUUM",1
501035,"L.G.","A9ESSENTIAL",11483013,"LG A9ESSENTIAL HANDSTICK BLACK","FLOORCARE","STICK VAC & HANDHELD","STICK VACUUM",1
501035,"L.G.","A9NEOMASTER",11632282,"LG A9 NEOMASTER WINE HANDSTICK 2X BATT","FLOORCARE","STICK VAC & HANDHELD","STICK VACUUM",1
501157,"L.G.","A9K-CORE",11711345,"LG A9K CORE FANTASY SILVER H/STICK 2XBAT","FLOORCARE","STICK VAC & HANDHELD","STICK VACUUM",1
501158,"L.G.","A9NEOMULTI",11632283,"LG A9 NEOMULTI RED HANDSTICK 2X BATTERY","FLOORCARE","STICK VAC & HANDHELD","STICK VACUUM",1
501229,"L.G.","A9ESSENTIAL",11483013,"LG A9ESSENTIAL HANDSTICK BLACK","FLOORCARE","STICK VAC & HANDHELD","STICK VACUUM",1
501231,"L.G.","A9ESSENTIAL",11483013,"LG A9ESSENTIAL HANDSTICK BLACK","FLOORCARE","STICK VAC & HANDHELD","STICK VACUUM",1
501628,"L.G.","A9K-CORE",11711345,"LG A9K CORE FANTASY SILVER H/STICK 2XBAT","FLOORCARE","STICK VAC & HANDHELD","STICK VACUUM",1
502209,"L.G.","A9ESSENTIAL",11483013,"LG A9ESSENTIAL HANDSTICK BLACK","FLOORCARE","STICK VAC & HANDHELD","STICK VACUUM",1
502209,"L.G.","A9NEOMULTI",11632283,"LG A9 NEOMULTI RED HANDSTICK 2X BATTERY","FLOORCARE","STICK VAC & HANDHELD","STICK VACUUM",1
502221,"L.G.","A9K-PRO",11711346,"LG A9K PRO VINTAGE WINE HANDSTICK 2XBAT","FLOORCARE","STICK VAC & HANDHELD","STICK VACUUM",1
502223,"L.G.","A9ESSENTIAL",11483013,"LG A9ESSENTIAL HANDSTICK BLACK","FLOORCARE","STICK VAC & HANDHELD","STICK VACUUM",1
502250,"L.G.","A9-LITE",11743453,"LG A9 LITE BLACK 1 X BATTERY","FLOORCARE","STICK VAC & HANDHELD","STICK VACUUM",1
502375,"L.G.","A9NEOMULTI",11632283,"LG A9 NEOMULTI RED HANDSTICK 2X BATTERY","FLOORCARE","STICK VAC & HANDHELD","STICK VACUUM",1
502644,"L.G.","A9K-CORE",11711345,"LG A9K CORE FANTASY SILVER H/STICK 2XBAT","FLOORCARE","STICK VAC & HANDHELD","STICK VACUUM",1
503073,"L.G.","A9K-CORE",11711345,"LG A9K CORE FANTASY SILVER H/STICK 2XBAT","FLOORCARE","STICK VAC & HANDHELD","STICK VACUUM",1
503073,"L.G.","A9K-PRO",11711346,"LG A9K PRO VINTAGE WINE HANDSTICK 2XBAT","FLOORCARE","STICK VAC & HANDHELD","STICK VACUUM",1
503161,"L.G.","A9ESSENTIAL",11483013,"LG A9ESSENTIAL HANDSTICK BLACK","FLOORCARE","STICK VAC & HANDHELD","STICK VACUUM",1
503606,"L.G.","A9K-ULTRA",11711347,"LG A9K ULTRA MATTE BLACK HANDSTICK 2XBAT","FLOORCARE","STICK VAC & HANDHELD","STICK VACUUM",1
503813,"L.G.","A9K-CORE",11711345,"LG A9K CORE FANTASY SILVER H/STICK 2XBAT","FLOORCARE","STICK VAC & HANDHELD","STICK VACUUM",1
503813,"L.G.","A9NEOMASTER",11632282,"LG A9 NEOMASTER WINE HANDSTICK 2X BATT","FLOORCARE","STICK VAC & HANDHELD","STICK VACUUM",1
503884,"L.G.","A9NEOMASTER",11632282,"LG A9 NEOMASTER WINE HANDSTICK 2X BATT","FLOORCARE","STICK VAC & HANDHELD","STICK VACUUM",1
503943,"L.G.","A9K-AQUA",11711344,"LG A9K AQUA IRON GREY HANDSTICK 2 X BAT","FLOORCARE","STICK VAC & HANDHELD","STICK VACUUM",1
503979,"L.G.","A9N-MULTI",11822278,"LG A9N MULTI RED 2 X BATTERY","FLOORCARE","STICK VAC & HANDHELD","STICK VACUUM",1
504162,"L.G.","A9K-ULTRA",11711347,"LG A9K ULTRA MATTE BLACK HANDSTICK 2XBAT","FLOORCARE","STICK VAC & HANDHELD","STICK VACUUM",1
504162,"L.G.","A9N-PRIME",11822279,"LG A9N PRIME BLACK 2 X BATTERY","FLOORCARE","STICK VAC & HANDHELD","STICK VACUUM",1
504688,"L.G.","A9K-CORE",11711345,"LG A9K CORE FANTASY SILVER H/STICK 2XBAT","FLOORCARE","STICK VAC & HANDHELD","STICK VACUUM",1
504688,"L.G.","A9K-ULTRA",11711347,"LG A9K ULTRA MATTE BLACK HANDSTICK 2XBAT","FLOORCARE","STICK VAC & HANDHELD","STICK VACUUM",1
504875,"L.G.","A9-LITE",11743453,"LG A9 LITE BLACK 1 X BATTERY","FLOORCARE","STICK VAC & HANDHELD","STICK VACUUM",1
504875,"L.G.","A9K-ULTRA",11711347,"LG A9K ULTRA MATTE BLACK HANDSTICK 2XBAT","FLOORCARE","STICK VAC & HANDHELD","STICK VACUUM",1
504953,"L.G.","A9K-ULTRA",11711347,"LG A9K ULTRA MATTE BLACK HANDSTICK 2XBAT","FLOORCARE","STICK VAC & HANDHELD","STICK VACUUM",1
505190,"L.G.","A9NEOMULTI",11632283,"LG A9 NEOMULTI RED HANDSTICK 2X BATTERY","FLOORCARE","STICK VAC & HANDHELD","STICK VACUUM",1
506169,"L.G.","A9ESSENTIAL",11483013,"LG A9ESSENTIAL HANDSTICK BLACK","FLOORCARE","STICK VAC & HANDHELD","STICK VACUUM",1
506340,"L.G.","A9NEOMULTI",11632283,"LG A9 NEOMULTI RED HANDSTICK 2X BATTERY","FLOORCARE","STICK VAC & HANDHELD","STICK VACUUM",1
506831,"L.G.","A9ESSENTIAL",11483013,"LG A9ESSENTIAL HANDSTICK BLACK","FLOORCARE","STICK VAC & HANDHELD","STICK VACUUM",1
506831,"L.G.","A9K-PRO",11711346,"LG A9K PRO VINTAGE WINE HANDSTICK 2XBAT","FLOORCARE","STICK VAC & HANDHELD","STICK VACUUM",1
507125,"L.G.","A9K-PRO",11711346,"LG A9K PRO VINTAGE WINE HANDSTICK 2XBAT","FLOORCARE","STICK VAC & HANDHELD","STICK VACUUM",1
507125,"L.G.","A9K-ULTRA",11711347,"LG A9K ULTRA MATTE BLACK HANDSTICK 2XBAT","FLOORCARE","STICK VAC & HANDHELD","STICK VACUUM",1
508032,"L.G.","A9K-CORE",11711345,"LG A9K CORE FANTASY SILVER H/STICK 2XBAT","FLOORCARE","STICK VAC & HANDHELD","STICK VACUUM",1
508347,"L.G.","A9K-PRO",11711346,"LG A9K PRO VINTAGE WINE HANDSTICK 2XBAT","FLOORCARE","STICK VAC & HANDHELD","STICK VACUUM",1
