OrderNumber,OrderDate,Ship Date,Customer Name Index,Channel,Currency Code,Warehouse Code,Delivery Region Index,Product Description Index,Order Quantity,Unit Price,Total Unit Cost,Total Revenue,Region City,Region Territory
"SO - 0005728",2016-03-30 00:00:00.000,2016-06-21 00:00:00.000,9,"Distributor","USD","GUT930",32,5,5,871,444.21,4355,"Broken Hill","New South Wales"
"SO - 0005743",2016-04-01 00:00:00.000,2016-06-06 00:00:00.000,42,"Distributor","USD","GUT930",12,14,8,1232.8,493.12,9862.4,"Lismore","New South Wales"
"SO - 0005816",2016-04-08 00:00:00.000,2016-06-08 00:00:00.000,32,"Distributor","USD","GUT930",47,12,10,1989.9,895.455,19899,"Griffith","New South Wales"
"SO - 0005844",2016-04-12 00:00:00.000,2016-05-20 00:00:00.000,39,"Distributor","USD","GUT930",8,5,10,2211,1127.61,22110,"Broken Hill","New South Wales"
"SO - 0005921",2016-04-22 00:00:00.000,2016-07-19 00:00:00.000,20,"Distributor","USD","GUT930",53,11,5,2566.1,1796.27,12830.5,"Grafton","New South Wales"
"SO - 0005996",2016-04-30 00:00:00.000,2016-07-09 00:00:00.000,16,"Distributor","USD","GUT930",9,2,12,2479,1512.19,29748,"Albury","New South Wales"
"SO - 0006067",2016-05-10 00:00:00.000,2016-06-18 00:00:00.000,11,"Distributor","USD","GUT930",11,13,8,3946.3,1933.687,31570.4,"Lake Macquarie","New South Wales"
"SO - 0006088",2016-05-12 00:00:00.000,2016-06-30 00:00:00.000,39,"Distributor","USD","GUT930",13,1,6,1118.9,660.151,6713.4,"Sydney","New South Wales"
"SO - 0006104",2016-05-15 00:00:00.000,2016-07-22 00:00:00.000,32,"Distributor","USD","GUT930",2,5,10,3999.9,2119.947,39999,"Broken Hill","New South Wales"
"SO - 0006157",2016-05-20 00:00:00.000,2016-06-27 00:00:00.000,19,"Distributor","USD","GUT930",13,2,12,5695,2847.5,68340,"Albury","New South Wales"
"SO - 0006164",2016-05-21 00:00:00.000,2016-08-18 00:00:00.000,4,"Distributor","USD","GUT930",68,5,10,3979.8,3303.234,39798,"Broken Hill","New South Wales"
"SO - 0006185",2016-05-24 00:00:00.000,2016-07-25 00:00:00.000,23,"Distributor","USD","GUT930",10,7,8,1078.7,442.267,8629.6,"Coffs Harbour","New South Wales"
"SO - 0006189",2016-05-24 00:00:00.000,2016-06-23 00:00:00.000,47,"Distributor","USD","GUT930",22,6,6,837.5,661.625,5025,"Cessnock","New South Wales"
"SO - 0006206",2016-05-26 00:00:00.000,2016-06-26 00:00:00.000,23,"Distributor","USD","GUT930",17,5,6,3343.3,1972.547,20059.8,"Broken Hill","New South Wales"
"SO - 0006213",2016-05-27 00:00:00.000,2016-08-21 00:00:00.000,42,"Distributor","USD","GUT930",68,8,10,5266.2,4160.298,52662,"Dubbo","New South Wales"
"SO - 0006232",2016-05-29 00:00:00.000,2016-07-31 00:00:00.000,4,"Distributor","USD","GUT930",40,10,6,3912.8,1604.248,23476.8,"Goulburn","New South Wales"
"SO - 0006333",2016-06-08 00:00:00.000,2016-07-22 00:00:00.000,3,"Distributor","USD","GUT930",81,2,11,207.7,103.85,2284.7,"Albury","New South Wales"
"SO - 0006362",2016-06-12 00:00:00.000,2016-07-24 00:00:00.000,50,"Distributor","USD","GUT930",4,7,6,5386.8,3070.476,32320.8,"Coffs Harbour","New South Wales"
"SO - 0006407",2016-06-18 00:00:00.000,2016-09-04 00:00:00.000,26,"Distributor","USD","GUT930",66,1,11,1118.9,861.553,12307.9,"Sydney","New South Wales"
"SO - 0006620",2016-07-12 00:00:00.000,2016-08-29 00:00:00.000,50,"Distributor","USD","GUT930",32,1,6,1085.4,770.634,6512.4,"Sydney","New South Wales"
"SO - 0006712",2016-07-22 00:00:00.000,2016-10-20 00:00:00.000,39,"Distributor","USD","GUT930",8,6,11,864.3,388.935,9507.3,"Cessnock","New South Wales"
"SO - 0006761",2016-07-28 00:00:00.000,2016-10-26 00:00:00.000,24,"Distributor","USD","GUT930",78,9,10,2613,1829.1,26130,"Gosford","New South Wales"
"SO - 0006767",2016-07-28 00:00:00.000,2016-10-17 00:00:00.000,14,"Distributor","USD","GUT930",10,11,10,1983.2,1269.248,19832,"Grafton","New South Wales"
"SO - 0006908",2016-08-15 00:00:00.000,2016-10-22 00:00:00.000,46,"Distributor","USD","GUT930",45,7,6,2485.7,1715.133,14914.2,"Coffs Harbour","New South Wales"
"SO - 0006953",2016-08-21 00:00:00.000,2016-10-21 00:00:00.000,11,"Distributor","USD","GUT930",8,9,5,1005,592.95,5025,"Gosford","New South Wales"
"SO - 0006965",2016-08-22 00:00:00.000,2016-10-24 00:00:00.000,45,"Distributor","USD","GUT930",73,2,10,207.7,128.774,2077,"Albury","New South Wales"
"SO - 0006985",2016-08-25 00:00:00.000,2016-10-24 00:00:00.000,41,"Distributor","USD","GUT930",79,5,8,1862.6,745.04,14900.8,"Broken Hill","New South Wales"
"SO - 0007012",2016-08-28 00:00:00.000,2016-10-31 00:00:00.000,45,"Distributor","USD","GUT930",35,2,7,2324.9,1069.454,16274.3,"Albury","New South Wales"
"SO - 0007084",2016-09-06 00:00:00.000,2016-10-10 00:00:00.000,4,"Distributor","USD","GUT930",24,14,9,2499.1,1599.424,22491.9,"Lismore","New South Wales"
"SO - 0007120",2016-09-10 00:00:00.000,2016-11-20 00:00:00.000,36,"Distributor","USD","GUT930",24,6,12,5212.6,4378.584,62551.2,"Cessnock","New South Wales"
"SO - 0007248",2016-09-24 00:00:00.000,2016-10-26 00:00:00.000,32,"Distributor","USD","GUT930",35,13,12,214.4,120.064,2572.8,"Lake Macquarie","New South Wales"
"SO - 0007302",2016-10-01 00:00:00.000,2016-11-08 00:00:00.000,30,"Distributor","USD","GUT930",22,1,8,3892.7,2919.525,31141.6,"Sydney","New South Wales"
"SO - 0007335",2016-10-04 00:00:00.000,2016-12-14 00:00:00.000,29,"Distributor","USD","GUT930",69,8,6,1065.3,671.139,6391.8,"Dubbo","New South Wales"
"SO - 0007338",2016-10-05 00:00:00.000,2016-11-05 00:00:00.000,36,"Distributor","USD","GUT930",4,12,11,1125.6,506.52,12381.6,"Griffith","New South Wales"
"SO - 0007350",2016-10-06 00:00:00.000,2016-12-21 00:00:00.000,46,"Distributor","USD","GUT930",53,13,10,2351.7,1128.816,23517,"Lake Macquarie","New South Wales"
"SO - 0007395",2016-10-11 00:00:00.000,2016-12-08 00:00:00.000,11,"Distributor","USD","GUT930",12,7,10,1085.4,651.24,10854,"Coffs Harbour","New South Wales"
"SO - 0007396",2016-10-11 00:00:00.000,2016-11-20 00:00:00.000,44,"Distributor","USD","GUT930",1,7,8,690.1,503.773,5520.8,"Coffs Harbour","New South Wales"
"SO - 0007556",2016-10-30 00:00:00.000,2016-12-30 00:00:00.000,45,"Distributor","USD","GUT930",20,6,5,5969.7,4417.578,29848.5,"Cessnock","New South Wales"
"SO - 0007581",2016-11-01 00:00:00.000,2016-12-27 00:00:00.000,24,"Distributor","USD","GUT930",41,2,12,998.3,628.929,11979.6,"Albury","New South Wales"
"SO - 0007629",2016-11-06 00:00:00.000,2016-12-26 00:00:00.000,36,"Distributor","USD","GUT930",12,2,8,1279.7,678.241,10237.6,"Albury","New South Wales"
"SO - 0007631",2016-11-07 00:00:00.000,2017-02-02 00:00:00.000,14,"Distributor","USD","GUT930",4,5,8,1018.4,661.96,8147.2,"Broken Hill","New South Wales"
"SO - 0007685",2016-11-13 00:00:00.000,2017-01-04 00:00:00.000,40,"Distributor","USD","GUT930",13,4,8,1078.7,798.238,8629.6,"Bathurst","New South Wales"
"SO - 0007694",2016-11-15 00:00:00.000,2017-01-08 00:00:00.000,14,"Distributor","USD","GUT930",37,2,5,1105.5,884.4,5527.5,"Albury","New South Wales"
"SO - 0007714",2016-11-17 00:00:00.000,2017-01-07 00:00:00.000,23,"Distributor","USD","GUT930",15,7,9,3879.3,1745.685,34913.7,"Coffs Harbour","New South Wales"
"SO - 0007800",2016-11-25 00:00:00.000,2017-02-11 00:00:00.000,16,"Distributor","USD","GUT930",16,1,5,891.1,454.461,4455.5,"Sydney","New South Wales"
"SO - 0007822",2016-11-29 00:00:00.000,2017-02-15 00:00:00.000,34,"Distributor","USD","GUT930",74,7,10,241.2,183.312,2412,"Coffs Harbour","New South Wales"
"SO - 0007825",2016-11-29 00:00:00.000,2017-01-31 00:00:00.000,31,"Distributor","USD","GUT930",23,1,11,2519.2,1964.976,27711.2,"Sydney","New South Wales"
"SO - 0007872",2016-12-05 00:00:00.000,2017-02-19 00:00:00.000,16,"Distributor","USD","GUT930",17,7,6,5922.8,3849.82,35536.8,"Coffs Harbour","New South Wales"
"SO - 0007908",2016-12-09 00:00:00.000,2017-01-10 00:00:00.000,11,"Distributor","USD","GUT930",23,3,8,268,174.2,2144,"Armidale","New South Wales"
"SO - 0007947",2016-12-15 00:00:00.000,2017-02-15 00:00:00.000,28,"Distributor","USD","GUT930",55,5,5,221.1,110.55,1105.5,"Broken Hill","New South Wales"
"SO - 0008032",2016-12-25 00:00:00.000,2017-03-01 00:00:00.000,38,"Distributor","USD","GUT930",4,7,8,2311.5,1964.775,18492,"Coffs Harbour","New South Wales"
"SO - 0008058",2016-12-28 00:00:00.000,2017-02-19 00:00:00.000,16,"Distributor","USD","GUT930",30,9,8,1018.4,651.776,8147.2,"Gosford","New South Wales"
"SO - 0008089",2016-12-31 00:00:00.000,2017-02-22 00:00:00.000,32,"Distributor","USD","GUT930",73,2,12,3825.7,2792.761,45908.4,"Albury","New South Wales"
"SO - 000112",2014-06-02 00:00:00.000,2014-07-27 00:00:00.000,21,"Distributor","USD","AXW291",63,11,8,6277.9,2762.276,50223.2,"Grafton","New South Wales"
"SO - 000129",2014-06-03 00:00:00.000,2014-08-26 00:00:00.000,22,"Distributor","USD","AXW291",23,11,10,5976.4,2450.324,59764,"Grafton","New South Wales"
"SO - 000158",2014-06-07 00:00:00.000,2014-08-31 00:00:00.000,8,"Distributor","USD","AXW291",83,1,7,2371.8,1233.336,16602.6,"Sydney","New South Wales"
"SO - 000179",2014-06-10 00:00:00.000,2014-09-06 00:00:00.000,42,"Distributor","USD","AXW291",24,7,8,261.3,143.715,2090.4,"Coffs Harbour","New South Wales"
"SO - 000235",2014-06-16 00:00:00.000,2014-09-01 00:00:00.000,24,"Distributor","USD","AXW291",51,1,12,5219.3,3444.738,62631.6,"Sydney","New South Wales"
"SO - 000244",2014-06-18 00:00:00.000,2014-09-04 00:00:00.000,21,"Distributor","USD","AXW291",2,7,5,5815.6,2791.488,29078,"Coffs Harbour","New South Wales"
"SO - 000274",2014-06-21 00:00:00.000,2014-08-24 00:00:00.000,44,"Distributor","USD","AXW291",6,7,7,241.2,115.776,1688.4,"Coffs Harbour","New South Wales"
"SO - 000290",2014-06-23 00:00:00.000,2014-08-27 00:00:00.000,6,"Distributor","USD","AXW291",6,2,6,710.2,390.61,4261.2,"Albury","New South Wales"
"SO - 000302",2014-06-26 00:00:00.000,2014-08-21 00:00:00.000,46,"Distributor","USD","AXW291",79,7,6,3336.6,2035.326,20019.6,"Coffs Harbour","New South Wales"
"SO - 000347",2014-06-30 00:00:00.000,2014-09-07 00:00:00.000,25,"Distributor","USD","AXW291",16,1,9,951.4,599.382,8562.6,"Sydney","New South Wales"
"SO - 000351",2014-07-01 00:00:00.000,2014-09-14 00:00:00.000,40,"Distributor","USD","AXW291",46,6,9,3685,2690.05,33165,"Cessnock","New South Wales"
"SO - 000364",2014-07-02 00:00:00.000,2014-08-24 00:00:00.000,48,"Distributor","USD","AXW291",1,7,8,1802.3,1153.472,14418.4,"Coffs Harbour","New South Wales"
"SO - 000383",2014-07-05 00:00:00.000,2014-09-09 00:00:00.000,11,"Distributor","USD","AXW291",13,9,12,167.5,70.35,2010,"Gosford","New South Wales"
"SO - 000402",2014-07-07 00:00:00.000,2014-08-21 00:00:00.000,43,"Distributor","USD","AXW291",54,1,7,3993.2,3234.492,27952.4,"Sydney","New South Wales"
"SO - 000487",2014-07-17 00:00:00.000,2014-09-08 00:00:00.000,28,"Distributor","USD","AXW291",4,13,9,2318.2,1738.65,20863.8,"Lake Macquarie","New South Wales"
"SO - 000513",2014-07-20 00:00:00.000,2014-09-30 00:00:00.000,35,"Distributor","USD","AXW291",15,5,11,3946.3,2012.613,43409.3,"Broken Hill","New South Wales"
"SO - 000523",2014-07-21 00:00:00.000,2014-10-01 00:00:00.000,19,"Distributor","USD","AXW291",63,13,11,897.8,709.262,9875.8,"Lake Macquarie","New South Wales"
"SO - 000546",2014-07-23 00:00:00.000,2014-09-15 00:00:00.000,39,"Distributor","USD","AXW291",4,2,9,1219.4,560.924,10974.6,"Albury","New South Wales"
"SO - 000570",2014-07-26 00:00:00.000,2014-09-30 00:00:00.000,8,"Distributor","USD","AXW291",9,7,11,167.5,125.625,1842.5,"Coffs Harbour","New South Wales"
"SO - 000619",2014-08-01 00:00:00.000,2014-09-27 00:00:00.000,37,"Distributor","USD","AXW291",13,2,8,1078.7,755.09,8629.6,"Albury","New South Wales"
"SO - 000628",2014-08-02 00:00:00.000,2014-10-04 00:00:00.000,41,"Distributor","USD","AXW291",75,1,9,241.2,180.9,2170.8,"Sydney","New South Wales"
"SO - 000632",2014-08-03 00:00:00.000,2014-10-09 00:00:00.000,35,"Distributor","USD","AXW291",24,11,8,1835.8,1248.344,14686.4,"Grafton","New South Wales"
"SO - 000636",2014-08-04 00:00:00.000,2014-10-08 00:00:00.000,4,"Distributor","USD","AXW291",19,1,10,6391.8,5113.44,63918,"Sydney","New South Wales"
"SO - 000646",2014-08-05 00:00:00.000,2014-10-22 00:00:00.000,36,"Distributor","USD","AXW291",74,5,11,1902.8,1084.596,20930.8,"Broken Hill","New South Wales"
"SO - 000670",2014-08-06 00:00:00.000,2014-09-28 00:00:00.000,39,"Distributor","USD","AXW291",20,1,10,1132.3,702.026,11323,"Sydney","New South Wales"
"SO - 000729",2014-08-13 00:00:00.000,2014-11-04 00:00:00.000,18,"Distributor","USD","AXW291",46,12,9,254.6,201.134,2291.4,"Griffith","New South Wales"
"SO - 000740",2014-08-14 00:00:00.000,2014-10-23 00:00:00.000,19,"Distributor","USD","AXW291",12,7,6,1869.3,1196.352,11215.8,"Coffs Harbour","New South Wales"
"SO - 000764",2014-08-17 00:00:00.000,2014-11-02 00:00:00.000,41,"Distributor","USD","AXW291",12,7,11,1065.3,553.956,11718.3,"Coffs Harbour","New South Wales"
"SO - 000818",2014-08-22 00:00:00.000,2014-10-29 00:00:00.000,42,"Distributor","USD","AXW291",3,11,8,3872.6,2052.478,30980.8,"Grafton","New South Wales"
"SO - 000847",2014-08-26 00:00:00.000,2014-10-09 00:00:00.000,2,"Distributor","USD","AXW291",28,2,9,1098.8,857.064,9889.2,"Albury","New South Wales"
"SO - 000850",2014-08-26 00:00:00.000,2014-10-21 00:00:00.000,50,"Distributor","USD","AXW291",17,11,12,2432.1,2018.643,29185.2,"Grafton","New South Wales"
"SO - 000863",2014-08-28 00:00:00.000,2014-11-04 00:00:00.000,13,"Distributor","USD","AXW291",13,7,7,207.7,91.388,1453.9,"Coffs Harbour","New South Wales"
"SO - 000867",2014-08-28 00:00:00.000,2014-11-13 00:00:00.000,32,"Distributor","USD","AXW291",16,2,12,1098.8,670.268,13185.6,"Albury","New South Wales"
"SO - 000893",2014-08-31 00:00:00.000,2014-11-17 00:00:00.000,4,"Distributor","USD","AXW291",17,14,11,6103.7,2746.665,67140.7,"Lismore","New South Wales"
"SO - 000922",2014-09-05 00:00:00.000,2014-10-13 00:00:00.000,26,"Distributor","USD","AXW291",62,4,5,3879.3,2560.338,19396.5,"Bathurst","New South Wales"
"SO - 000979",2014-09-12 00:00:00.000,2014-11-04 00:00:00.000,45,"Distributor","USD","AXW291",18,7,6,1876,1594.6,11256,"Coffs Harbour","New South Wales"
"SO - 0001031",2014-09-16 00:00:00.000,2014-11-13 00:00:00.000,26,"Distributor","USD","AXW291",2,1,11,998.3,788.657,10981.3,"Sydney","New South Wales"
"SO - 0001046",2014-09-19 00:00:00.000,2014-11-20 00:00:00.000,37,"Distributor","USD","AXW291",2,13,6,690.1,400.258,4140.6,"Lake Macquarie","New South Wales"
"SO - 0001049",2014-09-19 00:00:00.000,2014-10-28 00:00:00.000,16,"Distributor","USD","AXW291",8,1,7,4006.6,2444.026,28046.2,"Sydney","New South Wales"
"SO - 0001067",2014-09-22 00:00:00.000,2014-12-17 00:00:00.000,3,"Distributor","USD","AXW291",85,7,7,2458.9,1819.586,17212.3,"Coffs Harbour","New South Wales"
"SO - 0001070",2014-09-22 00:00:00.000,2014-11-07 00:00:00.000,14,"Distributor","USD","AXW291",85,11,5,3932.9,2910.346,19664.5,"Grafton","New South Wales"
"SO - 0001084",2014-09-24 00:00:00.000,2014-11-09 00:00:00.000,11,"Distributor","USD","AXW291",7,7,7,201,86.43,1407,"Coffs Harbour","New South Wales"
"SO - 0001088",2014-09-24 00:00:00.000,2014-11-11 00:00:00.000,42,"Distributor","USD","AXW291",1,7,12,1005,562.8,12060,"Coffs Harbour","New South Wales"
"SO - 0001103",2014-09-26 00:00:00.000,2014-11-21 00:00:00.000,16,"Distributor","USD","AXW291",22,2,6,5748.6,3564.132,34491.6,"Albury","New South Wales"
"SO - 0001109",2014-09-27 00:00:00.000,2014-12-17 00:00:00.000,12,"Distributor","USD","AXW291",14,4,11,1072,707.52,11792,"Bathurst","New South Wales"
"SO - 0001127",2014-09-29 00:00:00.000,2014-11-14 00:00:00.000,45,"Distributor","USD","AXW291",63,11,9,2646.5,1984.875,23818.5,"Grafton","New South Wales"
"SO - 0001133",2014-09-29 00:00:00.000,2014-12-02 00:00:00.000,3,"Distributor","USD","AXW291",68,13,5,1279.7,857.399,6398.5,"Lake Macquarie","New South Wales"
"SO - 0001137",2014-09-30 00:00:00.000,2014-11-26 00:00:00.000,19,"Distributor","USD","AXW291",59,7,9,3986.5,3268.93,35878.5,"Coffs Harbour","New South Wales"
"SO - 0001179",2014-10-05 00:00:00.000,2014-12-11 00:00:00.000,9,"Distributor","USD","AXW291",20,9,12,1045.2,585.312,12542.4,"Gosford","New South Wales"
"SO - 0001192",2014-10-07 00:00:00.000,2014-12-31 00:00:00.000,42,"Distributor","USD","AXW291",12,1,6,1065.3,500.691,6391.8,"Sydney","New South Wales"
"SO - 0001216",2014-10-11 00:00:00.000,2014-12-01 00:00:00.000,21,"Distributor","USD","AXW291",8,7,8,1118.9,581.828,8951.2,"Coffs Harbour","New South Wales"
"SO - 0001240",2014-10-15 00:00:00.000,2014-12-28 00:00:00.000,16,"Distributor","USD","AXW291",3,2,5,3906.1,1757.745,19530.5,"Albury","New South Wales"
"SO - 0001247",2014-10-16 00:00:00.000,2014-12-09 00:00:00.000,45,"Distributor","USD","AXW291",21,6,8,1065.3,894.852,8522.4,"Cessnock","New South Wales"
"SO - 0001272",2014-10-19 00:00:00.000,2014-12-06 00:00:00.000,46,"Distributor","USD","AXW291",58,13,6,261.3,180.297,1567.8,"Lake Macquarie","New South Wales"
"SO - 0001290",2014-10-21 00:00:00.000,2014-11-25 00:00:00.000,30,"Distributor","USD","AXW291",80,13,9,891.1,650.503,8019.9,"Lake Macquarie","New South Wales"
"SO - 0001304",2014-10-23 00:00:00.000,2014-11-23 00:00:00.000,10,"Distributor","USD","AXW291",79,2,11,5607.9,3757.293,61686.9,"Albury","New South Wales"
"SO - 0001328",2014-10-26 00:00:00.000,2014-12-16 00:00:00.000,5,"Distributor","USD","AXW291",80,2,11,2653.2,1247.004,29185.2,"Albury","New South Wales"
"SO - 0001332",2014-10-26 00:00:00.000,2014-12-12 00:00:00.000,3,"Distributor","USD","AXW291",4,1,11,1949.7,1559.76,21446.7,"Sydney","New South Wales"
"SO - 0001353",2014-10-29 00:00:00.000,2014-12-23 00:00:00.000,34,"Distributor","USD","AXW291",15,13,6,3082,1541,18492,"Lake Macquarie","New South Wales"
"SO - 0001370",2014-10-31 00:00:00.000,2015-01-05 00:00:00.000,8,"Distributor","USD","AXW291",33,2,11,3564.4,2495.08,39208.4,"Albury","New South Wales"
"SO - 0001382",2014-11-01 00:00:00.000,2014-12-17 00:00:00.000,39,"Distributor","USD","AXW291",54,7,6,3899.4,2417.628,23396.4,"Coffs Harbour","New South Wales"
"SO - 0001389",2014-11-02 00:00:00.000,2014-12-30 00:00:00.000,13,"Distributor","USD","AXW291",46,7,10,6505.7,4944.332,65057,"Coffs Harbour","New South Wales"
"SO - 0001412",2014-11-04 00:00:00.000,2014-12-27 00:00:00.000,7,"Distributor","USD","AXW291",10,11,10,261.3,143.715,2613,"Grafton","New South Wales"
"SO - 0001437",2014-11-08 00:00:00.000,2014-12-28 00:00:00.000,15,"Distributor","USD","AXW291",52,2,10,3999.9,2039.949,39999,"Albury","New South Wales"
"SO - 0001463",2014-11-11 00:00:00.000,2015-01-23 00:00:00.000,41,"Distributor","USD","AXW291",14,3,6,1051.9,620.621,6311.4,"Armidale","New South Wales"
"SO - 0001492",2014-11-14 00:00:00.000,2014-12-31 00:00:00.000,48,"Distributor","USD","AXW291",75,7,7,1112.2,500.49,7785.4,"Coffs Harbour","New South Wales"
"SO - 0001558",2014-11-22 00:00:00.000,2015-01-19 00:00:00.000,11,"Distributor","USD","AXW291",1,13,5,1876,1031.8,9380,"Lake Macquarie","New South Wales"
"SO - 0001573",2014-11-23 00:00:00.000,2014-12-27 00:00:00.000,3,"Distributor","USD","AXW291",42,13,9,1092.1,698.944,9828.9,"Lake Macquarie","New South Wales"
"SO - 0001586",2014-11-24 00:00:00.000,2015-02-10 00:00:00.000,43,"Distributor","USD","AXW291",19,12,11,3912.8,3091.112,43040.8,"Griffith","New South Wales"
"SO - 0001660",2014-12-04 00:00:00.000,2015-02-18 00:00:00.000,45,"Distributor","USD","AXW291",70,11,6,1058.6,719.848,6351.6,"Grafton","New South Wales"
"SO - 0001704",2014-12-09 00:00:00.000,2015-01-25 00:00:00.000,3,"Distributor","USD","AXW291",7,2,5,207.7,145.39,1038.5,"Albury","New South Wales"
"SO - 0001707",2014-12-09 00:00:00.000,2015-01-18 00:00:00.000,14,"Distributor","USD","AXW291",16,1,8,174.2,106.262,1393.6,"Sydney","New South Wales"
"SO - 0001713",2014-12-10 00:00:00.000,2015-03-01 00:00:00.000,11,"Distributor","USD","AXW291",12,9,11,1058.6,561.058,11644.6,"Gosford","New South Wales"
"SO - 0001766",2014-12-16 00:00:00.000,2015-02-07 00:00:00.000,28,"Distributor","USD","AXW291",50,8,7,1005,824.1,7035,"Dubbo","New South Wales"
"SO - 0001802",2014-12-21 00:00:00.000,2015-02-06 00:00:00.000,9,"Distributor","USD","AXW291",72,13,9,1159.1,533.186,10431.9,"Lake Macquarie","New South Wales"
"SO - 0001834",2014-12-24 00:00:00.000,2015-03-07 00:00:00.000,5,"Distributor","USD","AXW291",17,5,9,1112.2,734.052,10009.8,"Broken Hill","New South Wales"
"SO - 0001858",2014-12-26 00:00:00.000,2015-02-08 00:00:00.000,41,"Distributor","USD","AXW291",13,12,8,897.8,619.482,7182.4,"Griffith","New South Wales"
"SO - 0001873",2014-12-27 00:00:00.000,2015-02-10 00:00:00.000,30,"Distributor","USD","AXW291",3,5,6,1072,707.52,6432,"Broken Hill","New South Wales"
"SO - 0001892",2014-12-29 00:00:00.000,2015-03-24 00:00:00.000,14,"Distributor","USD","AXW291",12,5,6,3155.7,2240.547,18934.2,"Broken Hill","New South Wales"
"SO - 0001911",2014-12-31 00:00:00.000,2015-03-17 00:00:00.000,43,"Distributor","USD","AXW291",26,13,5,2579.5,1625.085,12897.5,"Lake Macquarie","New South Wales"
"SO - 0001921",2014-12-31 00:00:00.000,2015-02-20 00:00:00.000,2,"Distributor","USD","AXW291",46,9,11,1326.6,822.492,14592.6,"Gosford","New South Wales"
