Fiscal Year,Period,Area,Country,Std Rptg Mid Reported Subsegment,Rev Sum Division,Forecast Planning Level,Budget Sales,Forecast Sales
"FY18",9,"CEE","Czech Republic","EPG Public Sector","Other Server","VL Annuity Non-Recur w/o EA",541.2393,10673.6351
"FY18",4,"CEE","Czech Republic","EPG Public Sector","Windows Server Premium","VL Annuity Non-Recur w/o EA",6682.6102,4503.1846
"FY18",5,"CEE","Czech Republic","EPG Public Sector","Identity & Direct Access","VL Annuity Non-Recur w/o EA",6388.2984,4584.6428
"FY18",8,"CEE","Czech Republic","EPG Public Sector","SharePoint for Internet Sites","VL Annuity Non-Recur w/o EA",7158.0714,3453.1575
"FY18",9,"CEE","Czech Republic","EPG Public Sector","SharePoint Server","VL Annuity Non-Recur w/o EA",1212.0998,8950.3684
"FY18",9,"CEE","Czech Republic","EPG Public Sector","Lync Server & CAL","VL Annuity Non-Recur w/o EA",1428.8865,8591.1006
"FY18",8,"CEE","Czech Republic","EPG Public Sector","System Center Server","VL Annuity Non-Recur w/o EA",5535.6282,4243.3538
"FY18",6,"CEE","Czech Republic","EPG Public Sector","Developer Tools","VL Annuity Non-Recur w/o EA",4020.83,5471.4204
"FY18",2,"CEE","Czech Republic","EPG Public Sector","Windows Client","VL Annuity Non-Recur w/o EA",6207.2285,3268.9473
"FY18",8,"CEE","Czech Republic","EPG Public Sector","MDOP-Client","VL Annuity Non-Recur w/o EA",2110.5304,7012.3348
"FY18",8,"CEE","Czech Republic","EPG Public Sector","SharePoint Server","VL Annuity Non-Recur w/o EA",3807.0864,5026.394
"FY18",2,"CEE","Czech Republic","EPG Public Sector","SharePoint for Internet Sites","VL Annuity Non-Recur w/o EA",1567.1879,7070.9929
"FY18",9,"CEE","Czech Republic","EPG Public Sector","SQL Server Premium","VL Annuity Non-Recur w/o EA",6030.9827,2515.9701
"FY18",6,"CEE","Czech Republic","EPG Public Sector","SharePoint CAL","VL Annuity Non-Recur w/o EA",1741.9284,6726.8314
"FY18",7,"CEE","Czech Republic","EPG Public Sector","Developer Tools","VL Annuity Non-Recur w/o EA",6550.2182,1808.0584
"FY18",7,"CEE","Czech Republic","EPG Public Sector","Visio","VL Annuity Non-Recur w/o EA",7941.7553,202.2707
"FY18",7,"CEE","Czech Republic","EPG Public Sector","Windows Server & Solutions & CAL","VL Annuity Non-Recur w/o EA",3985.2702,3860.2194
"FY18",5,"CEE","Czech Republic","EPG Public Sector","S&T CAL Suites - ECAL","VL Annuity Non-Recur w/o EA",1945.4685,5601.9068
"FY18",4,"CEE","Czech Republic","EPG Public Sector","Developer Tools","VL Annuity Non-Recur w/o EA",7347.7128,42.2909
"FY18",9,"CEE","Czech Republic","EPG Public Sector","Developer Tools","VL Annuity Non-Recur w/o EA",4187.3954,3009.118
"FY18",6,"CEE","Czech Republic","EPG Public Sector","Identity & Direct Access","VL Annuity Non-Recur w/o EA",6612.3766,196.5557
"FY18",8,"CEE","Czech Republic","EPG Public Sector","Exchange Server & CAL","VL Annuity Non-Recur w/o EA",5835.1403,928.8689
"FY18",9,"CEE","Czech Republic","EPG Public Sector","Forefront Protection","VL Annuity Non-Recur w/o EA",5653.4967,1013.4595
"FY18",8,"CEE","Czech Republic","EPG Public Sector","Other Server","VL Annuity Non-Recur w/o EA",1214.0308,4947.9827
"FY18",7,"CEE","Czech Republic","EPG Public Sector","Exchange Server & CAL","VL Annuity Non-Recur w/o EA",1789.7778,4349.2697
"FY18",2,"CEE","Czech Republic","EPG Public Sector","Exchange Server & CAL","VL Annuity Non-Recur w/o EA",5262.5748,749.277
"FY18",5,"CEE","Czech Republic","EPG Public Sector","Lync Server & CAL","VL Annuity Non-Recur w/o EA",1593.4773,4379.7629
"FY18",2,"CEE","Czech Republic","EPG Public Sector","SQL Server Standard & CAL","VL Annuity Non-Recur w/o EA",5746.5136,87.6116
"FY18",4,"CEE","Czech Republic","EPG Public Sector","SharePoint CAL","VL Annuity Non-Recur w/o EA",5206.4925,174.3842
"FY18",5,"CEE","Czech Republic","EPG Public Sector","Windows Server Premium","VL Annuity Non-Recur w/o EA",2589.4924,2666.322
"FY18",5,"CEE","Czech Republic","EPG Public Sector","Developer Tools","VL Annuity Non-Recur w/o EA",3857.2761,1330.5603
"FY18",5,"CEE","Czech Republic","EPG Public Sector","Windows Server Other","VL Annuity Non-Recur w/o EA",1410.0865,3693.2009
"FY18",5,"CEE","Czech Republic","EPG Public Sector","Project","VL Annuity Non-Recur w/o EA",1009.3796,3991.681
"FY18",2,"CEE","Czech Republic","EPG Public Sector","Windows Server Premium","VL Annuity Non-Recur w/o EA",3813.8699,1078.6102
"FY18",3,"CEE","Czech Republic","EPG Public Sector","Other Server","VL Annuity Non-Recur w/o EA",76.588,4706.8569
"FY18",5,"CEE","Czech Republic","EPG Public Sector","Visio","VL Annuity Non-Recur w/o EA",872.8095,3796.1516
"FY18",6,"CEE","Czech Republic","EPG Public Sector","Forefront Protection","VL Annuity Non-Recur w/o EA",4276.4202,235.4112
"FY18",11,"CEE","Czech Republic","EPG Public Sector","Identity & Direct Access","VL Annuity Non-Recur w/o EA",67.8892,4250
"FY18",10,"CEE","Czech Republic","EPG Public Sector","Lync Server & CAL","VL Annuity Non-Recur w/o EA",59.4113,4248.7409
"FY18",2,"CEE","Czech Republic","EPG Public Sector","Developer Tools","VL Annuity Non-Recur w/o EA",3636.0734,446.95
"FY18",9,"CEE","Czech Republic","EPG Public Sector","Biztalk Server","VL Annuity Non-Recur w/o EA",279.4443,3799.238
"FY18",3,"CEE","Czech Republic","EPG Public Sector","Visio","VL Annuity Non-Recur w/o EA",1230.5393,2500.8685
"FY18",2,"CEE","Czech Republic","EPG Public Sector","SharePoint CAL","VL Annuity Non-Recur w/o EA",2655.9805,1046.6433
"FY18",4,"CEE","Czech Republic","EPG Public Sector","System Center Server","VL Annuity Non-Recur w/o EA",3473.308,153.7162
"FY18",3,"CEE","Czech Republic","EPG Public Sector","SQL Server Standard & CAL","VL Annuity Non-Recur w/o EA",2090.3565,1355.0868
"FY18",5,"CEE","Czech Republic","EPG Public Sector","SharePoint Server","VL Annuity Non-Recur w/o EA",527.429,2884.8983
"FY18",9,"CEE","Czech Republic","EPG Public Sector","System Center Server","VL Annuity Non-Recur w/o EA",2805.8928,226.4664
"FY18",6,"CEE","Czech Republic","EPG Public Sector","System Center Server","VL Annuity Non-Recur w/o EA",2402.4265,221.8419
"FY18",6,"CEE","Czech Republic","EPG Public Sector","MDOP-Client","VL Annuity Non-Recur w/o EA",551.3208,1960.5928
"FY18",3,"CEE","Czech Republic","EPG Public Sector","Windows Server Premium","VL Annuity Non-Recur w/o EA",2080.6143,422.8536
"FY18",2,"CEE","Czech Republic","EPG Public Sector","Visio","VL Annuity Non-Recur w/o EA",242.5196,2245.7164
"FY18",3,"CEE","Czech Republic","EPG Public Sector","Developer Tools","VL Annuity Non-Recur w/o EA",1090.6294,1342.4731
"FY18",8,"CEE","Czech Republic","EPG Public Sector","Dynamics CRM","VL Annuity Non-Recur w/o EA",1738.5419,343.8096
"FY18",6,"CEE","Czech Republic","EPG Public Sector","Other Server","VL Annuity Non-Recur w/o EA",461.2336,1568.954
"FY18",3,"CEE","Czech Republic","EPG Public Sector","Project","VL Annuity Non-Recur w/o EA",1367.8057,443.9206
"FY18",5,"CEE","Czech Republic","EPG Public Sector","SharePoint CAL","VL Annuity Non-Recur w/o EA",1464.6023,261.5729
"FY18",2,"CEE","Czech Republic","EPG Public Sector","Windows Server Other","VL Annuity Non-Recur w/o EA",1282.2958,414.0745
"FY18",2,"CEE","Czech Republic","EPG Public Sector","Other Server","VL Annuity Non-Recur w/o EA",857.2088,784.476
"FY18",10,"CEE","Czech Republic","EPG Public Sector","MDOP-Client","VL Annuity Non-Recur w/o EA",203.166,1239.2161
"FY18",4,"CEE","Czech Republic","EPG Public Sector","Visio","VL Annuity Non-Recur w/o EA",282.1639,777.1125
"FY18",3,"CEE","Czech Republic","EPG Public Sector","SharePoint CAL","VL Annuity Non-Recur w/o EA",166.4239,837.3118
"FY18",5,"CEE","Czech Republic","EPG Public Sector","Other Server","VL Annuity Non-Recur w/o EA",312.3177,392.2395
"FY18",5,"CEE","Czech Republic","EPG Public Sector","MDOP-Client","VL Annuity Non-Recur w/o EA",143.8301,476.7836
"FY18",4,"CEE","Czech Republic","EPG Public Sector","Project","VL Annuity Non-Recur w/o EA",393.322,212.3559
"FY18",4,"CEE","Czech Republic","EPG Public Sector","Other IW Apps","VL Annuity Non-Recur w/o EA",23.3479,418.5988
"FY18",2,"CEE","Czech Republic","EPG Public Sector","Project","VL Annuity Non-Recur w/o EA",226.8496,130.344
"FY18",5,"CEE","Czech Republic","EPG Public Sector","Exchange Server & CAL","VL Annuity Non-Recur w/o EA",3251.7385,-5406.907
"FY18",4,"CEE","Czech Republic","EPG Public Sector","Other Server","VL Annuity Non-Recur w/o EA",563.7909,-3720.4946
"FY18",5,"CEE","Czech Republic","EPG Public Sector","Windows Server & Solutions & CAL","VL Annuity Non-Recur w/o EA",5401.7035,-42128.1464
"FY18",6,"WE","Denmark","EPG Public Sector","Windows Client","VL Annuity Non-Recur w/o EA",707107.0515,2049118.9409
"FY18",6,"WE","Denmark","EPG Public Sector","Windows Server & Solutions & CAL","VL Annuity Non-Recur w/o EA",153389.203,1378181.76
"FY18",6,"WE","Denmark","EPG Public Sector","System Center Client","VL Annuity Non-Recur w/o EA",443742.5549,703122.0877
"FY18",2,"WE","Denmark","EPG Public Sector","Office","VL Annuity Non-Recur w/o EA",831839.9774,229516.3158
"FY18",2,"WE","Denmark","EPG Public Sector","IW CAL Suites - Core CAL","VL Annuity Non-Recur w/o EA",359020.1276,658904.8807
"FY18",6,"WE","Denmark","EPG Public Sector","SQL Server Premium","VL Annuity Non-Recur w/o EA",237007.9757,521354.41
"FY18",5,"WE","Denmark","EPG Public Sector","Office","VL Annuity Non-Recur w/o EA",48188.4665,615708.7379
"FY18",6,"WE","Denmark","EPG Public Sector","Windows Server Premium","VL Annuity Non-Recur w/o EA",71488.2191,584074.89
"FY18",6,"WE","Denmark","EPG Public Sector","Office","VL Annuity Non-Recur w/o EA",29314.3306,618255.4555
"FY18",2,"WE","Denmark","EPG Public Sector","Windows Client","VL Annuity Non-Recur w/o EA",330402.9246,276432.7853
"FY18",6,"WE","Denmark","EPG Commercial","SQL Server Premium","VL Annuity Non-Recur w/o EA",546353.292,44468.82
"FY18",1,"WE","Denmark","EPG Public Sector","Windows Client","VL Annuity Non-Recur w/o EA",212296.1918,364905.3875
"FY18",1,"WE","Denmark","EPG Public Sector","Office","VL Annuity Non-Recur w/o EA",21724.6519,469685.1889
"FY18",6,"WE","Denmark","EPG Public Sector","IW CAL Suites - Core CAL","VL Annuity Non-Recur w/o EA",296435.7222,169935.4234
"FY18",1,"WE","Denmark","EPG Public Sector","SQL Server Premium","VL Annuity Non-Recur w/o EA",363660.1069,76852.04
"FY18",5,"WE","Denmark","EPG Public Sector","IW CAL Suites - Core CAL","VL Annuity Non-Recur w/o EA",395402.1584,26035.2482
"FY18",2,"WE","Denmark","EPG Public Sector","S&T CAL Suites - Core CAL","VL Annuity Non-Recur w/o EA",37564.3347,370636.0044
"FY18",3,"WE","Denmark","EPG Public Sector","Project","VL Annuity Non-Recur w/o EA",357596.3897,21009.9
"FY18",6,"WE","Denmark","EPG Public Sector","System Center Server","VL Annuity Non-Recur w/o EA",238552.0066,134522.466
"FY18",6,"WE","Denmark","EPG Public Sector","Developer Tools","VL Annuity Non-Recur w/o EA",230989.7751,127032.74
"FY18",5,"WE","Denmark","EPG Public Sector","Windows Client","VL Annuity Non-Recur w/o EA",87100.4511,264419.3592
"FY18",2,"WE","Denmark","EPG Public Sector","SQL Server Premium","VL Annuity Non-Recur w/o EA",48426.9794,289325.4
"FY18",2,"WE","Denmark","EPG Commercial","Office","VL Annuity Non-Recur w/o EA",433.0613,329161.08
"FY18",6,"WE","Denmark","EPG Public Sector","SharePoint for Internet Sites","VL Annuity Non-Recur w/o EA",325656.2484,3448.32
"FY18",9,"WE","Denmark","EPG Commercial","System Center Client","VL Annuity Non-Recur w/o EA",5634.4451,293876.4498
"FY18",7,"WE","Denmark","EPG Public Sector","SQL Server Premium","VL Annuity Non-Recur w/o EA",6559.3847,276516.832
"FY18",6,"WE","Denmark","EPG Public Sector","IW CAL Suites - ECAL","VL Annuity Non-Recur w/o EA",254148.6686,26508.465
"FY18",3,"WE","Denmark","EPG Public Sector","IW CAL Suites - Core CAL","VL Annuity Non-Recur w/o EA",106391.1311,172574.1264
"FY18",3,"WE","Denmark","EPG Public Sector","Windows Client","VL Annuity Non-Recur w/o EA",116384.2329,159640.6624
"FY18",6,"WE","Denmark","EPG Public Sector","Project","VL Annuity Non-Recur w/o EA",159088.3183,114899.8
"FY18",9,"WE","Denmark","EPG Commercial","Project","VL Annuity Non-Recur w/o EA",248291.0495,23933.264
"FY18",3,"WE","Denmark","EPG Public Sector","Office","VL Annuity Non-Recur w/o EA",-13387.226,260728.4992
"FY18",6,"WE","Denmark","EPG Commercial","Developer Tools","VL Annuity Non-Recur w/o EA",226695.5098,11103.1447
"FY18",6,"WE","Denmark","EPG Commercial","IW CAL Suites - Core CAL","VL Annuity Non-Recur w/o EA",261767.2341,-40396.8
"FY18",9,"WE","Denmark","EPG Commercial","Biztalk Server","VL Annuity Non-Recur w/o EA",193764.3816,10949.76
"FY18",2,"WE","Denmark","EPG Public Sector","SharePoint for Internet Sites","VL Annuity Non-Recur w/o EA",22130.3514,166225.92
"FY18",2,"WE","Denmark","EPG Public Sector","Developer Tools","VL Annuity Non-Recur w/o EA",88427.8534,81057.5
"FY18",6,"WE","Denmark","EPG Public Sector","SQL Server Standard & CAL","VL Annuity Non-Recur w/o EA",56871.2938,110836.73
"FY18",2,"WE","Denmark","EPG Public Sector","Exchange Server & CAL","VL Annuity Non-Recur w/o EA",41804.825,125207.04
"FY18",3,"WE","Denmark","EPG Public Sector","SQL Server Premium","VL Annuity Non-Recur w/o EA",15525.4547,145746.16
"FY18",6,"WE","Denmark","EPG Public Sector","Identity & Direct Access","VL Annuity Non-Recur w/o EA",29956.9509,129798.37
"FY18",2,"WE","Denmark","EPG Public Sector","Project","VL Annuity Non-Recur w/o EA",52800.2453,99868.08
"FY18",2,"WE","Denmark","EPG Public Sector","Biztalk Server","VL Annuity Non-Recur w/o EA",151401.0102,840.96
"FY18",6,"WE","Denmark","EPG Commercial","S&T CAL Suites - Core CAL","VL Annuity Non-Recur w/o EA",167249.4635,-22723.2
"FY18",7,"WE","Denmark","EPG Public Sector","Windows Client","VL Annuity Non-Recur w/o EA",59859.9374,83911.8363
"FY18",3,"WE","Denmark","EPG Public Sector","Windows Server Premium","VL Annuity Non-Recur w/o EA",11714.8213,131424.89
"FY18",4,"WE","Denmark","EPG Commercial","Identity & Direct Access","VL Annuity Non-Recur w/o EA",1549.7712,140625.36
"FY18",6,"WE","Denmark","EPG Commercial","Project","VL Annuity Non-Recur w/o EA",131057.3541,10351.5235
"FY18",1,"WE","Denmark","EPG Public Sector","IW CAL Suites - Core CAL","VL Annuity Non-Recur w/o EA",77702.1269,63150.0913
"FY18",4,"WE","Denmark","EPG Public Sector","Office","VL Annuity Non-Recur w/o EA",8734.5229,124983.1671
"FY18",8,"WE","Denmark","EPG Public Sector","Windows Client","VL Annuity Non-Recur w/o EA",12000,113647.4713
"FY18",3,"WE","Denmark","EPG Public Sector","Developer Tools","VL Annuity Non-Recur w/o EA",84906.8493,30458.4
"FY18",6,"WE","Denmark","EPG Commercial","Visio","VL Annuity Non-Recur w/o EA",77829.9961,34431.6876
"FY18",6,"WE","Denmark","EPG Public Sector","Office for Mac","VL Annuity Non-Recur w/o EA",61804.2228,47895.2236
"FY18",7,"WE","Denmark","EPG Public Sector","Office for Mac","VL Annuity Non-Recur w/o EA",106125.2352,1860.8004
"FY18",1,"WE","Denmark","EPG Public Sector","Windows Server & Solutions & CAL","VL Annuity Non-Recur w/o EA",32405.0146,75336.32
"FY18",2,"WE","Denmark","EPG Public Sector","SharePoint CAL","VL Annuity Non-Recur w/o EA",10163.1599,96399
"FY18",6,"WE","Denmark","EPG Commercial","Windows Server Other","VL Annuity Non-Recur w/o EA",89236.1473,15889.9974
"FY18",6,"WE","Denmark","EPG Public Sector","Visio","VL Annuity Non-Recur w/o EA",62175.7837,34720.8
"FY18",6,"WE","Denmark","EPG Public Sector","S&T CAL Suites - Core CAL","VL Annuity Non-Recur w/o EA",-735.1045,95603.7858
"FY18",5,"WE","Denmark","EPG Public Sector","SQL Server Premium","VL Annuity Non-Recur w/o EA",21405.4366,71439.84
"FY18",6,"WE","Denmark","EPG Commercial","SharePoint for Internet Sites","VL Annuity Non-Recur w/o EA",83332.286,9415.776
"FY18",4,"WE","Denmark","EPG Commercial","SQL Server Premium","VL Annuity Non-Recur w/o EA",98674.2832,-6264.32
"FY18",4,"WE","Denmark","EPG Commercial","IW CAL Suites - ECAL","VL Annuity Non-Recur w/o EA",4340.7784,85519.0404
"FY18",9,"WE","Denmark","EPG Commercial","Developer Tools","VL Annuity Non-Recur w/o EA",88593.9732,69.6
"FY18",1,"WE","Denmark","EPG Public Sector","Exchange Server & CAL","VL Annuity Non-Recur w/o EA",846.036,86778.45
"FY18",9,"WE","Denmark","EPG Public Sector","Office for Mac","VL Annuity Non-Recur w/o EA",39372.588,48049.7926
"FY18",9,"WE","Denmark","EPG Commercial","Windows Server Other","VL Annuity Non-Recur w/o EA",29440.5376,57822.06
"FY18",1,"WE","Denmark","EPG Public Sector","System Center Server","VL Annuity Non-Recur w/o EA",75650.0505,9813.42
"FY18",1,"WE","Denmark","EPG Public Sector","Developer Tools","VL Annuity Non-Recur w/o EA",58531.9575,26250
"FY18",2,"WE","Denmark","EPG Public Sector","Windows Server & Solutions & CAL","VL Annuity Non-Recur w/o EA",58446.964,21023.97
"FY18",2,"WE","Denmark","EPG Public Sector","System Center Server","VL Annuity Non-Recur w/o EA",57340.6777,18881.04
"FY18",4,"WE","Denmark","EPG Public Sector","Windows Server & Solutions & CAL","VL Annuity Non-Recur w/o EA",2275.5639,72641.44
"FY18",5,"WE","Denmark","EPG Public Sector","Developer Tools","VL Annuity Non-Recur w/o EA",72196.991,1830.48
"FY18",4,"WE","Denmark","EPG Public Sector","Identity & Direct Access","VL Annuity Non-Recur w/o EA",72970.5383,679.12
"FY18",1,"WE","Denmark","EPG Public Sector","Windows Server Premium","VL Annuity Non-Recur w/o EA",19737.8149,50070.08
"FY18",3,"WE","Denmark","EPG Public Sector","Office for Mac","VL Annuity Non-Recur w/o EA",36952.0776,32563.5504
"FY18",2,"WE","Denmark","EPG Public Sector","SQL Server Standard & CAL","VL Annuity Non-Recur w/o EA",45112.6825,24215.4
"FY18",5,"WE","Denmark","EPG Public Sector","Exchange Server & CAL","VL Annuity Non-Recur w/o EA",10860.489,54822.48
"FY18",2,"WE","Denmark","EPG Public Sector","System Center Client","VL Annuity Non-Recur w/o EA",33609.1707,31740.5579
"FY18",2,"WE","Denmark","EPG Public Sector","Windows Server Premium","VL Annuity Non-Recur w/o EA",33657.6198,30783.68
"FY18",7,"WE","Denmark","EPG Public Sector","Project","VL Annuity Non-Recur w/o EA",691.7016,63245.166
"FY18",2,"WE","Denmark","EPG Public Sector","Office for Mac","VL Annuity Non-Recur w/o EA",45431.7228,17865.1378
"FY18",5,"WE","Denmark","EPG Public Sector","Windows Server & Solutions & CAL","VL Annuity Non-Recur w/o EA",22718.7752,38432.67
"FY18",3,"WE","Denmark","EPG Public Sector","Windows Server & Solutions & CAL","VL Annuity Non-Recur w/o EA",42584.7989,18083.77
"FY18",5,"WE","Denmark","EPG Public Sector","Windows Server Premium","VL Annuity Non-Recur w/o EA",13368.4624,46845.34
"FY18",1,"WE","Denmark","EPG Public Sector","Office for Mac","VL Annuity Non-Recur w/o EA",22571.7834,37558.097
"FY18",1,"WE","Denmark","EPG Public Sector","IW CAL Suites - ECAL","VL Annuity Non-Recur w/o EA",17522.3325,42373.044
"FY18",3,"WE","Denmark","EPG Public Sector","S&T CAL Suites - Core CAL","VL Annuity Non-Recur w/o EA",-37718.5469,97073.4816
"FY18",5,"WE","Denmark","EPG Public Sector","IW CAL Suites - ECAL","VL Annuity Non-Recur w/o EA",14333.7615,42373.044
"FY18",2,"WE","Denmark","EPG Public Sector","IW CAL Suites - ECAL","VL Annuity Non-Recur w/o EA",26668.5871,29908.4885
