Fiscal Year,Area,Subsidiary,Rev Sum Division,Std Rptg Mid Reported Subsegment,Forecast Planning Level,Period,Sales
"FY18","CEE","Bulgaria","SharePoint Server","EPG Commercial","EA Subscription Non Recurring",8,59599.3148
"FY18","CEE","Bulgaria","SharePoint Server","EPG Commercial","EA Subscription Non Recurring",9,16241.76
"FY18","CEE","Bulgaria","SharePoint Server","EPG Commercial","EA Subscription Non Recurring",10,3569.7405
"FY18","CEE","Bulgaria","SQL Server Premium","EPG Commercial","EA Subscription Non Recurring",7,247832.1375
"FY18","CEE","Bulgaria","SQL Server Premium","EPG Commercial","EA Subscription Non Recurring",8,227875.1234
"FY18","CEE","Bulgaria","SQL Server Premium","EPG Commercial","EA Subscription Non Recurring",9,123708.48
"FY18","CEE","Bulgaria","SQL Server Premium","EPG Commercial","EA Subscription Non Recurring",10,11948.8376
"FY18","CEE","Bulgaria","SQL Server Standard & CAL","EPG Commercial","EA Subscription Non Recurring",8,173436.5189
"FY18","CEE","Bulgaria","SQL Server Standard & CAL","EPG Commercial","EA Subscription Non Recurring",9,117605.76
"FY18","CEE","Bulgaria","System Center Client","EPG Commercial","EA Subscription Non Recurring",1,831.3884
"FY18","CEE","Bulgaria","System Center Client","EPG Commercial","EA Subscription Non Recurring",5,2366.9475
"FY18","CEE","Bulgaria","System Center Client","EPG Commercial","EA Subscription Non Recurring",6,6.7694
"FY18","CEE","Bulgaria","System Center Client","EPG Commercial","EA Subscription Non Recurring",8,13667.6339
"FY18","CEE","Bulgaria","System Center Server","EPG Commercial","EA Subscription Non Recurring",1,5750.2632
"FY18","CEE","Bulgaria","System Center Server","EPG Commercial","EA Subscription Non Recurring",6,414.019
"FY18","CEE","Bulgaria","System Center Server","EPG Commercial","EA Subscription Non Recurring",7,9471.2916
"FY18","CEE","Bulgaria","System Center Server","EPG Commercial","EA Subscription Non Recurring",8,232379.9396
"FY18","CEE","Bulgaria","System Center Server","EPG Commercial","EA Subscription Non Recurring",9,1182
"FY18","CEE","Bulgaria","System Center Server","EPG Commercial","EA Subscription Non Recurring",10,2184.4915
"FY18","CEE","Bulgaria","Visio","EPG Commercial","EA Subscription Non Recurring",7,78927.4326
"FY18","CEE","Bulgaria","Visio","EPG Commercial","EA Subscription Non Recurring",8,-52052.7722
"FY18","CEE","Bulgaria","Windows Client","EPG Commercial","EA Subscription Non Recurring",1,3861.6949
"FY18","CEE","Bulgaria","Windows Client","EPG Commercial","EA Subscription Non Recurring",7,302555.1568
"FY18","CEE","Bulgaria","Windows Client","EPG Commercial","EA Subscription Non Recurring",8,-155767.3907
"FY18","CEE","Bulgaria","Windows Server & Solutions & CAL","EPG Commercial","EA Subscription Non Recurring",7,350174.7079
"FY18","CEE","Bulgaria","Windows Server & Solutions & CAL","EPG Commercial","EA Subscription Non Recurring",8,-148481.433
"FY18","CEE","Bulgaria","Windows Server & Solutions & CAL","EPG Commercial","EA Subscription Non Recurring",10,290.1601
"FY18","CEE","Bulgaria","Windows Server Other","EPG Commercial","EA Subscription Non Recurring",8,79097.1679
"FY18","CEE","Bulgaria","Windows Server Premium","EPG Commercial","EA Subscription Non Recurring",1,12959.7168
"FY18","CEE","Bulgaria","Windows Server Premium","EPG Commercial","EA Subscription Non Recurring",6,933.0996
"FY18","CEE","Bulgaria","Windows Server Premium","EPG Commercial","EA Subscription Non Recurring",7,98922.3816
"FY18","CEE","Bulgaria","Windows Server Premium","EPG Commercial","EA Subscription Non Recurring",8,175207.7636
"FY18","CEE","Bulgaria","Windows Server Premium","EPG Commercial","EA Subscription Non Recurring",10,4769.3949
"FY18","CEE","Czech Republic","Biztalk Server","EPG Commercial","EA Subscription Non Recurring",1,34757.7212
"FY18","CEE","Czech Republic","Biztalk Server","EPG Commercial","EA Subscription Non Recurring",2,-34757.7235
"FY18","CEE","Czech Republic","Developer Tools","EPG Commercial","EA Subscription Non Recurring",1,469873.9603
"FY18","CEE","Czech Republic","Developer Tools","EPG Commercial","EA Subscription Non Recurring",2,-469193.2198
"FY18","CEE","Czech Republic","Exchange Server & CAL","EPG Commercial","EA Subscription Non Recurring",1,7509.5203
"FY18","CEE","Czech Republic","Exchange Server & CAL","EPG Commercial","EA Subscription Non Recurring",2,-6963.3281
"FY18","CEE","Czech Republic","Exchange Server & CAL","EPG Commercial","EA Subscription Non Recurring",9,1262.2842
"FY18","CEE","Czech Republic","Identity & Direct Access","EPG Commercial","EA Subscription Non Recurring",1,20248.4364
"FY18","CEE","Czech Republic","Identity & Direct Access","EPG Commercial","EA Subscription Non Recurring",2,-20248.4332
"FY18","CEE","Czech Republic","IW CAL Suites - Core CAL","EPG Commercial","EA Subscription Non Recurring",1,131680.7303
"FY18","CEE","Czech Republic","IW CAL Suites - Core CAL","EPG Commercial","EA Subscription Non Recurring",2,-131680.7333
"FY18","CEE","Czech Republic","IW CAL Suites - Core CAL","EPG Commercial","EA Subscription Non Recurring",9,27104.5495
"FY18","CEE","Czech Republic","MDOP-Client","EPG Commercial","EA Subscription Non Recurring",1,6710.0436
"FY18","CEE","Czech Republic","MDOP-Client","EPG Commercial","EA Subscription Non Recurring",2,-6710.0436
"FY18","CEE","Czech Republic","Office","EPG Commercial","EA Subscription Non Recurring",1,608731.193
"FY18","CEE","Czech Republic","Office","EPG Commercial","EA Subscription Non Recurring",2,-608731.1981
"FY18","CEE","Czech Republic","Office","EPG Commercial","EA Subscription Non Recurring",9,81951.1892
"FY18","CEE","Czech Republic","Project","EPG Commercial","EA Subscription Non Recurring",1,156657.1707
"FY18","CEE","Czech Republic","Project","EPG Commercial","EA Subscription Non Recurring",2,-156657.1781
"FY18","CEE","Czech Republic","Project","EPG Commercial","EA Subscription Non Recurring",9,4127.7602
"FY18","CEE","Czech Republic","S&T CAL Suites - Core CAL","EPG Commercial","EA Subscription Non Recurring",1,74070.4108
"FY18","CEE","Czech Republic","S&T CAL Suites - Core CAL","EPG Commercial","EA Subscription Non Recurring",2,-74070.4126
"FY18","CEE","Czech Republic","S&T CAL Suites - Core CAL","EPG Commercial","EA Subscription Non Recurring",9,15246.3092
"FY18","CEE","Czech Republic","SharePoint for Internet Sites","EPG Commercial","EA Subscription Non Recurring",1,10165.2779
"FY18","CEE","Czech Republic","SharePoint for Internet Sites","EPG Commercial","EA Subscription Non Recurring",2,-10165.2751
"FY18","CEE","Czech Republic","SharePoint Server","EPG Commercial","EA Subscription Non Recurring",1,9677.8736
"FY18","CEE","Czech Republic","SharePoint Server","EPG Commercial","EA Subscription Non Recurring",2,-9677.8729
"FY18","CEE","Czech Republic","SharePoint Server","EPG Commercial","EA Subscription Non Recurring",9,1306.8383
"FY18","CEE","Czech Republic","SQL Server Premium","EPG Commercial","EA Subscription Non Recurring",1,722512.9558
"FY18","CEE","Czech Republic","SQL Server Premium","EPG Commercial","EA Subscription Non Recurring",2,-722512.9584
"FY18","CEE","Czech Republic","SQL Server Premium","EPG Commercial","EA Subscription Non Recurring",9,1823.6068
"FY18","CEE","Czech Republic","SQL Server Standard & CAL","EPG Commercial","EA Subscription Non Recurring",1,202016.7758
"FY18","CEE","Czech Republic","SQL Server Standard & CAL","EPG Commercial","EA Subscription Non Recurring",2,-202016.7728
"FY18","CEE","Czech Republic","SQL Server Standard & CAL","EPG Commercial","EA Subscription Non Recurring",9,3804.7293
"FY18","CEE","Czech Republic","System Center Client","EPG Commercial","EA Subscription Non Recurring",1,26775.9636
"FY18","CEE","Czech Republic","System Center Client","EPG Commercial","EA Subscription Non Recurring",2,-26775.9635
"FY18","CEE","Czech Republic","System Center Server","EPG Commercial","EA Subscription Non Recurring",1,7389.9844
"FY18","CEE","Czech Republic","System Center Server","EPG Commercial","EA Subscription Non Recurring",2,-7389.9804
"FY18","CEE","Czech Republic","Visio","EPG Commercial","EA Subscription Non Recurring",1,66111.3558
"FY18","CEE","Czech Republic","Visio","EPG Commercial","EA Subscription Non Recurring",2,-66111.3623
"FY18","CEE","Czech Republic","Visio","EPG Commercial","EA Subscription Non Recurring",9,1764
"FY18","CEE","Czech Republic","Windows Client","EPG Commercial","EA Subscription Non Recurring",1,304750.4051
"FY18","CEE","Czech Republic","Windows Client","EPG Commercial","EA Subscription Non Recurring",2,-304750.4038
"FY18","CEE","Czech Republic","Windows Client","EPG Commercial","EA Subscription Non Recurring",9,30219.1869
"FY18","CEE","Czech Republic","Windows Client","EPG Commercial","EA Subscription Non Recurring",12,203840.0055
"FY18","CEE","Czech Republic","Windows Server & Solutions & CAL","EPG Commercial","EA Subscription Non Recurring",1,112829.8736
"FY18","CEE","Czech Republic","Windows Server & Solutions & CAL","EPG Commercial","EA Subscription Non Recurring",2,-112829.8728
"FY18","CEE","Czech Republic","Windows Server & Solutions & CAL","EPG Commercial","EA Subscription Non Recurring",9,11836.3399
"FY18","CEE","Czech Republic","Windows Server Other","EPG Commercial","EA Subscription Non Recurring",1,37854.2268
"FY18","CEE","Czech Republic","Windows Server Other","EPG Commercial","EA Subscription Non Recurring",2,-37854.2312
"FY18","CEE","Czech Republic","Windows Server Other","EPG Commercial","EA Subscription Non Recurring",9,20660.1156
"FY18","CEE","Czech Republic","Windows Server Premium","EPG Commercial","EA Subscription Non Recurring",1,165641.6763
"FY18","CEE","Czech Republic","Windows Server Premium","EPG Commercial","EA Subscription Non Recurring",2,-165641.6774
"FY18","CEE","Czech Republic","Windows Server Premium","EPG Commercial","EA Subscription Non Recurring",9,15427.1372
"FY18","CEE","Estonia","Developer Tools","EPG Commercial","EA Subscription Non Recurring",12,4173.6
"FY18","CEE","Estonia","Exchange Server & CAL","EPG Commercial","EA Subscription Non Recurring",10,227.88
"FY18","CEE","Estonia","Identity & Direct Access","EPG Commercial","EA Subscription Non Recurring",10,844.08
"FY18","CEE","Estonia","IW CAL Suites - Core CAL","EPG Commercial","EA Subscription Non Recurring",10,20321.28
"FY18","CEE","Estonia","Office","EPG Commercial","EA Subscription Non Recurring",12,25470
"FY18","CEE","Estonia","S&T CAL Suites - Core CAL","EPG Commercial","EA Subscription Non Recurring",10,11430.72
"FY18","CEE","Estonia","SQL Server Standard & CAL","EPG Commercial","EA Subscription Non Recurring",10,17876.64
"FY18","CEE","Estonia","Windows Server & Solutions & CAL","EPG Commercial","EA Subscription Non Recurring",10,7242.84
"FY18","WE","Finland","Biztalk Server","EPG Commercial","EA Subscription Non Recurring",9,240
"FY18","WE","Finland","Dynamics CRM","EPG Commercial","EA Subscription Non Recurring",2,4528.8
"FY18","WE","Finland","Exchange Server & CAL","EPG Commercial","EA Subscription Non Recurring",2,592.488
"FY18","WE","Finland","Identity & Direct Access","EPG Commercial","EA Subscription Non Recurring",2,1097.304
"FY18","WE","Finland","IW CAL Suites - Core CAL","EPG Commercial","EA Subscription Non Recurring",2,57260.8511
"FY18","WE","Finland","IW CAL Suites - Core CAL","EPG Commercial","EA Subscription Non Recurring",6,59498.1504
"FY18","WE","Finland","IW CAL Suites - Core CAL","EPG Commercial","EA Subscription Non Recurring",11,6849.8892
"FY18","WE","Finland","Lync Server & CAL","EPG Commercial","EA Subscription Non Recurring",11,8244.67
"FY18","WE","Finland","MDOP-Client","EPG Commercial","EA Subscription Non Recurring",11,232.2834
"FY18","WE","Finland","Office","EPG Commercial","EA Subscription Non Recurring",2,169260.432
"FY18","WE","Finland","Office","EPG Commercial","EA Subscription Non Recurring",11,29109.558
"FY18","WE","Finland","Project","EPG Commercial","EA Subscription Non Recurring",2,9218.376
"FY18","WE","Finland","S&T CAL Suites - Core CAL","EPG Commercial","EA Subscription Non Recurring",2,32209.2289
"FY18","WE","Finland","S&T CAL Suites - Core CAL","EPG Commercial","EA Subscription Non Recurring",6,33467.7096
"FY18","WE","Finland","S&T CAL Suites - Core CAL","EPG Commercial","EA Subscription Non Recurring",11,3849.9738
"FY18","WE","Finland","SQL Azure","EPG Commercial","EA Subscription Non Recurring",9,2400
"FY18","WE","Finland","SQL Server Premium","EPG Commercial","EA Subscription Non Recurring",2,2766.6
"FY18","WE","Finland","SQL Server Premium","EPG Commercial","EA Subscription Non Recurring",11,11479.26
"FY18","WE","Finland","SQL Server Standard & CAL","EPG Commercial","EA Subscription Non Recurring",2,2428.8
"FY18","WE","Finland","SQL Server Standard & CAL","EPG Commercial","EA Subscription Non Recurring",11,1823
"FY18","WE","Finland","System Center Client","EPG Commercial","EA Subscription Non Recurring",11,924.1914
"FY18","WE","Finland","Visio","EPG Commercial","EA Subscription Non Recurring",2,5696.112
"FY18","WE","Finland","Windows Azure","EPG Commercial","EA Subscription Non Recurring",9,9360
"FY18","WE","Finland","Windows Client","EPG Commercial","EA Subscription Non Recurring",11,8456.1042
"FY18","WE","Finland","Windows Server & Solutions & CAL","EPG Commercial","EA Subscription Non Recurring",2,31728.312
"FY18","WE","Finland","Windows Server & Solutions & CAL","EPG Commercial","EA Subscription Non Recurring",6,565.344
"FY18","WE","Finland","Windows Server & Solutions & CAL","EPG Commercial","EA Subscription Non Recurring",10,217.44
"FY18","WE","Finland","Windows Server & Solutions & CAL","EPG Commercial","EA Subscription Non Recurring",11,3715
"FY18","WE","Finland","Windows Server Other","EPG Commercial","EA Subscription Non Recurring",2,13620
"FY18","WE","Finland","Windows Server Premium","EPG Commercial","EA Subscription Non Recurring",2,7591.2
"FY18","WE","Finland","Windows Server Premium","EPG Commercial","EA Subscription Non Recurring",11,3018
"FY18","WE","Italy","Developer Tools","EPG Commercial","EA Subscription Non Recurring",1,30919.08
"FY18","WE","Italy","Developer Tools","EPG Commercial","EA Subscription Non Recurring",2,-30919.08
"FY18","WE","Italy","Developer Tools","EPG Commercial","EA Subscription Non Recurring",6,7049.2
"FY18","WE","Italy","Exchange Server & CAL","EPG Commercial","EA Subscription Non Recurring",6,155.2
"FY18","WE","Italy","Identity & Direct Access","EPG Commercial","EA Subscription Non Recurring",6,276.864
"FY18","WE","Italy","IW CAL Suites - Core CAL","EPG Commercial","EA Subscription Non Recurring",1,67390.3104
"FY18","WE","Italy","IW CAL Suites - Core CAL","EPG Commercial","EA Subscription Non Recurring",2,-84553.6128
"FY18","WE","Italy","IW CAL Suites - Core CAL","EPG Commercial","EA Subscription Non Recurring",3,4746.24
"FY18","WE","Italy","IW CAL Suites - Core CAL","EPG Commercial","EA Subscription Non Recurring",6,17310.4048
"FY18","WE","Italy","IW CAL Suites - Core CAL","EPG Commercial","EA Subscription Non Recurring",12,6857.6
"FY18","WE","Italy","MDOP-Client","EPG Commercial","EA Subscription Non Recurring",1,3067.504
"FY18","WE","Italy","MDOP-Client","EPG Commercial","EA Subscription Non Recurring",2,-3067.504
"FY18","WE","Italy","MDOP-Client","EPG Commercial","EA Subscription Non Recurring",6,750.048
"FY18","WE","Italy","Office","EPG Commercial","EA Subscription Non Recurring",1,228792.768
"FY18","WE","Italy","Office","EPG Commercial","EA Subscription Non Recurring",2,-228792.768
"FY18","WE","Italy","Office","EPG Commercial","EA Subscription Non Recurring",6,55026.5965
"FY18","WE","Italy","Office 365","EPG Commercial","EA Subscription Non Recurring",2,-27046.04
"FY18","WE","Italy","Office 365","EPG Commercial","EA Subscription Non Recurring",3,3227
"FY18","WE","Italy","Office 365","EPG Commercial","EA Subscription Non Recurring",7,4842
"FY18","WE","Italy","Office 365","EPG Commercial","EA Subscription Non Recurring",9,3766
"FY18","WE","Italy","Office 365","EPG Commercial","EA Subscription Non Recurring",11,2690
"FY18","WE","Italy","Office 365","EPG Commercial","EA Subscription Non Recurring",12,285410
"FY18","WE","Italy","Project","EPG Commercial","EA Subscription Non Recurring",1,60275.88
"FY18","WE","Italy","Project","EPG Commercial","EA Subscription Non Recurring",2,-60275.88
"FY18","WE","Italy","Project","EPG Commercial","EA Subscription Non Recurring",6,18751.32
