Entitlement Agency ID,PIM Link,Project name,Project address,Status,Entered status date,Total project units,Market rate units,Affordable units,TBD units,Applicant,Entitlement agency,Supervisor district,Environmental review type,Under Entitlement Review Start Date,Under Entitlement Review End Date,Entitled Start Date,Entitled End Date,Filed for Permits Start Date,Filed For Permits End Date,Under Construction Start Date,Under Construction End Date,Completed Construction Start Date
2000.788,https://sfplanninggis.org/pim?search=2000.788,3126 22ND ST,"3126 - 0 22ND ST, SAN FRANCISCO, CA 94110",Completed,2001-08-27 00:00:00,2,2,,0,"Belmeur, John",Planning,,,2000-07-31 00:00:00,2000-09-28 00:00:00,2000-09-28 00:00:00,2000-09-28 00:00:00,2000-09-28 00:00:00,2001-03-29 00:00:00,2001-03-29 00:00:00,2001-08-27 00:00:00,2001-08-27 00:00:00
2017-015787PRJ,https://sfplanninggis.org/pim?search=2017-015787PRJ,3127-3137 OCTAVIA STREET,3127 OCTAVIA ST 94123,Under construction,2019-04-02 00:00:00,3,3,,0,"Wong, Lisa",Planning,2,,,,,,2017-11-20 00:00:00,2019-04-02 00:00:00,2019-04-02 00:00:00,,
2002.0391,https://sfplanninggis.org/pim?search=2002.0391,3129 MISSION ST.,"3129 - 0 MISSION ST, SAN FRANCISCO, CA 94110",Completed,2014-09-10 00:00:00,3,3,,0,Herzig & Berlese,Planning,,,2002-04-16 00:00:00,2006-05-30 00:00:00,2006-05-30 00:00:00,2006-05-30 00:00:00,2006-05-30 00:00:00,2003-02-13 00:00:00,2003-02-13 00:00:00,2014-09-10 00:00:00,2014-09-10 00:00:00
2017-011358PRJ,https://sfplanninggis.org/pim?search=2017-011358PRJ,313 CASTRO ST,313 CASTRO ST 94114,"Entitled, filed for permits",2017-08-18 00:00:00,1,1,,0,Cibotli Engineering,Planning,8,,,,,,2017-08-18 00:00:00,,,,
2019-006874PRJ,https://sfplanninggis.org/pim?search=2019-006874PRJ,313 SCOTT ST,313 SCOTT ST 94117,"Entitled, filed for permits",2019-05-07 00:00:00,1,1,,0,EE Weiss Architects,Planning,5,,,,,,2019-05-07 00:00:00,,,,
2004.0627,https://sfplanninggis.org/pim?search=2004.0627,3100 PACIFIC AV,"3130 - 0 PACIFIC AV, SAN FRANCISCO, CA 94129",Completed,2007-08-20 00:00:00,1,1,,0,"Reuben, Junius, & Rose, LLP",Planning,,,2004-07-06 00:00:00,2005-01-05 00:00:00,2005-01-05 00:00:00,2005-01-05 00:00:00,2005-01-05 00:00:00,2005-08-01 00:00:00,2005-08-01 00:00:00,2007-08-20 00:00:00,2007-08-20 00:00:00
2017-013205PRJ,https://sfplanninggis.org/pim?search=2017-013205PRJ,3130 BRODERICK ST,3130 BRODERICK ST 94123,Under construction,2020-02-07 00:00:00,1,1,,0,Rodgers Arch.,Planning,2,,2018-01-31 00:00:00,2018-10-02 00:00:00,2018-10-02 00:00:00,2018-10-02 00:00:00,2018-10-02 00:00:00,2020-02-07 00:00:00,2020-02-07 00:00:00,,
2015-012217PRJ,https://sfplanninggis.org/pim?search=2015-012217PRJ,3130 WEBSTER ST,3130 WEBSTER ST 94123,Completed,2020-01-07 00:00:00,1,1,,0,Occidental Express,Planning,2,,2016-12-29 00:00:00,2017-11-17 00:00:00,2017-11-17 00:00:00,2017-11-17 00:00:00,2017-11-17 00:00:00,2018-11-19 00:00:00,2018-11-19 00:00:00,2020-01-07 00:00:00,2020-01-07 00:00:00
2015-004500PRJ,https://sfplanninggis.org/pim?search=2015-004500PRJ,3134 BRODERICK ST,3134 BRODERICK ST 94123,Completed,2018-04-05 00:00:00,2,2,,0,",",Planning,2,,,,,,2015-03-19 00:00:00,2017-02-14 00:00:00,2017-02-14 00:00:00,2018-04-05 00:00:00,2018-04-05 00:00:00
2000.1110,https://sfplanninggis.org/pim?search=2000.1110,3136 FULTON ST,"3136 - 0 FULTON ST 0001, SAN FRANCISCO, CA 94118",Completed,2001-03-08 00:00:00,5,5,,0,Herzig & Berlese,Planning,,,,,,,1998-05-20 00:00:00,,,,2001-03-08 00:00:00
2001.0995,https://sfplanninggis.org/pim?search=2001.0995,3130 NORIEGA ST,"3136 - 3138 NORIEGA ST, SAN FRANCISCO, CA 94122","Entitled, not yet filed for permits",2002-04-25 00:00:00,9,9,,0,Kris Wen Architects,Planning,,,2001-10-18 00:00:00,2002-04-25 00:00:00,2002-04-25 00:00:00,,,,,,
2016-015971PRJ,https://sfplanninggis.org/pim?search=2016-015971PRJ,3138 ANZA ST,3138 ANZA ST 94121,Completed,2018-01-30 00:00:00,1,1,,0,"CHEU, CHEU GRACE G",Planning,1,,,,,,2016-12-02 00:00:00,2017-06-02 00:00:00,2017-06-02 00:00:00,2018-01-30 00:00:00,2018-01-30 00:00:00
2006.0410,https://sfplanninggis.org/pim?search=2006.0410,314 SURREY ST,"314 - 0 SURREY ST, SAN FRANCISCO, CA 94131",Completed,2009-05-20 00:00:00,1,1,,0,"Levy Art & Architecture, Inc.",Planning,,,,,,,2005-07-21 00:00:00,2007-05-31 00:00:00,2007-05-31 00:00:00,2009-05-20 00:00:00,2009-05-20 00:00:00
2018-017184PRJ,https://sfplanninggis.org/pim?search=2018-017184PRJ,314 PARK ST,314 PARK ST 94110,"Entitled, filed for permits",2019-04-29 00:00:00,1,1,,0,Dumican Mosey Architects,Planning,9,Categorical Exemption-Determination of Historic Resource,2019-01-17 00:00:00,2019-04-29 00:00:00,2019-04-29 00:00:00,2019-04-29 00:00:00,2019-04-29 00:00:00,,,,
2017-005994PRJ,https://sfplanninggis.org/pim?search=2017-005994PRJ,3140 Octavia Street,3140 OCTAVIA ST 94123,Completed,2019-12-02 00:00:00,1,1,,0,", BERVEN SIGURD H & ALEXANDRA JULIA",Planning,2,,,,,,2017-05-03 00:00:00,2019-02-26 00:00:00,2019-02-26 00:00:00,2019-12-02 00:00:00,2019-12-02 00:00:00
2011.0536,https://sfplanninggis.org/pim?search=2011.0536,3143 24TH ST,"3143 - 0 24TH ST, SAN FRANCISCO, CA 94110","Entitled, filed for permits",2015-06-24 00:00:00,3,3,,0,Lam Engineering Inc.,Planning,,Categorical Exemption-Certificate,2011-05-23 00:00:00,2015-06-24 00:00:00,2015-06-24 00:00:00,2015-06-24 00:00:00,2015-06-24 00:00:00,,,,
2013.0507,https://sfplanninggis.org/pim?search=2013.0507,315 BAY ST,"315 - 0 BAY ST, SAN FRANCISCO, CA 94133","Entitled, not yet filed for permits",2014-10-16 00:00:00,1,1,,0,"Chu, Stephanie",Planning,,,2013-04-24 00:00:00,2014-10-16 00:00:00,2014-10-16 00:00:00,,,,,,
2018-012638PRJ,https://sfplanninggis.org/pim?search=2018-012638PRJ,315 Mount Vernon,315 MOUNT VERNON AVE 94112,Completed,2019-11-14 00:00:00,2,2,,0,home owner,Planning,11,,,,,,2018-11-19 00:00:00,2019-04-04 00:00:00,2019-04-04 00:00:00,2019-11-14 00:00:00,2019-11-14 00:00:00
2015-002330PRJ,https://sfplanninggis.org/pim?search=2015-002330PRJ,315 SOUTH VAN NESS AVE,315 SOUTH VAN NESS AVE 94103,"Entitled, filed for permits",2016-03-16 00:00:00,4,4,,0,Azevedo Design,Planning,9,Categorical Exemption-Stamp,2016-01-20 00:00:00,2016-03-16 00:00:00,2016-03-16 00:00:00,2016-03-16 00:00:00,2016-03-16 00:00:00,,,,
2003.0263,https://sfplanninggis.org/pim?search=2003.0263,3150 GEARY BL,"3150 - 0 GEARY BL 0101, SAN FRANCISCO, CA 94118",Under construction,2006-05-16 00:00:00,7,7,,0,A. R. Sanchez Corea & Associates,Planning,,,2003-03-10 00:00:00,2003-06-25 00:00:00,2003-06-25 00:00:00,2003-06-25 00:00:00,2003-06-25 00:00:00,2006-05-16 00:00:00,2006-05-16 00:00:00,,
2004.0635,https://sfplanninggis.org/pim?search=2004.0635,3150 18th ST,"3150 - 0 SITUS TO BE ASSIGNED ST, SAN FRANCISCO, CA 94110",Completed,2008-01-31 00:00:00,2,2,,0,"Wieland, Jeff",Planning,,,,,,,2004-05-21 00:00:00,2006-03-15 00:00:00,2006-03-15 00:00:00,2008-01-31 00:00:00,2008-01-31 00:00:00
2017-008430PRJ,https://sfplanninggis.org/pim?search=2017-008430PRJ,3155 BRODERICK ST,3155 BRODERICK ST 94123,"Entitled, filed for permits",2017-06-09 00:00:00,6,6,,0,", OLIVE GROVE CAPITAL LP",Planning,2,,,,,,2017-06-09 00:00:00,,,,
2007.1399,https://sfplanninggis.org/pim?search=2007.1399,3157 STEINER ST,"3157 - 0 STEINER ST, SAN FRANCISCO, CA 94123","Entitled, not yet filed for permits",2008-03-03 00:00:00,2,2,,0,Locus Architecture,Planning,,Categorical Exemption-Certificate,2007-12-10 00:00:00,2008-03-03 00:00:00,2008-03-03 00:00:00,,,,,,
2008.0716,https://sfplanninggis.org/pim?search=2008.0716,3157 STEINER ST,"3157 - 0 STEINER ST, SAN FRANCISCO, CA 94123",Completed,2010-05-06 00:00:00,1,1,,0,"Oltrani Construction Co., Inc.",Planning,,,,,,,2007-05-25 00:00:00,,,,2010-05-06 00:00:00
2009.0201,https://sfplanninggis.org/pim?search=2009.0201,3159 JACKSON ST,"3159 - 3161 JACKSON ST, SAN FRANCISCO, CA 94115","Entitled, not yet filed for permits",2009-07-09 00:00:00,2,2,,0,"Shatara Architecture, Inc.",Planning,,Categorical Exemption-Determination of Historic Resource Impact,2009-03-18 00:00:00,2009-07-09 00:00:00,2009-07-09 00:00:00,,,,,,
1999.765,https://sfplanninggis.org/pim?search=1999.765,316 BARTLETT ST,"316 - 0 BARTLETT ST 0001, SAN FRANCISCO, CA 94110",Completed,2001-03-22 00:00:00,3,3,,0,G.L. & A. Civil Engineers,Planning,,,,,,,2000-02-22 00:00:00,,,,2001-03-22 00:00:00
2011.1291,https://sfplanninggis.org/pim?search=2011.1291,3162 TURK BL,"3162 - 0 TURK BL, SAN FRANCISCO, CA 94118",Completed,2011-12-06 00:00:00,1,1,,0,Herzig & Berlese,Planning,,,,,,,2010-09-22 00:00:00,2011-05-27 00:00:00,2011-05-27 00:00:00,2011-12-06 00:00:00,2011-12-06 00:00:00
2001.0580,https://sfplanninggis.org/pim?search=2001.0580,3165 Folsom St.,"3165 - 0 FOLSOM ST, SAN FRANCISCO, CA 94110","Entitled, not yet filed for permits",2001-08-07 00:00:00,5,5,,0,"Rogers, Kathryn",Planning,,,2001-05-31 00:00:00,2001-08-07 00:00:00,2001-08-07 00:00:00,,,,,,
2018-001097PRJ,https://sfplanninggis.org/pim?search=2018-001097PRJ,3169 CALIFORNIA ST,3169 CALIFORNIA ST 94115,Completed,2019-06-19 00:00:00,2,2,,0,"Harris, Michael",Planning,2,,,,,,2018-01-05 00:00:00,2018-08-23 00:00:00,2018-08-23 00:00:00,2019-06-19 00:00:00,2019-06-19 00:00:00
2006.0056,https://sfplanninggis.org/pim?search=2006.0056,317 CORTLAND AV,"317 - 0 CORTLAND AV, SAN FRANCISCO, CA 94110",Completed,2011-01-04 00:00:00,2,2,,0,Marc Lindsell Architecture,Planning,,Categorical Exemption-Certificate,2006-01-12 00:00:00,2007-11-08 00:00:00,2007-11-08 00:00:00,2008-04-18 00:00:00,2008-04-18 00:00:00,2009-08-25 00:00:00,2009-08-25 00:00:00,2011-01-04 00:00:00,2011-01-04 00:00:00
2003.0276,https://sfplanninggis.org/pim?search=2003.0276,317 SAN JOSE AV,"317 - 0 SAN JOSE AV, SAN FRANCISCO, CA 94110","Entitled, not yet filed for permits",2003-06-25 00:00:00,1,1,,0,"Mendieta, Carmen",Planning,,,2003-03-13 00:00:00,2003-06-25 00:00:00,2003-06-25 00:00:00,,,,,,
2005.0134,https://sfplanninggis.org/pim?search=2005.0134,3175 MISSION ST,"3175 - 0 MISSION ST, SAN FRANCISCO, CA 94110",Completed,2005-09-29 00:00:00,7,7,,0,Herzig & Berlese,Planning,,,,,,,2002-10-25 00:00:00,2003-11-06 00:00:00,2003-11-06 00:00:00,2005-09-29 00:00:00,2005-09-29 00:00:00
2015-010245PRJ,https://sfplanninggis.org/pim?search=2015-010245PRJ,3178 Mission Street,3178 MISSION ST 94110,Under entitlement review,2015-08-10 00:00:00,7,7,,0,"Kerman/Morris Architects, LLP",Planning,9,Categorical Exemption-Certificate,2015-08-10 00:00:00,,,,,,,,
2016-000033PRJ,https://sfplanninggis.org/pim?search=2016-000033PRJ,3179 Cesar Chavez Street,3179 CESAR CHAVEZ ST 94110,"Entitled, not yet filed for permits",2016-12-29 00:00:00,2,2,,0,John Lum Architecture,Planning,9,Categorical Exemption-Determination of Historic Resource,2016-01-04 00:00:00,2016-12-29 00:00:00,2016-12-29 00:00:00,,,,,,
2000.1132,https://sfplanninggis.org/pim?search=2000.1132,318 05TH AV,"318 - 0 05TH AV 0001, SAN FRANCISCO, CA 94118",Completed,2002-01-25 00:00:00,3,3,,0,"Wholey, Jack",Planning,,,,,,,1999-06-30 00:00:00,2000-09-22 00:00:00,2000-09-22 00:00:00,2002-01-25 00:00:00,2002-01-25 00:00:00
2002.0582,https://sfplanninggis.org/pim?search=2002.0582,318 DUNCAN ST,"318 - 0 DUNCAN ST 0001, SAN FRANCISCO, CA 94131",Completed,2002-06-21 00:00:00,2,2,,0,1725 Washington Street Assc LLC,Planning,,,,,,,2001-02-01 00:00:00,2001-08-08 00:00:00,2001-08-08 00:00:00,2002-06-21 00:00:00,2002-06-21 00:00:00
2015-009507PRJ,https://sfplanninggis.org/pim?search=2015-009507PRJ,318 30th Avenue,318 30TH AVE 94121,Under construction,2019-05-29 00:00:00,2,2,,0,"LangLee, LLC",Planning,1,Categorical Exemption-Determination of Historic Resource,2015-07-27 00:00:00,2018-01-22 00:00:00,2018-01-22 00:00:00,2018-01-22 00:00:00,2018-01-22 00:00:00,2019-05-29 00:00:00,2019-05-29 00:00:00,,
2016-015539PRJ,https://sfplanninggis.org/pim?search=2016-015539PRJ,3180 SAN BRUNO AVE,3180 SAN BRUNO AVE 94134,"Entitled, not yet filed for permits",2017-08-15 00:00:00,3,3,,0,Syncopated Architects,Planning,9,,2017-03-07 00:00:00,2017-08-15 00:00:00,2017-08-15 00:00:00,2017-08-15 00:00:00,2017-08-15 00:00:00,,,,
2017-011263PRJ,https://sfplanninggis.org/pim?search=2017-011263PRJ,3180 SAN JOSE AVE,3180 SAN JOSE AVE 94112,"Entitled, filed for permits",2017-07-07 00:00:00,1,1,,0,"Aburto, Jorge",Planning,11,,,,,,2017-07-07 00:00:00,,,,
2017-007269PRJ,https://sfplanninggis.org/pim?search=2017-007269PRJ,319 CAPP ST,319 CAPP ST 94110,Completed,2019-09-25 00:00:00,1,1,,0,"CHING, LEUNG SHUK CHING",Planning,9,,,,,,2017-05-26 00:00:00,2018-06-20 00:00:00,2018-06-20 00:00:00,2019-09-25 00:00:00,2019-09-25 00:00:00
2020-002388PRJ,https://sfplanninggis.org/pim?search=2020-002388PRJ,319 Capp Street,319 CAPP ST 94110,"Entitled, filed for permits",2020-02-19 00:00:00,2,2,,0,"Wong, Kyle",Planning,9,,,,,,2020-02-19 00:00:00,,,,
2018-015800PRJ,https://sfplanninggis.org/pim?search=2018-015800PRJ,319 MULLEN,319 MULLEN AVE 94110,Under construction,2019-06-26 00:00:00,1,1,,0,", FREDERIC M TESTU REVOCABLE TRUST",Planning,9,,,,,,2018-10-09 00:00:00,2019-06-26 00:00:00,2019-06-26 00:00:00,,
2016-015477PRJ,https://sfplanninggis.org/pim?search=2016-015477PRJ,3190 SAN BRUNO AVE,3190 SAN BRUNO AVE 94134,Under construction,2018-11-09 00:00:00,3,3,,0,Syncopated Architects,Planning,9,,2017-03-07 00:00:00,2017-08-15 00:00:00,2017-08-15 00:00:00,2017-08-15 00:00:00,2017-08-15 00:00:00,2018-11-09 00:00:00,2018-11-09 00:00:00,,
2002.1008,https://sfplanninggis.org/pim?search=2002.1008,3196 PACIFIC AV,"3196 - 0 PACIFIC AV, SAN FRANCISCO, CA 94129","Entitled, not yet filed for permits",2003-01-06 00:00:00,1,1,,0,Dan Phipps Architects,Planning,,,2002-09-17 00:00:00,2003-01-06 00:00:00,2003-01-06 00:00:00,,,,,,
2014.0863,https://sfplanninggis.org/pim?search=2014.0863,3198 MARKET ST,3198 MARKET ST 94114,Completed,2019-12-12 00:00:00,2,2,,0,Sirkin Law APC,Planning,,Categorical Exemption-Certificate,2014-06-06 00:00:00,2015-11-03 00:00:00,2015-11-03 00:00:00,2015-11-03 00:00:00,2015-11-03 00:00:00,2017-05-01 00:00:00,2017-05-01 00:00:00,2019-12-12 00:00:00,2019-12-12 00:00:00
1995.010,https://sfplanninggis.org/pim?search=1995.010,32 DORADO TR,"32 - 0 DORADO TR 0001, SAN FRANCISCO, CA 94112",Completed,1995-05-30 00:00:00,6,6,,0,"",Planning,,,,,,,1994-04-22 00:00:00,,,,1995-05-30 00:00:00
1991.554,https://sfplanninggis.org/pim?search=1991.554,32A Elsie St,"32 - 0 ELSIE ST, SAN FRANCISCO, CA 94110",Completed,1993-04-20 00:00:00,2,2,,0,"",Planning,,,,,,,1991-08-01 00:00:00,,,,1993-04-20 00:00:00
1995.624,https://sfplanninggis.org/pim?search=1995.624,34-36 JENNINGS CT,"32 - 0 JENNINGS CT, SAN FRANCISCO, CA 94134",Completed,1996-04-30 00:00:00,4,4,,0,"",Planning,,,,,,,1994-03-16 00:00:00,,,,1996-04-30 00:00:00
2002.0703,https://sfplanninggis.org/pim?search=2002.0703,32 RIVOLI ST,"32 - 0 RIVOLI ST, SAN FRANCISCO, CA 94117",Under construction,2003-07-21 00:00:00,1,1,,0,"Opotow, Carol",Planning,,,,,,,2002-04-12 00:00:00,2003-07-21 00:00:00,2003-07-21 00:00:00,,
2003.0510,https://sfplanninggis.org/pim?search=2003.0510,32 URANUS TR,"32 - 0 URANUS TR 0001, SAN FRANCISCO, CA 94114",Under construction,2002-11-01 00:00:00,2,2,,0,1725 Washington Street Assc LLC,Planning,,,,,,,2000-02-18 00:00:00,2002-11-01 00:00:00,2002-11-01 00:00:00,,
2015-013502PRJ,https://sfplanninggis.org/pim?search=2015-013502PRJ,32 HERON ST,32 HERON ST 94103,Completed,2020-01-31 00:00:00,1,1,,0,Gary Bell + Associates,Planning,6,,2015-10-08 00:00:00,2016-07-08 00:00:00,2016-07-08 00:00:00,2016-07-08 00:00:00,2016-07-08 00:00:00,2016-10-07 00:00:00,2016-10-07 00:00:00,2020-01-31 00:00:00,2020-01-31 00:00:00
2005.0857,https://sfplanninggis.org/pim?search=2005.0857,324 CORTLAND AV,"320 - 0 CORTLAND AV, SAN FRANCISCO, CA 94134","Entitled, not yet filed for permits",2006-05-25 00:00:00,2,2,,0,Levy Art and Architecture,Planning,,Categorical Exemption-Certificate,2005-09-01 00:00:00,2006-05-25 00:00:00,2006-05-25 00:00:00,,,,,,
2002.0634,https://sfplanninggis.org/pim?search=2002.0634,320 SAN CARLOS ST,"320 - 0 SAN CARLOS ST, SAN FRANCISCO, CA 94110","Entitled, not yet filed for permits",2002-07-09 00:00:00,2,2,,0,Consulting Design,Planning,,,2002-06-13 00:00:00,2002-07-09 00:00:00,2002-07-09 00:00:00,,,,,,
2018-003208PRJ,https://sfplanninggis.org/pim?search=2018-003208PRJ,320 - 322 21ST AVE,320 21ST AVE 94121,"Entitled, filed for permits",2018-03-01 00:00:00,2,2,,0,"",Planning,1,,,,,,2018-03-01 00:00:00,,,,
2017-004148PRJ,https://sfplanninggis.org/pim?search=2017-004148PRJ,320 CAPP ST,320 CAPP ST 94110,Completed,2018-08-10 00:00:00,4,4,,0,"LLC, DOLMEN PROPERTY GROUP LLC",Planning,9,,,,,,2017-03-15 00:00:00,2018-02-28 00:00:00,2018-02-28 00:00:00,2018-08-10 00:00:00,2018-08-10 00:00:00
2014-003134PRJ,https://sfplanninggis.org/pim?search=2014-003134PRJ,320 COLERIDGE ST,320 COLERIDGE ST 94110,Completed,2016-10-17 00:00:00,2,2,,0,",",Planning,9,,,,,,2014-12-05 00:00:00,2015-06-29 00:00:00,2015-06-29 00:00:00,2016-10-17 00:00:00,2016-10-17 00:00:00
2018-014788PRJ,https://sfplanninggis.org/pim?search=2018-014788PRJ,310-320 WOODSIDE AVE,320 WOODSIDE AVE 94127,Under entitlement review,2018-10-29 00:00:00,1,1,,0,Ewald Tajbaksh Architecture,Planning,7,Categorical Exemption-Determination of Historic Resource,2018-10-29 00:00:00,,,,,,,,
2019-013338PRJ,https://sfplanninggis.org/pim?search=2019-013338PRJ,320 Woodside Ave,320 WOODSIDE AVE 94127,"Entitled, filed for permits",2019-09-05 00:00:00,2,2,,0,Ewald Tajbaksh Architecture,Planning,7,,,,,,2019-09-05 00:00:00,,,,
2017-014718PRJ,https://sfplanninggis.org/pim?search=2017-014718PRJ,3201 Balboa Street,3201 BALBOA ST 94121,"Entitled, filed for permits",2008-06-13 00:00:00,3,3,,0,Shatara Architecture Inc.,Planning,1,Categorical Exemption-Determination of Historic Resource,,,,,2008-06-13 00:00:00,,,,
2006.0434,https://sfplanninggis.org/pim?search=2006.0434,3209-3239 San Bruno Ave,"3209 - 0 SAN BRUNO AV, SAN FRANCISCO, CA 94134",Completed,2011-03-31 00:00:00,4,4,,0,"Chan, Raymond",Planning,,Initial Study-Negative Declaration,2006-03-23 00:00:00,2006-10-25 00:00:00,2006-10-25 00:00:00,2006-10-25 00:00:00,2006-10-25 00:00:00,,,,2011-03-31 00:00:00
2006.1236,https://sfplanninggis.org/pim?search=2006.1236,321 07TH AV,"321 - 0 07TH AV, SAN FRANCISCO, CA 94118",Completed,2007-08-31 00:00:00,2,2,,0,"",Planning,,,,,,,2005-05-17 00:00:00,2006-06-20 00:00:00,2006-06-20 00:00:00,2007-08-31 00:00:00,2007-08-31 00:00:00
1997.709,https://sfplanninggis.org/pim?search=1997.709,321 NOE ST,"321 - 0 NOE ST 0001, SAN FRANCISCO, CA 94114",Completed,1998-02-23 00:00:00,4,4,,0,"",Planning,,,,,,,1996-05-15 00:00:00,,,,1998-02-23 00:00:00
2001.0227,https://sfplanninggis.org/pim?search=2001.0227,321 SAN CARLOS ST,"321 - 0 SAN CARLOS ST, SAN FRANCISCO, CA 94110","Entitled, not yet filed for permits",2001-09-14 00:00:00,2,2,,0,Viplex,Planning,,,2001-03-08 00:00:00,2001-09-14 00:00:00,2001-09-14 00:00:00,,,,,,
1999.688,https://sfplanninggis.org/pim?search=1999.688,321 POTRERO AV,"321 - 331 POTRERO AV, SAN FRANCISCO, CA 94103","Entitled, not yet filed for permits",2000-05-25 00:00:00,3,3,,0,"West, Judy",Planning,,,1999-10-07 00:00:00,2000-05-25 00:00:00,2000-05-25 00:00:00,,,,,,
2017-010320PRJ,https://sfplanninggis.org/pim?search=2017-010320PRJ,3210 GOUGH ST,3210 GOUGH ST 94123,"Entitled, filed for permits",2017-07-14 00:00:00,4,4,,0,", 3210 GOUGH STREET LLC",Planning,2,,,,,,2017-07-14 00:00:00,,,,
2018-008276PRJ,https://sfplanninggis.org/pim?search=2018-008276PRJ,3214 Balboa Street,3214 BALBOA ST 94121,Under construction,2019-07-01 00:00:00,2,2,,0,CM Architects,Planning,1,,,,,,2018-12-11 00:00:00,2019-07-01 00:00:00,2019-07-01 00:00:00,,
2004.0428,https://sfplanninggis.org/pim?search=2004.0428,3215 - 21st Street,"3215 - 0 21ST ST, SAN FRANCISCO, CA",Completed,2007-10-02 00:00:00,3,3,,0,Michael Stanton Architecture,Planning,,,2004-06-24 00:00:00,2004-08-18 00:00:00,2004-08-18 00:00:00,2004-08-18 00:00:00,2004-08-18 00:00:00,2005-05-09 00:00:00,2005-05-09 00:00:00,2007-10-02 00:00:00,2007-10-02 00:00:00
2002.0948,https://sfplanninggis.org/pim?search=2002.0948,3215 FOLSOM ST,"3215 - 3217 FOLSOM ST, SAN FRANCISCO, CA 94110",Completed,2005-04-06 00:00:00,4,4,,0,Planning Department,Planning,,,,,,,2000-12-06 00:00:00,2004-03-12 00:00:00,2004-03-12 00:00:00,2005-04-06 00:00:00,2005-04-06 00:00:00
2014-002646PRJ,https://sfplanninggis.org/pim?search=2014-002646PRJ,3215 SCOTT ST,3215 SCOTT ST 94123,Completed,2017-08-03 00:00:00,2,2,,0,",",Planning,2,,,,,,2014-10-24 00:00:00,2015-07-29 00:00:00,2015-07-29 00:00:00,2017-08-03 00:00:00,2017-08-03 00:00:00
1998.944,https://sfplanninggis.org/pim?search=1998.944,3219 17TH ST,"3219 - 0 17TH ST, SAN FRANCISCO, CA 94110",Completed,2001-10-11 00:00:00,2,2,,0,Richard Heglund Architect AIA,Planning,,,1998-11-12 00:00:00,1999-03-04 00:00:00,1999-03-04 00:00:00,2000-02-02 00:00:00,2000-02-02 00:00:00,2000-05-19 00:00:00,2000-05-19 00:00:00,2001-10-11 00:00:00,2001-10-11 00:00:00
1988.013,https://sfplanninggis.org/pim?search=1988.013,322 23rd Ave,"322 - 0 23RD AV, SAN FRANCISCO, CA 94121",Completed,1992-07-16 00:00:00,1,1,,0,"",Planning,,,,,,,1987-07-24 00:00:00,1990-02-27 00:00:00,1990-02-27 00:00:00,1992-07-16 00:00:00,1992-07-16 00:00:00
2011.1405,https://sfplanninggis.org/pim?search=2011.1405,322 28TH STREET,"322 - 0 28TH ST, SAN FRANCISCO, CA 94131",Completed,2013-12-19 00:00:00,1,1,,0,Linares Design,Planning,,,2011-12-15 00:00:00,2012-03-26 00:00:00,2012-03-26 00:00:00,2012-03-26 00:00:00,2012-03-26 00:00:00,2012-10-29 00:00:00,2012-10-29 00:00:00,2013-12-19 00:00:00,2013-12-19 00:00:00
2010.0067,https://sfplanninggis.org/pim?search=2010.0067,322 DUNCAN ST,"322 - 0 DUNCAN ST, SAN FRANCISCO, CA 94131",Completed,2012-07-20 00:00:00,1,1,,0,Herzig & Berlese,Planning,,Categorical Exemption-Determination of Historic Resource,2010-02-02 00:00:00,2010-03-30 00:00:00,2010-03-30 00:00:00,2010-03-30 00:00:00,2010-03-30 00:00:00,2011-07-07 00:00:00,2011-07-07 00:00:00,2012-07-20 00:00:00,2012-07-20 00:00:00
2017-000273PRJ,https://sfplanninggis.org/pim?search=2017-000273PRJ,322 30TH AVE,322 30TH AVE 94121,"Entitled, filed for permits",2016-12-22 00:00:00,1,1,,0,"YEE, YEE KIN FUNG & GLORIA K",Planning,1,,,,,,2016-12-22 00:00:00,,,,
2017-000075PRJ,https://sfplanninggis.org/pim?search=2017-000075PRJ,322 PARNASSUS AVE,322 PARNASSUS AVE 94117,Under construction,2019-04-08 00:00:00,2,2,,0,Mercury Engineering,Planning,5,,,,,,2016-12-23 00:00:00,2019-04-08 00:00:00,2019-04-08 00:00:00,,
2003.0981,https://sfplanninggis.org/pim?search=2003.0981,3220 BAKER ST,"3220 - 0 BAKER ST, SAN FRANCISCO, CA 94123","Entitled, not yet filed for permits",2004-04-20 00:00:00,1,1,,0,"Grimm, Robert",Planning,,,2003-09-16 00:00:00,2004-04-20 00:00:00,2004-04-20 00:00:00,,,,,,
2017-012009PRJ,https://sfplanninggis.org/pim?search=2017-012009PRJ,3220 TARAVAL ST,3220 TARAVAL ST 94116,"Entitled, filed for permits",2017-09-06 00:00:00,1,1,,0,"LOI, HERRICK",Planning,4,,,,,,2017-09-06 00:00:00,,,,
2015-006327PRJ,https://sfplanninggis.org/pim?search=2015-006327PRJ,3225 LINCOLN WAY,3225 LINCOLN WAY 94122,"Entitled, not yet filed for permits",2018-12-24 00:00:00,1,1,,0,",",Planning,4,,2015-05-20 00:00:00,2018-12-24 00:00:00,2018-12-24 00:00:00,,,,,,
