School Name,Filtered by School Level,CCA Group,CCA General,CCA Customized,ID
"DE LA SALLE SCHOOL","PRIMARY","VISUAL AND PERFORMING ARTS","CHINESE DANCE","Not Available",84
"DE LA SALLE SCHOOL","PRIMARY","VISUAL AND PERFORMING ARTS","INDIAN DANCE","Not Available",84
"DE LA SALLE SCHOOL","PRIMARY","VISUAL AND PERFORMING ARTS","MALAY DANCE","Not Available",84
"EAST SPRING PRIMARY SCHOOL","PRIMARY","VISUAL AND PERFORMING ARTS","GUZHENG ENSEMBLE","Not Available",89
"EAST SPRING PRIMARY SCHOOL","PRIMARY","VISUAL AND PERFORMING ARTS","CHINESE DANCE","Not Available",89
"EAST SPRING PRIMARY SCHOOL","PRIMARY","VISUAL AND PERFORMING ARTS","MALAY DANCE","Not Available",89
"EDGEFIELD PRIMARY SCHOOL","PRIMARY","VISUAL AND PERFORMING ARTS","ANGKLUNG/KULINTANG ENSEMBLE","Not Available",91
"EDGEFIELD PRIMARY SCHOOL","PRIMARY","VISUAL AND PERFORMING ARTS","CHINESE DANCE","Not Available",91
"EDGEFIELD PRIMARY SCHOOL","PRIMARY","VISUAL AND PERFORMING ARTS","INDIAN DANCE","Not Available",91
"EDGEFIELD PRIMARY SCHOOL","PRIMARY","VISUAL AND PERFORMING ARTS","MALAY DANCE","Not Available",91
"EDGEFIELD PRIMARY SCHOOL","PRIMARY","VISUAL AND PERFORMING ARTS","ART AND CRAFTS","Not Available",91
"ELIAS PARK PRIMARY SCHOOL","PRIMARY","VISUAL AND PERFORMING ARTS","CHINESE ORCHESTRA","Not Available",93
"ENDEAVOUR PRIMARY SCHOOL","PRIMARY","VISUAL AND PERFORMING ARTS","GUZHENG ENSEMBLE","Not Available",94
"ENDEAVOUR PRIMARY SCHOOL","PRIMARY","VISUAL AND PERFORMING ARTS","CHINESE DANCE","Not Available",94
"ENDEAVOUR PRIMARY SCHOOL","PRIMARY","VISUAL AND PERFORMING ARTS","MALAY DANCE","Not Available",94
"ENDEAVOUR PRIMARY SCHOOL","PRIMARY","VISUAL AND PERFORMING ARTS","ENGLISH DRAMA","Not Available",94
"ENDEAVOUR PRIMARY SCHOOL","PRIMARY","VISUAL AND PERFORMING ARTS","ART AND CRAFTS","Not Available",94
"ENDEAVOUR PRIMARY SCHOOL","PRIMARY","VISUAL AND PERFORMING ARTS","GUITAR ENSEMBLE","Not Available",94
"EUNOS PRIMARY SCHOOL","PRIMARY","VISUAL AND PERFORMING ARTS","MODERN DANCE","Not Available",96
"EUNOS PRIMARY SCHOOL","PRIMARY","VISUAL AND PERFORMING ARTS","CULTURAL DANCE","Not Available",96
"FAIRFIELD METHODIST SCHOOL (PRIMARY)","PRIMARY","VISUAL AND PERFORMING ARTS","HANDBELL ENSEMBLE","Not Available",99
"FAIRFIELD METHODIST SCHOOL (PRIMARY)","PRIMARY","VISUAL AND PERFORMING ARTS","CONCERT BAND","Not Available",99
"FAIRFIELD METHODIST SCHOOL (PRIMARY)","PRIMARY","VISUAL AND PERFORMING ARTS","CHINESE DANCE","Not Available",99
"FENGSHAN PRIMARY SCHOOL","PRIMARY","VISUAL AND PERFORMING ARTS","ART AND CRAFTS","Not Available",103
"FERNVALE PRIMARY SCHOOL","PRIMARY","VISUAL AND PERFORMING ARTS","PERCUSSION ENSEMBLE","Not Available",105
"FERNVALE PRIMARY SCHOOL","PRIMARY","VISUAL AND PERFORMING ARTS","GUITAR ENSEMBLE","Not Available",105
"FERNVALE PRIMARY SCHOOL","PRIMARY","VISUAL AND PERFORMING ARTS","GUZHENG ENSEMBLE","Not Available",105
"FERNVALE PRIMARY SCHOOL","PRIMARY","VISUAL AND PERFORMING ARTS","INDIAN DANCE","Not Available",105
"FRONTIER PRIMARY SCHOOL","PRIMARY","VISUAL AND PERFORMING ARTS","STRING ENSEMBLE","Not Available",107
"FRONTIER PRIMARY SCHOOL","PRIMARY","VISUAL AND PERFORMING ARTS","CHINESE DANCE","Not Available",107
"FRONTIER PRIMARY SCHOOL","PRIMARY","VISUAL AND PERFORMING ARTS","ART AND CRAFTS","Not Available",107
"FUCHUN PRIMARY SCHOOL","PRIMARY","VISUAL AND PERFORMING ARTS","MODERN DANCE","Not Available",108
"FUHUA PRIMARY SCHOOL","PRIMARY","VISUAL AND PERFORMING ARTS","GUZHENG ENSEMBLE","Not Available",110
"GAN ENG SENG PRIMARY SCHOOL","PRIMARY","VISUAL AND PERFORMING ARTS","BRASS BAND","Not Available",112
"GAN ENG SENG PRIMARY SCHOOL","PRIMARY","VISUAL AND PERFORMING ARTS","CHINESE DANCE","Not Available",112
"GAN ENG SENG PRIMARY SCHOOL","PRIMARY","VISUAL AND PERFORMING ARTS","INDIAN DANCE","Not Available",112
"GAN ENG SENG PRIMARY SCHOOL","PRIMARY","VISUAL AND PERFORMING ARTS","MALAY DANCE","Not Available",112
"GEYLANG METHODIST SCHOOL (PRIMARY)","PRIMARY","VISUAL AND PERFORMING ARTS","ANGKLUNG/KULINTANG ENSEMBLE","Not Available",114
"GEYLANG METHODIST SCHOOL (PRIMARY)","PRIMARY","VISUAL AND PERFORMING ARTS","GUZHENG ENSEMBLE","Not Available",114
"GONGSHANG PRIMARY SCHOOL","PRIMARY","VISUAL AND PERFORMING ARTS","STRING ENSEMBLE","Not Available",116
"GONGSHANG PRIMARY SCHOOL","PRIMARY","VISUAL AND PERFORMING ARTS","HANDBELL ENSEMBLE","Not Available",116
"GONGSHANG PRIMARY SCHOOL","PRIMARY","VISUAL AND PERFORMING ARTS","CHINESE DANCE","Not Available",116
"GONGSHANG PRIMARY SCHOOL","PRIMARY","VISUAL AND PERFORMING ARTS","MALAY DANCE","Not Available",116
"GONGSHANG PRIMARY SCHOOL","PRIMARY","VISUAL AND PERFORMING ARTS","ART AND CRAFTS","Not Available",116
"GREENDALE PRIMARY SCHOOL","PRIMARY","VISUAL AND PERFORMING ARTS","GUITAR ENSEMBLE","Not Available",117
"GREENDALE PRIMARY SCHOOL","PRIMARY","VISUAL AND PERFORMING ARTS","HARMONICA ENSEMBLE","Not Available",117
"GREENDALE PRIMARY SCHOOL","PRIMARY","VISUAL AND PERFORMING ARTS","CHINESE CALLIGRAPHY AND BRUSH PAINTING","Not Available",117
"GREENWOOD PRIMARY SCHOOL","PRIMARY","VISUAL AND PERFORMING ARTS","ART AND CRAFTS","Not Available",121
"GREENWOOD PRIMARY SCHOOL","PRIMARY","VISUAL AND PERFORMING ARTS","CHINESE DRUMS","Not Available",121
"GREENWOOD PRIMARY SCHOOL","PRIMARY","VISUAL AND PERFORMING ARTS","DIKIR BARAT","Not Available",121
"GUANGYANG PRIMARY SCHOOL","PRIMARY","VISUAL AND PERFORMING ARTS","ANGKLUNG/KULINTANG ENSEMBLE","Not Available",122
"GUANGYANG PRIMARY SCHOOL","PRIMARY","VISUAL AND PERFORMING ARTS","CHINESE DANCE","Not Available",122
"GUANGYANG PRIMARY SCHOOL","PRIMARY","VISUAL AND PERFORMING ARTS","INDIAN DANCE","Not Available",122
"GUANGYANG PRIMARY SCHOOL","PRIMARY","VISUAL AND PERFORMING ARTS","MALAY DANCE","Not Available",122
"HAIG GIRLS' SCHOOL","PRIMARY","VISUAL AND PERFORMING ARTS","MODERN DANCE","Not Available",125
"HAIG GIRLS' SCHOOL","PRIMARY","VISUAL AND PERFORMING ARTS","GAMELAN ENSEMBLE","Not Available",125
"HAIG GIRLS' SCHOOL","PRIMARY","VISUAL AND PERFORMING ARTS","HANDBELL ENSEMBLE","Not Available",125
"HAIG GIRLS' SCHOOL","PRIMARY","VISUAL AND PERFORMING ARTS","CHINESE DANCE","Not Available",125
"HAIG GIRLS' SCHOOL","PRIMARY","VISUAL AND PERFORMING ARTS","INDIAN DANCE","Not Available",125
"HOLY INNOCENTS' PRIMARY SCHOOL","PRIMARY","VISUAL AND PERFORMING ARTS","ART AND CRAFTS","Not Available",129
"HONG WEN SCHOOL","PRIMARY","VISUAL AND PERFORMING ARTS","CHINESE DRUMS","Not Available",130
"HONG WEN SCHOOL","PRIMARY","VISUAL AND PERFORMING ARTS","CHINESE ORCHESTRA","Not Available",130
"HONG WEN SCHOOL","PRIMARY","VISUAL AND PERFORMING ARTS","GUZHENG ENSEMBLE","Not Available",130
"HONG WEN SCHOOL","PRIMARY","VISUAL AND PERFORMING ARTS","CHINESE DANCE","Not Available",130
"HOUGANG PRIMARY SCHOOL","PRIMARY","VISUAL AND PERFORMING ARTS","ANGKLUNG/KULINTANG ENSEMBLE","Not Available",132
"HOUGANG PRIMARY SCHOOL","PRIMARY","VISUAL AND PERFORMING ARTS","BRASS BAND","Not Available",132
"HOUGANG PRIMARY SCHOOL","PRIMARY","VISUAL AND PERFORMING ARTS","GUZHENG ENSEMBLE","Not Available",132
"HOUGANG PRIMARY SCHOOL","PRIMARY","VISUAL AND PERFORMING ARTS","BALLET","Not Available",132
"HOUGANG PRIMARY SCHOOL","PRIMARY","VISUAL AND PERFORMING ARTS","CHINESE DANCE","Not Available",132
"HOUGANG PRIMARY SCHOOL","PRIMARY","VISUAL AND PERFORMING ARTS","INDIAN DANCE","Not Available",132
"HOUGANG PRIMARY SCHOOL","PRIMARY","VISUAL AND PERFORMING ARTS","MALAY DANCE","Not Available",132
"HOUGANG PRIMARY SCHOOL","PRIMARY","VISUAL AND PERFORMING ARTS","PHOTOGRAPHY","Not Available",132
"HOUGANG PRIMARY SCHOOL","PRIMARY","VISUAL AND PERFORMING ARTS","ENGLISH DRAMA","Not Available",132
"INNOVA PRIMARY SCHOOL","PRIMARY","VISUAL AND PERFORMING ARTS","ART AND CRAFTS","Not Available",137
"INNOVA PRIMARY SCHOOL","PRIMARY","VISUAL AND PERFORMING ARTS","HARMONICA ENSEMBLE","Not Available",137
"INNOVA PRIMARY SCHOOL","PRIMARY","VISUAL AND PERFORMING ARTS","CHINESE DANCE","Not Available",137
"INNOVA PRIMARY SCHOOL","PRIMARY","VISUAL AND PERFORMING ARTS","MALAY DANCE","Not Available",137
"JIEMIN PRIMARY SCHOOL","PRIMARY","VISUAL AND PERFORMING ARTS","ANGKLUNG/KULINTANG ENSEMBLE","Not Available",138
"JIEMIN PRIMARY SCHOOL","PRIMARY","VISUAL AND PERFORMING ARTS","CHINESE DANCE","Not Available",138
"JIEMIN PRIMARY SCHOOL","PRIMARY","VISUAL AND PERFORMING ARTS","MALAY DANCE","Not Available",138
"JIEMIN PRIMARY SCHOOL","PRIMARY","VISUAL AND PERFORMING ARTS","ART AND CRAFTS","Not Available",138
"JIEMIN PRIMARY SCHOOL","PRIMARY","VISUAL AND PERFORMING ARTS","GUZHENG ENSEMBLE","Not Available",138
"JIEMIN PRIMARY SCHOOL","PRIMARY","VISUAL AND PERFORMING ARTS","MODERN DANCE","Not Available",138
"JING SHAN PRIMARY SCHOOL","PRIMARY","VISUAL AND PERFORMING ARTS","GUZHENG ENSEMBLE","Not Available",139
"JING SHAN PRIMARY SCHOOL","PRIMARY","VISUAL AND PERFORMING ARTS","CHINESE DANCE","Not Available",139
"JING SHAN PRIMARY SCHOOL","PRIMARY","VISUAL AND PERFORMING ARTS","MODERN DANCE","Not Available",139
"JING SHAN PRIMARY SCHOOL","PRIMARY","VISUAL AND PERFORMING ARTS","CERAMICS","Not Available",139
"JUNYUAN PRIMARY SCHOOL","PRIMARY","VISUAL AND PERFORMING ARTS","MODERN DANCE","Not Available",140
"JUNYUAN PRIMARY SCHOOL","PRIMARY","VISUAL AND PERFORMING ARTS","CHINESE DANCE","Not Available",140
"JUNYUAN PRIMARY SCHOOL","PRIMARY","VISUAL AND PERFORMING ARTS","MALAY DANCE","Not Available",140
"JURONG PRIMARY SCHOOL","PRIMARY","VISUAL AND PERFORMING ARTS","PERCUSSION ENSEMBLE","Not Available",143
"JURONG PRIMARY SCHOOL","PRIMARY","VISUAL AND PERFORMING ARTS","CULTURAL DANCE","Not Available",143
"JURONG WEST PRIMARY SCHOOL","PRIMARY","VISUAL AND PERFORMING ARTS","CONCERT BAND","Not Available",145
"JURONG WEST PRIMARY SCHOOL","PRIMARY","VISUAL AND PERFORMING ARTS","ART AND CRAFTS","Not Available",145
"ANDERSON SECONDARY SCHOOL","SECONDARY","VISUAL AND PERFORMING ARTS","CHINESE DANCE","Not Available",9
"ANDERSON SECONDARY SCHOOL","SECONDARY","VISUAL AND PERFORMING ARTS","MALAY DANCE","Not Available",9
"ANDERSON SECONDARY SCHOOL","SECONDARY","VISUAL AND PERFORMING ARTS","ART AND CRAFTS","Not Available",9
"ANG MO KIO SECONDARY SCHOOL","SECONDARY","VISUAL AND PERFORMING ARTS","MODERN DANCE","Not Available",12
"ANGLO-CHINESE SCHOOL (BARKER ROAD)","SECONDARY","VISUAL AND PERFORMING ARTS","CHINESE ORCHESTRA","Not Available",15
"BEDOK VIEW SECONDARY SCHOOL","SECONDARY","VISUAL AND PERFORMING ARTS","GUZHENG ENSEMBLE","Not Available",28
"BEDOK VIEW SECONDARY SCHOOL","SECONDARY","VISUAL AND PERFORMING ARTS","MODERN DANCE","Not Available",28
"BEDOK VIEW SECONDARY SCHOOL","SECONDARY","VISUAL AND PERFORMING ARTS","ENGLISH DRAMA","Not Available",28
"BENDEMEER SECONDARY SCHOOL","SECONDARY","VISUAL AND PERFORMING ARTS","ENGLISH DRAMA","Not Available",30
"BENDEMEER SECONDARY SCHOOL","SECONDARY","VISUAL AND PERFORMING ARTS","TAMIL DRAMA","Not Available",30
"BOWEN SECONDARY SCHOOL","SECONDARY","VISUAL AND PERFORMING ARTS","MODERN DANCE","Not Available",34
"BOWEN SECONDARY SCHOOL","SECONDARY","VISUAL AND PERFORMING ARTS","INDIAN DANCE","Not Available",34
"BOWEN SECONDARY SCHOOL","SECONDARY","VISUAL AND PERFORMING ARTS","MALAY DANCE","Not Available",34
"BOWEN SECONDARY SCHOOL","SECONDARY","VISUAL AND PERFORMING ARTS","BAND - MILITARY","Not Available",34
"BROADRICK SECONDARY SCHOOL","SECONDARY","VISUAL AND PERFORMING ARTS","MODERN DANCE","Not Available",35
"BROADRICK SECONDARY SCHOOL","SECONDARY","VISUAL AND PERFORMING ARTS","ENGLISH DRAMA","Not Available",35
"BUKIT MERAH SECONDARY SCHOOL","SECONDARY","VISUAL AND PERFORMING ARTS","MODERN DANCE","Not Available",37
"BUKIT PANJANG GOVT. HIGH SCHOOL","SECONDARY","VISUAL AND PERFORMING ARTS","CHINESE ORCHESTRA","Not Available",38
"BUKIT PANJANG GOVT. HIGH SCHOOL","SECONDARY","VISUAL AND PERFORMING ARTS","MODERN DANCE","Not Available",38
"BUKIT PANJANG GOVT. HIGH SCHOOL","SECONDARY","VISUAL AND PERFORMING ARTS","CHINESE DRAMA","Not Available",38
"BUKIT PANJANG GOVT. HIGH SCHOOL","SECONDARY","VISUAL AND PERFORMING ARTS","ENGLISH DRAMA","Not Available",38
"BUKIT VIEW SECONDARY SCHOOL","SECONDARY","VISUAL AND PERFORMING ARTS","MODERN DANCE","Not Available",42
"BUKIT VIEW SECONDARY SCHOOL","SECONDARY","VISUAL AND PERFORMING ARTS","CHINESE DANCE","Not Available",42
"BUKIT VIEW SECONDARY SCHOOL","SECONDARY","VISUAL AND PERFORMING ARTS","ENGLISH DRAMA","Not Available",42
"CANBERRA SECONDARY SCHOOL","SECONDARY","VISUAL AND PERFORMING ARTS","GUZHENG ENSEMBLE","Not Available",44
"CEDAR GIRLS' SECONDARY SCHOOL","SECONDARY","VISUAL AND PERFORMING ARTS","GUZHENG ENSEMBLE","Not Available",50
"CEDAR GIRLS' SECONDARY SCHOOL","SECONDARY","VISUAL AND PERFORMING ARTS","HANDBELL ENSEMBLE","Not Available",50
"CEDAR GIRLS' SECONDARY SCHOOL","SECONDARY","VISUAL AND PERFORMING ARTS","MODERN DANCE","Not Available",50
"CHANGKAT CHANGI SECONDARY SCHOOL","SECONDARY","VISUAL AND PERFORMING ARTS","CHINESE INSTRUMENTAL ENSEMBLE","Not Available",52
"CHANGKAT CHANGI SECONDARY SCHOOL","SECONDARY","VISUAL AND PERFORMING ARTS","MODERN DANCE","Not Available",52
"CHANGKAT CHANGI SECONDARY SCHOOL","SECONDARY","VISUAL AND PERFORMING ARTS","MALAY DANCE","Not Available",52
"CHIJ KATONG CONVENT","SECONDARY","VISUAL AND PERFORMING ARTS","CHINESE ORCHESTRA","Not Available",56
"CHIJ ST. JOSEPH'S CONVENT","SECONDARY","VISUAL AND PERFORMING ARTS","ANGKLUNG/KULINTANG ENSEMBLE","Not Available",62
"CHIJ ST. JOSEPH'S CONVENT","SECONDARY","VISUAL AND PERFORMING ARTS","GUITAR ENSEMBLE","Not Available",62
"CHIJ ST. JOSEPH'S CONVENT","SECONDARY","VISUAL AND PERFORMING ARTS","HANDBELL ENSEMBLE","Not Available",62
"CHIJ ST. JOSEPH'S CONVENT","SECONDARY","VISUAL AND PERFORMING ARTS","MODERN DANCE","Not Available",62
"CHIJ ST. JOSEPH'S CONVENT","SECONDARY","VISUAL AND PERFORMING ARTS","INDIAN DANCE","Not Available",62
"CHIJ ST. NICHOLAS GIRLS' SCHOOL","SECONDARY","VISUAL AND PERFORMING ARTS","GUZHENG ENSEMBLE","Not Available",63
"CHIJ ST. THERESA'S CONVENT","SECONDARY","VISUAL AND PERFORMING ARTS","ANGKLUNG/KULINTANG ENSEMBLE","Not Available",64
"CHIJ ST. THERESA'S CONVENT","SECONDARY","VISUAL AND PERFORMING ARTS","GUITAR ENSEMBLE","Not Available",64
"CHIJ ST. THERESA'S CONVENT","SECONDARY","VISUAL AND PERFORMING ARTS","MODERN DANCE","Not Available",64
"CHIJ ST. THERESA'S CONVENT","SECONDARY","VISUAL AND PERFORMING ARTS","ENGLISH DRAMA","Not Available",64
"CHUA CHU KANG SECONDARY SCHOOL","SECONDARY","VISUAL AND PERFORMING ARTS","CHINESE ORCHESTRA","Not Available",69
"CHUA CHU KANG SECONDARY SCHOOL","SECONDARY","VISUAL AND PERFORMING ARTS","ENGLISH DRAMA","Not Available",69
"CHUNG CHENG HIGH SCHOOL (MAIN)","SECONDARY","VISUAL AND PERFORMING ARTS","CHINESE CALLIGRAPHY AND BRUSH PAINTING","Not Available",70
"CHUNG CHENG HIGH SCHOOL (MAIN)","SECONDARY","VISUAL AND PERFORMING ARTS","CHINESE ORCHESTRA","Not Available",70
"CHUNG CHENG HIGH SCHOOL (MAIN)","SECONDARY","VISUAL AND PERFORMING ARTS","MODERN DANCE","Not Available",70
"CHUNG CHENG HIGH SCHOOL (MAIN)","SECONDARY","VISUAL AND PERFORMING ARTS","CHINESE DRAMA","Not Available",70
"CHUNG CHENG HIGH SCHOOL (MAIN)","SECONDARY","VISUAL AND PERFORMING ARTS","ENGLISH DRAMA","Not Available",70
"CHUNG CHENG HIGH SCHOOL (MAIN)","SECONDARY","VISUAL AND PERFORMING ARTS","ART AND CRAFTS","Not Available",70
"CHUNG CHENG HIGH SCHOOL (MAIN)","SECONDARY","VISUAL AND PERFORMING ARTS","LION AND DRAGON DANCE","Not Available",70
"CHUNG CHENG HIGH SCHOOL (MAIN)","SECONDARY","VISUAL AND PERFORMING ARTS","DIGITAL MEDIA","Not Available",70
"CHUNG CHENG HIGH SCHOOL (YISHUN)","SECONDARY","VISUAL AND PERFORMING ARTS","CHINESE ORCHESTRA","Not Available",71
"CHUNG CHENG HIGH SCHOOL (YISHUN)","SECONDARY","VISUAL AND PERFORMING ARTS","CHINESE DANCE","Not Available",71
"COMMONWEALTH SECONDARY SCHOOL","SECONDARY","VISUAL AND PERFORMING ARTS","CHINESE DANCE","Not Available",74
"COMMONWEALTH SECONDARY SCHOOL","SECONDARY","VISUAL AND PERFORMING ARTS","INDIAN DANCE","Not Available",74
"COMMONWEALTH SECONDARY SCHOOL","SECONDARY","VISUAL AND PERFORMING ARTS","MALAY DANCE","Not Available",74
"COMMONWEALTH SECONDARY SCHOOL","SECONDARY","VISUAL AND PERFORMING ARTS","ENGLISH DRAMA","Not Available",74
"WESTWOOD SECONDARY SCHOOL","SECONDARY","VISUAL AND PERFORMING ARTS","MODERN DANCE","Not Available",313
"WHITLEY SECONDARY SCHOOL","SECONDARY","VISUAL AND PERFORMING ARTS","PHOTOGRAPHY","Not Available",315
"WOODLANDS SECONDARY SCHOOL","SECONDARY","VISUAL AND PERFORMING ARTS","CHINESE DANCE","Not Available",321
"WOODLANDS SECONDARY SCHOOL","SECONDARY","VISUAL AND PERFORMING ARTS","MALAY DANCE","Not Available",321
"XINMIN SECONDARY SCHOOL","SECONDARY","VISUAL AND PERFORMING ARTS","GUZHENG ENSEMBLE","Not Available",325
"XINMIN SECONDARY SCHOOL","SECONDARY","VISUAL AND PERFORMING ARTS","ENGLISH DRAMA","Not Available",325
"YIO CHU KANG SECONDARY SCHOOL","SECONDARY","VISUAL AND PERFORMING ARTS","CHINESE DANCE","Not Available",330
"YIO CHU KANG SECONDARY SCHOOL","SECONDARY","VISUAL AND PERFORMING ARTS","INDIAN DANCE","Not Available",330
"YIO CHU KANG SECONDARY SCHOOL","SECONDARY","VISUAL AND PERFORMING ARTS","ENGLISH DRAMA","Not Available",330
"YIO CHU KANG SECONDARY SCHOOL","SECONDARY","VISUAL AND PERFORMING ARTS","MALAY DANCE","Not Available",330
"YISHUN SECONDARY SCHOOL","SECONDARY","VISUAL AND PERFORMING ARTS","GUZHENG ENSEMBLE","Not Available",333
"YISHUN SECONDARY SCHOOL","SECONDARY","VISUAL AND PERFORMING ARTS","MODERN DANCE","Not Available",333
"YISHUN SECONDARY SCHOOL","SECONDARY","VISUAL AND PERFORMING ARTS","INDIAN DANCE","Not Available",333
"YISHUN SECONDARY SCHOOL","SECONDARY","VISUAL AND PERFORMING ARTS","MALAY DANCE","Not Available",333
"YISHUN TOWN SECONDARY SCHOOL","SECONDARY","VISUAL AND PERFORMING ARTS","CHINESE DANCE","Not Available",334
"YISHUN TOWN SECONDARY SCHOOL","SECONDARY","VISUAL AND PERFORMING ARTS","ENGLISH DRAMA","Not Available",334
"YUAN CHING SECONDARY SCHOOL","SECONDARY","VISUAL AND PERFORMING ARTS","ART AND CRAFTS","Not Available",336
"YUAN CHING SECONDARY SCHOOL","SECONDARY","VISUAL AND PERFORMING ARTS","GUZHENG ENSEMBLE","Not Available",336
"YUAN CHING SECONDARY SCHOOL","SECONDARY","VISUAL AND PERFORMING ARTS","CHINESE DANCE","Not Available",336
"YUAN CHING SECONDARY SCHOOL","SECONDARY","VISUAL AND PERFORMING ARTS","INDIAN DANCE","Not Available",336
"YUAN CHING SECONDARY SCHOOL","SECONDARY","VISUAL AND PERFORMING ARTS","MALAY DANCE","Not Available",336
"YUAN CHING SECONDARY SCHOOL","SECONDARY","VISUAL AND PERFORMING ARTS","ENGLISH DRAMA","Not Available",336
"YUSOF ISHAK SECONDARY SCHOOL","SECONDARY","VISUAL AND PERFORMING ARTS","MALAY DANCE","Not Available",340
"YUYING SECONDARY SCHOOL","SECONDARY","VISUAL AND PERFORMING ARTS","GUITAR ENSEMBLE","Not Available",341
"YUYING SECONDARY SCHOOL","SECONDARY","VISUAL AND PERFORMING ARTS","GUZHENG ENSEMBLE","Not Available",341
"YUYING SECONDARY SCHOOL","SECONDARY","VISUAL AND PERFORMING ARTS","CHINESE DANCE","Not Available",341
"YUYING SECONDARY SCHOOL","SECONDARY","VISUAL AND PERFORMING ARTS","MALAY DANCE","Not Available",341
"ZHENGHUA SECONDARY SCHOOL","SECONDARY","VISUAL AND PERFORMING ARTS","HANDBELL ENSEMBLE","Not Available",344
"ZHENGHUA SECONDARY SCHOOL","SECONDARY","VISUAL AND PERFORMING ARTS","MALAY DANCE","Not Available",344
"ZHONGHUA SECONDARY SCHOOL","SECONDARY","VISUAL AND PERFORMING ARTS","CHINESE ORCHESTRA","Not Available",346
"ZHONGHUA SECONDARY SCHOOL","SECONDARY","VISUAL AND PERFORMING ARTS","GUZHENG ENSEMBLE","Not Available",346
"ZHONGHUA SECONDARY SCHOOL","SECONDARY","VISUAL AND PERFORMING ARTS","CHINESE DANCE","Not Available",346
"RAFFLES GIRLS' SCHOOL (SECONDARY)","SECONDARY","VISUAL AND PERFORMING ARTS","BAND - SYMPHONIC","Not Available",237
"RAFFLES GIRLS' SCHOOL (SECONDARY)","SECONDARY","VISUAL AND PERFORMING ARTS","DANCE - INTERNATIONAL","Not Available",237
"REGENT SECONDARY SCHOOL","SECONDARY","VISUAL AND PERFORMING ARTS","ENGLISH DRAMA","Not Available",240
"RIVER VALLEY HIGH SCHOOL","SECONDARY","VISUAL AND PERFORMING ARTS","CHINESE DRAMA","Not Available",241
"RIVER VALLEY HIGH SCHOOL","SECONDARY","VISUAL AND PERFORMING ARTS","CHINESE ORCHESTRA","Not Available",241
"RIVER VALLEY HIGH SCHOOL","SECONDARY","VISUAL AND PERFORMING ARTS","ENGLISH DRAMA","Not Available",241
"RIVERSIDE SECONDARY SCHOOL","SECONDARY","VISUAL AND PERFORMING ARTS","MODERN DANCE","Not Available",244
"RIVERSIDE SECONDARY SCHOOL","SECONDARY","VISUAL AND PERFORMING ARTS","CHINESE DANCE","Not Available",244
"RIVERSIDE SECONDARY SCHOOL","SECONDARY","VISUAL AND PERFORMING ARTS","INDIAN DANCE","Not Available",244
"RIVERSIDE SECONDARY SCHOOL","SECONDARY","VISUAL AND PERFORMING ARTS","MALAY DANCE","Not Available",244
"RIVERSIDE SECONDARY SCHOOL","SECONDARY","VISUAL AND PERFORMING ARTS","ENGLISH DRAMA","Not Available",244
"RIVERSIDE SECONDARY SCHOOL","SECONDARY","VISUAL AND PERFORMING ARTS","ART AND CRAFTS","Not Available",244
"SCHOOL OF SCIENCE AND TECHNOLOGY, SINGAPORE","SECONDARY","VISUAL AND PERFORMING ARTS","GUITAR ENSEMBLE","Not Available",248
"SENG KANG SECONDARY SCHOOL","SECONDARY","VISUAL AND PERFORMING ARTS","GUZHENG ENSEMBLE","Not Available",253
"SENG KANG SECONDARY SCHOOL","SECONDARY","VISUAL AND PERFORMING ARTS","MODERN DANCE","Not Available",253
"SENG KANG SECONDARY SCHOOL","SECONDARY","VISUAL AND PERFORMING ARTS","ENGLISH DRAMA","Not Available",253
"SERANGOON GARDEN SECONDARY SCHOOL","SECONDARY","VISUAL AND PERFORMING ARTS","GUZHENG ENSEMBLE","Not Available",255
"SERANGOON SECONDARY SCHOOL","SECONDARY","VISUAL AND PERFORMING ARTS","MALAY DANCE","Not Available",256
"SERANGOON SECONDARY SCHOOL","SECONDARY","VISUAL AND PERFORMING ARTS","ENGLISH DRAMA","Not Available",256
"SINGAPORE CHINESE GIRLS' SCHOOL","SECONDARY","VISUAL AND PERFORMING ARTS","STRING ENSEMBLE","Not Available",260
"SINGAPORE CHINESE GIRLS' SCHOOL","SECONDARY","VISUAL AND PERFORMING ARTS","HANDBELL ENSEMBLE","Not Available",260
"SINGAPORE CHINESE GIRLS' SCHOOL","SECONDARY","VISUAL AND PERFORMING ARTS","CHINESE DRAMA","Not Available",260
"SINGAPORE CHINESE GIRLS' SCHOOL","SECONDARY","VISUAL AND PERFORMING ARTS","ENGLISH DRAMA","Not Available",260
"SPRINGFIELD SECONDARY SCHOOL","SECONDARY","VISUAL AND PERFORMING ARTS","GUZHENG ENSEMBLE","Not Available",265
"SPRINGFIELD SECONDARY SCHOOL","SECONDARY","VISUAL AND PERFORMING ARTS","MODERN DANCE","Not Available",265
"SPRINGFIELD SECONDARY SCHOOL","SECONDARY","VISUAL AND PERFORMING ARTS","ENGLISH DRAMA","Not Available",265
"ST. ANTHONY'S CANOSSIAN SECONDARY SCHOOL","SECONDARY","VISUAL AND PERFORMING ARTS","GUITAR ENSEMBLE","Not Available",270
"ST. ANTHONY'S CANOSSIAN SECONDARY SCHOOL","SECONDARY","VISUAL AND PERFORMING ARTS","PERCUSSION ENSEMBLE","Not Available",270
