FACT_POSITION.Ausrückzeit,FACT_POSITION.FACT_EINSATZ_SK,FACT_POSITION.FACT_POSITION_SK,FACT_POSITION.UniqueKey
"","7153","9916","0000140679000100"
"","7161","14089","0000142614000100"
"","7162","7420","0000142709000100"
"","7163","738","0000142793000100"
"","7164","739","0000142796000100"
"","7165","740","0000142801000100"
"","7166","7421","0000143010000100"
"","7167","7039","0000144933000200"
"","7167","26113","0000144933000100"
"","7168","11522","0000144959000100"
"","7169","6194","0000145289000100"
"","7170","7422","0000145298000100"
"","7171","7423","0000145326000100"
"","7172","14090","0000145327000100"
"","7173","7040","0000145355000100"
"","7174","741","0000145416000100"
"","7175","6195","0000145968000100"
"","7176","6196","0000145969000100"
"","7177","9917","0000145970000100"
"","7178","11523","0000145971000100"
"","7179","7041","0000145972000100"
"","7180","742","0000145975000100"
"","7181","7424","0000145979000100"
"","7182","7042","0000145980000100"
"","7183","6197","0000145981000100"
"","7184","14091","0000145983000100"
"","7185","11524","0000141316000100"
"","7186","26114","0000141593000100"
"","7187","7425","0000141598000100"
"","7188","9918","0000141609000100"
"","7189","26115","0000141610000100"
"","7190","7426","0000143264000100"
"","7191","11525","0000143265000100"
"","7192","9919","0000143276000100"
"","7193","26116","0000143291000100"
"","7194","7427","0000143304000100"
"","7195","6198","0000143732000100"
"","7196","9920","0000143745000100"
"","7197","743","0000143751000100"
"","7198","7043","0000143754000100"
"","7199","7428","0000143756000100"
"","7200","7429","0000143757000100"
"","7201","11526","0000143759000200"
"","7202","7430","0000141903000100"
"","7203","9921","0000141915000100"
"","7204","6199","0000141918000200"
"","7204","7044","0000141918000100"
"","7205","6200","0000142265000300"
"","7205","7045","0000142265000200"
"","7205","7431","0000142265000100"
"","7206","11527","0000142279000100"
"","7207","6201","0000142311000100"
"","7208","26117","0000142318000100"
"","7209","14092","0000142364000100"
"","7210","9922","0000142385000100"
"","7211","6202","0000142463000100"
"","7212","14093","0000142468000100"
"","7213","6203","0000142470000200"
"","7213","9923","0000142470000100"
"","7214","7046","0000146344000100"
"","7215","9924","0000146358000100"
"","7216","7432","0000146364000100"
"","7217","14094","0000146365000100"
"","7218","7047","0000146367000100"
"","7219","26118","0000146370000100"
"","7220","744","0000146454000100"
"","7220","11528","0000146454000200"
"","7221","6204","0000144663000100"
"","7222","6205","0000144674000100"
"","7223","7048","0000144677000100"
"","7224","7433","0000145443000100"
"","7225","26119","0000145445000100"
"","7226","745","0000145449000100"
"","7227","9925","0000145451000100"
"","7227","11529","0000145451000200"
"","7228","7049","0000145452000100"
"","7229","7050","0000145453000100"
"","7230","7434","0000145454000100"
"","7231","9926","0000145457000100"
"","7232","746","0000145458000100"
"","7233","14095","0000145459000100"
"","7234","7051","0000145463000100"
"","7235","9927","0000145464000100"
"","7236","747","0000145465000100"
"","7237","7052","0000145466000100"
"","7238","14096","0000145467000100"
"","7239","11530","0000145476000100"
"","7239","14097","0000145476000200"
"","7240","748","0000145488000100"
"","7241","11531","0000145494000100"
"","7242","11532","0000145503000100"
"","7243","7053","0000145535000100"
"","7244","749","0000145537000100"
"","7245","26120","0000145912000100"
"","7246","750","0000145923000100"
"","7247","14098","0000145929000100"
"","7248","6206","0000145942000100"
"","7249","11533","0000145944000100"
"","7250","7054","0000146091000100"
"","7251","751","0000146101000100"
"","7252","14099","0000146103000100"
"","7253","11534","0000146105000100"
"","7254","752","0000146107000100"
"","7255","9928","0000146108000100"
"","7257","6207","0000146112000100"
"","7258","753","0000146113000100"
"","7259","7055","0000146114000100"
"","7260","9929","0000146117000100"
"","7261","14100","0000146119000100"
"","7262","9930","0000146120000100"
"","7263","14101","0000146121000100"
"","7264","7056","0000146122000100"
"","7265","7435","0000146123000100"
"","7266","754","0000146124000100"
"","7267","9931","0000146125000100"
"","7268","7436","0000146126000100"
"","7269","755","0000146128000100"
"","7270","9932","0000146129000100"
"","7271","26121","0000146130000100"
"","7272","14102","0000146131000100"
"","7273","756","0000146150000100"
"","7275","9933","0000141410000100"
"","7276","14103","0000141419000100"
"","7277","757","0000141426000100"
"","7278","7057","0000141430000100"
"","7284","14104","0000139487000100"
"","7285","7058","0000140083000100"
"","7286","26122","0000140086000100"
"","7288","758","0000140105000100"
"","7289","26123","0000144713000100"
"","7290","7437","0000144715000100"
"","7291","7438","0000144716000100"
"","7292","7059","0000144718000100"
"","7293","11535","0000144720000100"
"","7294","7060","0000144721000100"
"","7295","11536","0000144722000100"
"","7296","759","0000144723000100"
"","7297","7061","0000144725000100"
"","7298","7439","0000144728000100"
"","7299","7062","0000144729000100"
"","7300","11537","0000144730000100"
"","7301","7063","0000144731000100"
"","7302","760","0000144732000100"
"","7303","7440","0000144734000100"
"","7304","6208","0000144735000100"
"","7305","9934","0000144736000100"
"","7306","761","0000144738000100"
"","7307","6209","0000144740000100"
"","7308","7064","0000144741000100"
"","7309","9935","0000144742000100"
"","7310","7065","0000144745000100"
"","7311","11538","0000144747000100"
"","7312","9144","0000144756000100"
"","7315","7441","0000144797000100"
"","7316","6210","0000144830000100"
"","7316","9145","0000144830000200"
"","7317","7442","0000145340000100"
"","7318","6211","0000145349000100"
"","7319","9936","0000145377000100"
"","7320","762","0000145380000100"
"","7321","26124","0000145415000100"
"","7322","26125","0000145602000100"
"","7323","6212","0000145618000100"
"","7324","26126","0000145682000100"
"","7325","9937","0000145688000100"
"","7326","763","0000145893000100"
"","7326","7443","0000145893000200"
"","7327","9938","0000145896000100"
"","7328","764","0000145908000100"
"","7329","765","0000145911000100"
"","7330","7444","0000146064000100"
"","7331","7445","0000146069000100"
"","7332","766","0000146081000100"
"","7333","6213","0000146084000100"
"","7334","6214","0000146093000100"
"","7334","26127","0000146093000200"
"","7335","26128","0000146138000100"
"","7336","6215","0000146142000100"
"","7337","26129","0000146147000100"
"","7338","767","0000146148000100"
"","7339","14105","0000146151000100"
"","7340","14106","0000146153000100"
"","7341","26130","0000146154000100"
"","7342","9939","0000146155000100"
"","7343","768","0000146158000100"
"","7344","11539","0000146225000100"
"","7344","11540","0000146225000200"
"","7344","11541","0000146225000300"
"","7345","26131","0000146231000100"
"","7346","9940","0000141108000100"
"","7347","6216","0000141109000200"
"","7348","6217","0000141136000100"
"","7349","9146","0000141142000100"
"","7350","6218","0000141151000100"
"","7350","6219","0000141151000300"
"","7351","11542","0000141153000100"
"","7352","9941","0000141625000100"
"","7353","9942","0000141631000100"
"","7354","6220","0000141632000100"
"","7355","11543","0000141645000100"
"","7356","9147","0000141648000100"
"","7357","6221","0000141649000100"
"","7358","7446","0000143653000100"
"","7359","9943","0000143656000100"
"","7360","14107","0000143664000100"
"","7361","6222","0000142371000100"
"","7362","769","0000142373000100"
"","7362","9148","0000142373000200"
"","7363","6223","0000144743000100"
"","7364","9944","0000144865000100"
"","7365","770","0000144875000100"
"","7365","11544","0000144875000200"
"","7366","14108","0000145492000200"
"","7366","26132","0000145492000100"
"","7367","9945","0000145493000100"
"","7368","9149","0000145496000100"
"","7369","9946","0000145499000100"
"","7370","9150","0000145524000100"
"","7371","7447","0000145525000100"
"","7372","26133","0000145526000100"
"","7373","9151","0000140788000100"
"","7374","14109","0000145578000100"
"","7375","9152","0000146132000100"
"","7376","7448","0000146218000200"
"","7376","11545","0000146218000100"
"","7377","9947","0000146224000100"
"","7378","771","0000146233000100"
"","7379","9153","0000146237000100"
"","7380","6224","0000146283000100"
"","7381","9948","0000146287000100"
"","7382","26134","0000146288000100"
"","7383","14110","0000146291000100"
"","7384","772","0000146294000100"
"","7399","26135","0000143377000100"
"","7400","14111","0000143383000100"
"","7401","9949","0000143389000100"
"","7402","14112","0000143393000100"
"","7403","7449","0000143395000100"
"","7404","9154","0000143396000100"
"","7405","9950","0000143398000100"
"","7406","6225","0000143423000100"
"","7406","11546","0000143423000200"
"","7407","9155","0000143437000100"
"","7408","773","0000143441000100"
"","7409","9156","0000143449000100"
"","7410","774","0000143909000100"
"","7411","26136","0000143911000100"
"","7412","9157","0000143912000100"
"","7412","26137","0000143912000200"
"","7413","7450","0000143916000100"
"","7414","11547","0000143924000100"
"","7415","11548","0000143931000100"
"","7416","7451","0000143933000100"
"","7417","7452","0000143942000100"
"","7418","11549","0000139779000100"
"","7419","14113","0000139782000100"
"","7420","9158","0000139797000100"
"","7421","26138","0000139798000100"
"","7422","9159","0000139804000100"
"","7423","7453","0000139806000100"
"","7424","26139","0000139807000100"
"","7425","7454","0000139844000300"
"","7425","9160","0000139844000200"
"","7425","14114","0000139844000400"
"","7426","7455","0000141743000100"
"","7427","9161","0000141744000100"
"","7428","9951","0000141746000100"
"","7429","7456","0000141755000100"
"","7430","775","0000141913000100"
"","7430","14115","0000141913000200"
"","7431","14116","0000141941000100"
"","7432","6226","0000141942000100"
"","7433","6227","0000141949000100"
"","7434","7457","0000141950000100"
"","7435","14117","0000141951000100"
"","7436","26140","0000141953000100"
"","7437","9162","0000141983000100"
"","7438","14118","0000142388000100"
"","7439","7458","0000142398000100"
"","7440","9952","0000140106000100"
"","7441","9163","0000140112000100"
"","7442","26141","0000141964000100"
"","7443","26142","0000141974000100"
"","7444","7459","0000142173000100"
"","7445","14119","0000142174000100"
"","7446","9953","0000142178000100"
"","7447","11550","0000142192000100"
"","7448","9954","0000142403000100"
"","7449","14120","0000142406000100"
"","7450","9955","0000142409000100"
"","7451","9956","0000142417000100"
"","7452","26143","0000143508000100"
"","7453","9164","0000143521000100"
"","7454","776","0000143523000100"
"","7455","6228","0000143604000100"
"","7456","7460","0000143607000100"
"","7457","6229","0000143627000100"
"","7458","7461","0000143635000100"
"","7459","777","0000143798000100"
"","7460","778","0000143812000200"
"","7461","26144","0000143816000100"
"","7462","7462","0000143822000100"
"","7463","26145","0000145363000100"
"","7464","779","0000145472000100"
"","7465","26146","0000146173000100"
"","7466","7463","0000146179000100"
"","7467","9957","0000146180000100"
"","7468","7464","0000146192000100"
"","7469","9958","0000146227000100"
"","7470","9959","0000146290000100"
"","7471","9165","0000141437000100"
"","7472","9166","0000141439000100"
"","7473","9167","0000141441000100"
"","7474","11551","0000141447000100"
"","7475","6230","0000141460000100"
"","7476","9960","0000141461000100"
"","7477","7465","0000141462000100"
"","7478","26147","0000141464000100"
"","7479","26148","0000143838000100"
"","7480","11552","0000143843000100"
"","7481","9961","0000143847000100"
"","7482","26149","0000143868000100"
"","7483","9168","0000143870000100"
"","7484","780","0000143874000100"
"","7485","781","0000143883000100"
"","7486","26150","0000143884000100"
"","7487","7466","0000143885000100"
"","7488","7467","0000143887000100"
"","7489","9169","0000140161000100"
"","7490","26151","0000140165000100"
"","7491","26152","0000141709000100"
"","7492","9170","0000141713000100"
"","7493","782","0000141720000100"
