gamename,date,avg,gain,peak,avg_peak_perc,site
"Dungeons of Dredmor",2012-10-01 00:00:00.000,129.96,-59.04,268,0.4849,"SteamCharts"
"Risen",2012-10-01 00:00:00.000,75.06,46.81,325,0.231,"SteamCharts"
"Pirates, Vikings, & Knights II",2012-10-01 00:00:00.000,212.1,52.91,501,0.4234,"SteamCharts"
"Torchlight",2012-10-01 00:00:00.000,361.61,-474.69,998,0.3623,"SteamCharts"
"Half-Life: Blue Shift",2012-10-01 00:00:00.000,19.19,-5.57,44,0.4361,"SteamCharts"
"Gothic II: Gold Edition",2012-10-01 00:00:00.000,20.37,4.04,59,0.3453,"SteamCharts"
"Half-Life: Source",2012-10-01 00:00:00.000,30.79,-27.37,80,0.3849,"SteamCharts"
"The Ultimate DOOM",2012-10-01 00:00:00.000,4.34,-0.37,14,0.31,"SteamCharts"
"Prototype",2012-10-01 00:00:00.000,44.52,9.27,467,0.0953,"SteamCharts"
"SpaceChem",2012-10-01 00:00:00.000,41.32,-15.38,106,0.3898,"SteamCharts"
"Vindictus",2012-10-01 00:00:00.000,361.68,-220.19,831,0.4352,"SteamCharts"
"Alan Wake's American Nightmare",2012-10-01 00:00:00.000,21.64,-15.63,62,0.349,"SteamCharts"
"Botanicula",2012-10-01 00:00:00.000,13.22,-3.37,41,0.3224,"SteamCharts"
"Worms Armageddon",2012-10-01 00:00:00.000,54.62,10.53,288,0.1897,"SteamCharts"
"BRINK",2012-10-01 00:00:00.000,57.12,-8.87,150,0.3808,"SteamCharts"
"Warhammer 40,000: Dawn of War - Game of the Year Edition",2012-10-01 00:00:00.000,44.97,22.62,327,0.1375,"SteamCharts"
"Tiny and Big: Grandpa's Leftovers",2012-10-01 00:00:00.000,4.31,-1.6,30,0.1437,"SteamCharts"
"World of Goo",2012-10-01 00:00:00.000,44.99,22.42,368,0.1223,"SteamCharts"
"Overlord",2012-10-01 00:00:00.000,27.26,8.07,224,0.1217,"SteamCharts"
"Day of Defeat",2012-10-01 00:00:00.000,297,7.41,580,0.5121,"SteamCharts"
"Jet Set Radio",2012-10-01 00:00:00.000,23.31,-90.52,68,0.3428,"SteamCharts"
"Gothic",2012-10-01 00:00:00.000,9.86,5.76,54,0.1826,"SteamCharts"
"Team Fortress Classic",2012-10-01 00:00:00.000,77.51,-6.32,179,0.433,"SteamCharts"
"Defense Grid: The Awakening",2012-10-01 00:00:00.000,114.82,-26.7,209,0.5494,"SteamCharts"
"Anomaly Warzone Earth",2012-10-01 00:00:00.000,7.03,-4.2,19,0.37,"SteamCharts"
"Hearts of Iron III",2012-10-01 00:00:00.000,339.13,84.57,746,0.4546,"SteamCharts"
"Caster",2012-10-01 00:00:00.000,0.15,0.02,2,0.075,"SteamCharts"
"F.E.A.R. 2: Project Origin",2012-10-01 00:00:00.000,66.15,-1.21,184,0.3595,"SteamCharts"
"Hard Reset",2012-10-01 00:00:00.000,15.02,-3.51,37,0.4059,"SteamCharts"
"Medal of Honor(TM) Single Player",2012-10-01 00:00:00.000,18.11,3.82,50,0.3622,"SteamCharts"
"Mount & Blade",2012-10-01 00:00:00.000,115.01,-42.81,225,0.5112,"SteamCharts"
"Arma: Cold War Assault",2012-10-01 00:00:00.000,4.57,-0.49,13,0.3515,"SteamCharts"
"Alpha Protocol",2012-10-01 00:00:00.000,46.06,25.65,302,0.1525,"SteamCharts"
"Far Cry",2012-10-01 00:00:00.000,24.06,-2.5,56,0.4296,"SteamCharts"
"Counter-Strike: Global Offensive",2012-11-01 00:00:00.000,14134.1,3394.62,50533,0.2797,"SteamCharts"
"Dota 2",2012-11-01 00:00:00.000,101077.43,25111.99,169631,0.5959,"SteamCharts"
"Team Fortress 2",2012-11-01 00:00:00.000,42498.53,-4480.17,80988,0.5248,"SteamCharts"
"Garry's Mod",2012-11-01 00:00:00.000,8272.51,2692.52,17995,0.4597,"SteamCharts"
"DayZ",2012-11-01 00:00:00.000,0.46,0.33,5,0.092,"SteamCharts"
"Spacewar",2012-11-01 00:00:00.000,42.98,-5.85,90,0.4776,"SteamCharts"
"Sid Meier's Civilization V",2012-11-01 00:00:00.000,20404.77,1375.5,39677,0.5143,"SteamCharts"
"Counter-Strike",2012-11-01 00:00:00.000,29669.97,833.67,56957,0.5209,"SteamCharts"
"The Elder Scrolls V: Skyrim",2012-11-01 00:00:00.000,22058.93,1780.14,46165,0.4778,"SteamCharts"
"Mount & Blade: Warband",2012-11-01 00:00:00.000,2678.41,-114.97,6473,0.4138,"SteamCharts"
"Total War: MEDIEVAL II - Definitive Edition",2012-11-01 00:00:00.000,760.01,-184.95,1329,0.5719,"SteamCharts"
"Crusader Kings II",2012-11-01 00:00:00.000,1411.88,119.08,2531,0.5578,"SteamCharts"
"Borderlands 2",2012-11-01 00:00:00.000,15770.14,-16196,31391,0.5024,"SteamCharts"
"Total War: EMPIRE - Definitive Edition",2012-11-01 00:00:00.000,4380.22,-18.86,8524,0.5139,"SteamCharts"
"The Sims(TM) 3",2012-11-01 00:00:00.000,696.98,274.42,1897,0.3674,"SteamCharts"
"Total War: SHOGUN 2",2012-11-01 00:00:00.000,4175.62,-580.01,8398,0.4972,"SteamCharts"
"Portal 2",2012-11-01 00:00:00.000,1795.32,574.79,8555,0.2099,"SteamCharts"
"Star Trek Online",2012-11-01 00:00:00.000,1573.91,345.71,3218,0.4891,"SteamCharts"
"Realm of the Mad God Exalt",2012-11-01 00:00:00.000,678.92,-75.25,1523,0.4458,"SteamCharts"
"Train Simulator",2012-11-01 00:00:00.000,773.36,-62.08,1861,0.4156,"SteamCharts"
"Total War: NAPOLEON - Definitive Edition",2012-11-01 00:00:00.000,1802.44,-97.25,3890,0.4634,"SteamCharts"
"Grand Theft Auto IV: The Complete Edition",2012-11-01 00:00:00.000,1909.07,1108.01,4623,0.413,"SteamCharts"
"Rome: Total War",2012-11-01 00:00:00.000,631.66,-172.25,1203,0.5251,"SteamCharts"
"Plants vs. Zombies: Game of the Year",2012-11-01 00:00:00.000,665.35,146.86,1265,0.526,"SteamCharts"
"Stronghold Crusader HD",2012-11-01 00:00:00.000,26.36,2.14,63,0.4184,"SteamCharts"
"Sid Meier's Civilization IV: Beyond the Sword",2012-11-01 00:00:00.000,390.16,40.48,681,0.5729,"SteamCharts"
"MapleStory",2012-11-01 00:00:00.000,368.84,14.07,810,0.4554,"SteamCharts"
"Sid Meier's Civilization III: Complete",2012-11-01 00:00:00.000,182.54,11.13,348,0.5245,"SteamCharts"
"XCOM: Enemy Unknown",2012-11-01 00:00:00.000,7653.91,-12699.23,18995,0.4029,"SteamCharts"
"The Elder Scrolls IV: Oblivion",2012-11-01 00:00:00.000,389.98,-14.5,737,0.5291,"SteamCharts"
"Spore",2012-11-01 00:00:00.000,195.48,66.2,590,0.3313,"SteamCharts"
"Insurgency",2012-11-01 00:00:00.000,1.2,1.01,25,0.048,"SteamCharts"
"Source Filmmaker",2012-11-01 00:00:00.000,188.92,-15.34,365,0.5176,"SteamCharts"
"The Lord of the Rings Online™",2012-11-01 00:00:00.000,1044.67,-90.58,2057,0.5079,"SteamCharts"
"Victoria II",2012-11-01 00:00:00.000,163.09,22.86,322,0.5065,"SteamCharts"
"FTL: Faster Than Light",2012-11-01 00:00:00.000,1200.02,-1188.46,2612,0.4594,"SteamCharts"
"Half-Life 2",2012-11-01 00:00:00.000,664.6,-32.21,1407,0.4724,"SteamCharts"
"TERA",2012-11-01 00:00:00.000,2.86,-3.85,15,0.1907,"SteamCharts"
"Fallout: New Vegas RU",2012-11-01 00:00:00.000,374.03,22.89,890,0.4203,"SteamCharts"
"The Witcher 2: Assassins of Kings Enhanced Edition",2012-11-01 00:00:00.000,429.17,182.15,2169,0.1979,"SteamCharts"
"Warhammer 40,000: Dawn of War - Soulstorm",2012-11-01 00:00:00.000,135.75,-18.84,263,0.5162,"SteamCharts"
"The Witcher: Enhanced Edition",2012-11-01 00:00:00.000,268.21,68.7,897,0.299,"SteamCharts"
"STAR WARS™ Knights of the Old Republic™ II: The Sith Lords™",2012-11-01 00:00:00.000,364.8,178.82,1466,0.2488,"SteamCharts"
"RaceRoom Racing Experience",2012-11-01 00:00:00.000,45.82,-12.24,111,0.4128,"SteamCharts"
"Sins of a Solar Empire: Rebellion",2012-11-01 00:00:00.000,665.04,190.34,1684,0.3949,"SteamCharts"
"Left 4 Dead",2012-11-01 00:00:00.000,787.05,67.56,1758,0.4477,"SteamCharts"
"Stronghold Kingdoms",2012-11-01 00:00:00.000,2867.86,104.94,4376,0.6554,"SteamCharts"
"Resident Evil 5",2012-11-01 00:00:00.000,47.87,-64.32,107,0.4474,"SteamCharts"
"Football Manager 2012",2012-11-01 00:00:00.000,11837.19,-7808.31,29139,0.4062,"SteamCharts"
"Mass Effect",2012-11-01 00:00:00.000,308.47,94.94,1121,0.2752,"SteamCharts"
"The Elder Scrolls III: Morrowind",2012-11-01 00:00:00.000,139.73,-9.82,273,0.5118,"SteamCharts"
"SimCity 4 Deluxe",2012-11-01 00:00:00.000,369.47,48.93,1224,0.3019,"SteamCharts"
"F1 2012",2012-11-01 00:00:00.000,1129.19,-54.5,3109,0.3632,"SteamCharts"
"Farming Simulator 2013",2012-11-01 00:00:00.000,1535.37,-406.57,4265,0.36,"SteamCharts"
"Torchlight II",2012-11-01 00:00:00.000,3983.36,-3663.13,9725,0.4096,"SteamCharts"
"S.T.A.L.K.E.R.: Shadow of Chernobyl",2012-11-01 00:00:00.000,126.65,0.95,287,0.4413,"SteamCharts"
"Call of Duty: Modern Warfare 2",2012-11-01 00:00:00.000,985.32,73.43,2046,0.4816,"SteamCharts"
"DC Universe Online",2012-11-01 00:00:00.000,949.52,-73.23,1693,0.5609,"SteamCharts"
"Terraria",2012-11-01 00:00:00.000,3976.15,785.12,10799,0.3682,"SteamCharts"
"Left 4 Dead 2",2012-11-01 00:00:00.000,9416.89,470.03,21298,0.4421,"SteamCharts"
"Counter-Strike: Source",2012-11-01 00:00:00.000,20402.02,-71.42,42386,0.4813,"SteamCharts"
"Fallout: New Vegas",2012-11-01 00:00:00.000,3218.65,411.38,6372,0.5051,"SteamCharts"
"Killing Floor",2012-11-01 00:00:00.000,3415.24,558.18,8563,0.3988,"SteamCharts"
"Portal",2012-11-01 00:00:00.000,325.77,99.55,1442,0.2259,"SteamCharts"
"Chivalry: Medieval Warfare",2012-11-01 00:00:00.000,2361.54,1082.65,8421,0.2804,"SteamCharts"
"Castle Crashers",2012-11-01 00:00:00.000,560.1,250.09,3639,0.1539,"SteamCharts"
"Hotline Miami",2012-11-01 00:00:00.000,279.34,-207.18,1572,0.1777,"SteamCharts"
"Saints Row: The Third",2012-11-01 00:00:00.000,1840.93,-16.79,9874,0.1864,"SteamCharts"
"The Binding of Isaac",2012-11-01 00:00:00.000,1560.22,-83.66,2806,0.556,"SteamCharts"
"To the Moon",2012-11-01 00:00:00.000,58.45,29.4,498,0.1174,"SteamCharts"
"Dishonored",2012-11-01 00:00:00.000,2147.94,-4243.07,5728,0.375,"SteamCharts"
"POSTAL 2",2012-11-01 00:00:00.000,64.53,64.52,264,0.2444,"SteamCharts"
"PAYDAY: The Heist",2012-11-01 00:00:00.000,943.83,-866.37,2059,0.4584,"SteamCharts"
"Just Cause 2",2012-11-01 00:00:00.000,1021.87,43.47,2154,0.4744,"SteamCharts"
"Spec Ops: The Line",2012-11-01 00:00:00.000,188.14,5.1,549,0.3427,"SteamCharts"
"The Stanley Parable",2012-11-01 00:00:00.000,0.31,0.27,4,0.0775,"SteamCharts"
"Mafia II (Classic)",2012-11-01 00:00:00.000,762.29,8.97,1756,0.4341,"SteamCharts"
"LIMBO",2012-11-01 00:00:00.000,159.53,67.27,666,0.2395,"SteamCharts"
"Star Wars: Battlefront 2 (Classic, 2005)",2012-11-01 00:00:00.000,152.56,38.34,428,0.3564,"SteamCharts"
"Bastion",2012-11-01 00:00:00.000,144.68,43.16,671,0.2156,"SteamCharts"
"Half-Life",2012-11-01 00:00:00.000,157.47,2.12,356,0.4423,"SteamCharts"
"Rising Storm/Red Orchestra 2 Multiplayer",2012-11-01 00:00:00.000,610.45,32.71,1445,0.4225,"SteamCharts"
"Grand Theft Auto: San Andreas",2012-11-01 00:00:00.000,284.93,59.98,621,0.4588,"SteamCharts"
"Batman: Arkham City GOTY",2012-11-01 00:00:00.000,390.59,265.64,2812,0.1389,"SteamCharts"
"Battlefield: Bad Company™ 2",2012-11-01 00:00:00.000,628.14,9.34,1194,0.5261,"SteamCharts"
"Alan Wake",2012-11-01 00:00:00.000,169.93,31.45,531,0.32,"SteamCharts"
"ORION: Prelude",2012-11-01 00:00:00.000,4.01,-0.69,19,0.2111,"SteamCharts"
"Max Payne 3",2012-11-01 00:00:00.000,766.27,576.62,5582,0.1373,"SteamCharts"
"Magicka",2012-11-01 00:00:00.000,417.43,56.68,1504,0.2775,"SteamCharts"
"Awesomenauts",2012-11-01 00:00:00.000,1205.44,847.65,7983,0.151,"SteamCharts"
"Batman: Arkham Asylum GOTY Edition",2012-11-01 00:00:00.000,147.17,38.14,629,0.234,"SteamCharts"
"Amnesia: The Dark Descent",2012-11-01 00:00:00.000,209.97,52.26,857,0.245,"SteamCharts"
"APB Reloaded",2012-11-01 00:00:00.000,2297.09,22.65,4677,0.4911,"SteamCharts"
"Call of Duty: World at War",2012-11-01 00:00:00.000,333.71,66.3,829,0.4025,"SteamCharts"
"Mirror's Edge",2012-11-01 00:00:00.000,73.8,25.83,389,0.1897,"SteamCharts"
"Fallout 3 - Game of the Year Edition",2012-11-01 00:00:00.000,473.4,146.98,1074,0.4408,"SteamCharts"
"Arma 2: Operation Arrowhead",2012-11-01 00:00:00.000,2138.68,-133.95,4663,0.4586,"SteamCharts"
"Alien Swarm",2012-11-01 00:00:00.000,226.45,-14,524,0.4322,"SteamCharts"
"Trine 2",2012-11-01 00:00:00.000,136.06,16.73,609,0.2234,"SteamCharts"
"Spiral Knights",2012-11-01 00:00:00.000,1166.43,165.39,2944,0.3962,"SteamCharts"
"Serious Sam 3: BFE",2012-11-01 00:00:00.000,240.33,-5.69,674,0.3566,"SteamCharts"
"Assassin's Creed II",2012-11-01 00:00:00.000,923.55,342.75,2199,0.42,"SteamCharts"
"DmC Devil May Cry",2012-11-01 00:00:00.000,2.94,1.23,23,0.1278,"SteamCharts"
"Call of Duty: Black Ops",2012-11-01 00:00:00.000,1425.63,113.85,3245,0.4393,"SteamCharts"
"L.A. Noire",2012-11-01 00:00:00.000,259.15,49.88,1040,0.2492,"SteamCharts"
"Half-Life 2: Episode Two",2012-11-01 00:00:00.000,156.82,-9.31,309,0.5075,"SteamCharts"
"Age of Empires® III (2007)",2012-11-01 00:00:00.000,614.73,383.18,3820,0.1609,"SteamCharts"
"Orcs Must Die! 2",2012-11-01 00:00:00.000,1136.89,665.19,5680,0.2002,"SteamCharts"
"Guns of Icarus Online",2012-11-01 00:00:00.000,167.43,58.06,877,0.1909,"SteamCharts"
"Antichamber",2012-11-01 00:00:00.000,0.01,0.01,1,0.01,"SteamCharts"
"Dino D-Day",2012-11-01 00:00:00.000,9.61,-0.47,32,0.3003,"SteamCharts"
"Counter-Strike: Condition Zero",2012-11-01 00:00:00.000,1567.17,37.29,3183,0.4924,"SteamCharts"
"The Darkness II",2012-11-01 00:00:00.000,89.77,15.18,385,0.2332,"SteamCharts"
"STAR WARS™: Knights of the Old Republic™",2012-11-01 00:00:00.000,293.46,102.99,880,0.3335,"SteamCharts"
"Need for Speed: Hot Pursuit",2012-11-01 00:00:00.000,87.49,11.89,193,0.4533,"SteamCharts"
"Dungeon Defenders",2012-11-01 00:00:00.000,2051.94,371.9,4569,0.4491,"SteamCharts"
"Mass Effect 2",2012-11-01 00:00:00.000,367.75,82.61,1096,0.3355,"SteamCharts"
"Day of Defeat: Source",2012-11-01 00:00:00.000,1166.65,-38.8,2566,0.4547,"SteamCharts"
"Bad Rats",2012-11-01 00:00:00.000,1.79,0.76,9,0.1989,"SteamCharts"
"S.T.A.L.K.E.R.: Call of Pripyat",2012-11-01 00:00:00.000,165.07,-5.86,348,0.4743,"SteamCharts"
"Fallout 3",2012-11-01 00:00:00.000,68.65,9.01,148,0.4639,"SteamCharts"
"Moonbase Alpha",2012-11-01 00:00:00.000,35.35,5.68,109,0.3243,"SteamCharts"
"Warhammer 40,000: Space Marine",2012-11-01 00:00:00.000,281.21,-31.9,616,0.4565,"SteamCharts"
"Grand Theft Auto: Vice City",2012-11-01 00:00:00.000,68.5,-21.28,158,0.4335,"SteamCharts"
"Burnout Paradise: The Ultimate Box",2012-11-01 00:00:00.000,45.03,9.21,130,0.3464,"SteamCharts"
"Aliens vs. Predator",2012-11-01 00:00:00.000,142.33,-50.94,321,0.4434,"SteamCharts"
"Trine",2012-11-01 00:00:00.000,46.86,6.72,271,0.1729,"SteamCharts"
"Saints Row 2",2012-11-01 00:00:00.000,149.72,-16.18,306,0.4893,"SteamCharts"
"RAGE",2012-11-01 00:00:00.000,544.8,182.57,1768,0.3081,"SteamCharts"
"Gotham City Impostors: Free To Play",2012-11-01 00:00:00.000,694.75,-246.18,1511,0.4598,"SteamCharts"
"Dead Space",2012-11-01 00:00:00.000,136.33,56.62,480,0.284,"SteamCharts"
"Deadlight",2012-11-01 00:00:00.000,164.7,-317.38,745,0.2211,"SteamCharts"
"Dead Space 2",2012-11-01 00:00:00.000,162.42,62.81,507,0.3204,"SteamCharts"
"Dragon Age: Origins - Ultimate Edition",2012-11-01 00:00:00.000,376.69,142.86,1373,0.2744,"SteamCharts"
"Tropico 4",2012-11-01 00:00:00.000,991.32,711.21,4734,0.2094,"SteamCharts"
"Call of Duty 4: Modern Warfare",2012-11-01 00:00:00.000,310.15,12.61,604,0.5135,"SteamCharts"
"Kingdoms of Amalur: Reckoning™",2012-11-01 00:00:00.000,79.32,11.92,163,0.4866,"SteamCharts"
"Bully: Scholarship Edition",2012-11-01 00:00:00.000,32.36,-0.91,93,0.348,"SteamCharts"
"Natural Selection 2",2012-11-01 00:00:00.000,2828.19,2502.25,7067,0.4002,"SteamCharts"
"TrackMania Nations Forever",2012-11-01 00:00:00.000,226.72,-7.21,513,0.4419,"SteamCharts"
"Ultra Street Fighter IV",2012-11-01 00:00:00.000,261.37,35.31,779,0.3355,"SteamCharts"
"Psychonauts",2012-11-01 00:00:00.000,71.22,2.01,321,0.2219,"SteamCharts"
"Half-Life 2: Episode One",2012-11-01 00:00:00.000,119.71,-1.66,248,0.4827,"SteamCharts"
"AirMech Strike",2012-11-01 00:00:00.000,561.45,509.15,2336,0.2403,"SteamCharts"
"Defy Gravity",2012-11-01 00:00:00.000,0.19,-0.04,3,0.0633,"SteamCharts"
"Thomas Was Alone",2012-11-01 00:00:00.000,15.28,15.28,61,0.2505,"SteamCharts"
"Deponia",2012-11-01 00:00:00.000,84.04,54.4,518,0.1622,"SteamCharts"
"Fallout",2012-11-01 00:00:00.000,16.79,5.06,64,0.2623,"SteamCharts"
"Sonic Generations",2012-11-01 00:00:00.000,116.38,44.92,525,0.2217,"SteamCharts"
"RIFT",2012-11-01 00:00:00.000,370.82,175.01,934,0.397,"SteamCharts"
"Crysis 2 Maximum Edition",2012-11-01 00:00:00.000,260.25,50.03,1546,0.1683,"SteamCharts"
"VVVVVV",2012-11-01 00:00:00.000,12.99,2.75,45,0.2887,"SteamCharts"
"Assassin's Creed Brotherhood",2012-11-01 00:00:00.000,707.35,211.62,1655,0.4274,"SteamCharts"
"Braid",2012-11-01 00:00:00.000,40.71,11,123,0.331,"SteamCharts"
"STAR WARS™ Empire at War: Gold Pack",2012-11-01 00:00:00.000,103.93,17.49,217,0.4789,"SteamCharts"
"Tribes: Ascend",2012-11-01 00:00:00.000,581.73,-116.36,1115,0.5217,"SteamCharts"
"STAR WARS™ Republic Commando",2012-11-01 00:00:00.000,19.14,3.84,65,0.2945,"SteamCharts"
"Gear Up",2012-11-01 00:00:00.000,3.62,-2.58,39,0.0928,"SteamCharts"
"F.E.A.R.",2012-11-01 00:00:00.000,59.33,31.04,240,0.2472,"SteamCharts"
"Deus Ex: Game of the Year Edition",2012-11-01 00:00:00.000,46.82,-3.5,100,0.4682,"SteamCharts"
"Mount & Blade: With Fire and Sword",2012-11-01 00:00:00.000,372.52,-32.43,932,0.3997,"SteamCharts"
"Dragon Age: Origins",2012-11-01 00:00:00.000,125.61,20.81,247,0.5085,"SteamCharts"
"Vampire: The Masquerade - Bloodlines",2012-11-01 00:00:00.000,158.57,88.28,567,0.2797,"SteamCharts"
"Crysis",2012-11-01 00:00:00.000,141.28,36.26,802,0.1762,"SteamCharts"
"Half-Life 2: Deathmatch",2012-11-01 00:00:00.000,373.67,-13.43,764,0.4891,"SteamCharts"
"Super Crate Box",2012-11-01 00:00:00.000,61.13,-20.41,149,0.4103,"SteamCharts"
"Assassin's Creed Revelations",2012-11-01 00:00:00.000,534.94,155.42,1266,0.4225,"SteamCharts"
"Hitman: Blood Money",2012-11-01 00:00:00.000,231.13,126.76,840,0.2752,"SteamCharts"
"Half-Life 2: Lost Coast",2012-11-01 00:00:00.000,26.5,-1.02,66,0.4015,"SteamCharts"
"Lucius",2012-11-01 00:00:00.000,46.59,-181.01,239,0.1949,"SteamCharts"
"Assassin's Creed",2012-11-01 00:00:00.000,243.92,91.94,624,0.3909,"SteamCharts"
"Endless Space® - Definitive Edition",2012-11-01 00:00:00.000,681.83,142.82,7429,0.0918,"SteamCharts"
"STAR WARS™ Jedi Knight: Jedi Academy™",2012-11-01 00:00:00.000,55.31,12.26,134,0.4128,"SteamCharts"
"Anno 2070",2012-11-01 00:00:00.000,452.49,-81.1,852,0.5311,"SteamCharts"
"Warhammer 40,000: Dawn of War II",2012-11-01 00:00:00.000,372.08,-100.92,1048,0.355,"SteamCharts"
"S.T.A.L.K.E.R.: Clear Sky",2012-11-01 00:00:00.000,69.9,14.06,161,0.4342,"SteamCharts"
"Homefront",2012-11-01 00:00:00.000,157.73,-28.31,396,0.3983,"SteamCharts"
"FlatOut 2",2012-11-01 00:00:00.000,23.23,-0.39,69,0.3367,"SteamCharts"
"Machinarium",2012-11-01 00:00:00.000,35.09,21.08,112,0.3133,"SteamCharts"
"PROTOTYPE 2",2012-11-01 00:00:00.000,384.54,177.16,1095,0.3512,"SteamCharts"
"Orcs Must Die!",2012-11-01 00:00:00.000,137.37,46.61,386,0.3559,"SteamCharts"
"Serious Sam 2",2012-11-01 00:00:00.000,14.27,-4.83,42,0.3398,"SteamCharts"
"F.E.A.R. 3",2012-11-01 00:00:00.000,211.41,71.06,766,0.276,"SteamCharts"
"Supreme Commander 2",2012-11-01 00:00:00.000,536.37,36.93,1131,0.4742,"SteamCharts"
"Far Cry 2",2012-11-01 00:00:00.000,144.82,48.21,327,0.4429,"SteamCharts"
"Zombie Panic! Source",2012-11-01 00:00:00.000,247.19,-36.1,545,0.4536,"SteamCharts"
"Half-Life: Opposing Force",2012-11-01 00:00:00.000,38.63,-2.67,83,0.4654,"SteamCharts"
"Cave Story+",2012-11-01 00:00:00.000,71.71,44.31,307,0.2336,"SteamCharts"
"Recettear: An Item Shop's Tale",2012-11-01 00:00:00.000,76.85,35.87,301,0.2553,"SteamCharts"
"Supreme Commander: Forged Alliance",2012-11-01 00:00:00.000,186.57,-9.48,425,0.439,"SteamCharts"
"The Ship",2012-11-01 00:00:00.000,28.62,-4.92,108,0.265,"SteamCharts"
"Company of Heroes - Legacy Edition",2012-11-01 00:00:00.000,546.55,-129.93,2222,0.246,"SteamCharts"
"Fallout 2",2012-11-01 00:00:00.000,20.92,2.88,52,0.4023,"SteamCharts"
"Grand Theft Auto III",2012-11-01 00:00:00.000,26.52,7.77,62,0.4277,"SteamCharts"
"E.Y.E: Divine Cybermancy",2012-11-01 00:00:00.000,39.99,20.14,187,0.2139,"SteamCharts"
"Duke Nukem Forever",2012-11-01 00:00:00.000,120.26,4.82,257,0.4679,"SteamCharts"
"Legend of Grimrock",2012-11-01 00:00:00.000,187.39,59.12,1336,0.1403,"SteamCharts"
"Secret World Legends",2012-11-01 00:00:00.000,94.62,-15.35,184,0.5142,"SteamCharts"
"Binary Domain",2012-11-01 00:00:00.000,15.69,-0.57,46,0.3411,"SteamCharts"
"Command and Conquer: Red Alert 3",2012-11-01 00:00:00.000,89.46,1.53,189,0.4733,"SteamCharts"
"Dark Messiah of Might & Magic Single Player",2012-11-01 00:00:00.000,30.4,-2.56,90,0.3378,"SteamCharts"
"Fable - The Lost Chapters",2012-11-01 00:00:00.000,71.68,18.99,243,0.295,"SteamCharts"
"BEEP",2012-11-01 00:00:00.000,0.39,0.15,4,0.0975,"SteamCharts"
"DOOM 3: BFG Edition",2012-11-01 00:00:00.000,223.19,-131.42,564,0.3957,"SteamCharts"
"Serious Sam HD: The First Encounter",2012-11-01 00:00:00.000,29.89,-4.68,79,0.3784,"SteamCharts"
"Max Payne",2012-11-01 00:00:00.000,19.29,7.33,99,0.1948,"SteamCharts"
"The Tiny Bang Story",2012-11-01 00:00:00.000,5.68,0.05,19,0.2989,"SteamCharts"
"Worms Revolution",2012-11-01 00:00:00.000,207.26,-367.35,510,0.4064,"SteamCharts"
"Dungeons of Dredmor",2012-11-01 00:00:00.000,172.23,42.27,363,0.4745,"SteamCharts"
"Risen",2012-11-01 00:00:00.000,32.59,-42.47,80,0.4074,"SteamCharts"
"Pirates, Vikings, & Knights II",2012-11-01 00:00:00.000,148.74,-63.36,353,0.4214,"SteamCharts"
"Torchlight",2012-11-01 00:00:00.000,193.63,-167.98,396,0.489,"SteamCharts"
"Half-Life: Blue Shift",2012-11-01 00:00:00.000,16.94,-2.25,42,0.4033,"SteamCharts"
"Gothic II: Gold Edition",2012-11-01 00:00:00.000,18.3,-2.08,46,0.3978,"SteamCharts"
"Half-Life: Source",2012-11-01 00:00:00.000,28.02,-2.77,74,0.3786,"SteamCharts"
"The Ultimate DOOM",2012-11-01 00:00:00.000,5.17,0.83,16,0.3231,"SteamCharts"
"Prototype",2012-11-01 00:00:00.000,175.6,131.08,612,0.2869,"SteamCharts"
"SpaceChem",2012-11-01 00:00:00.000,36.38,-4.94,107,0.34,"SteamCharts"
"Vindictus",2012-11-01 00:00:00.000,393.87,32.19,953,0.4133,"SteamCharts"
"Alan Wake's American Nightmare",2012-11-01 00:00:00.000,27.76,6.12,89,0.3119,"SteamCharts"
"Botanicula",2012-11-01 00:00:00.000,16.24,3.02,79,0.2056,"SteamCharts"
"Worms Armageddon",2012-11-01 00:00:00.000,9.67,-44.95,29,0.3334,"SteamCharts"
"BRINK",2012-11-01 00:00:00.000,52.76,-4.37,139,0.3796,"SteamCharts"
"Warhammer 40,000: Dawn of War - Game of the Year Edition",2012-11-01 00:00:00.000,24.07,-20.9,69,0.3488,"SteamCharts"
"Tiny and Big: Grandpa's Leftovers",2012-11-01 00:00:00.000,3.92,-0.38,27,0.1452,"SteamCharts"
