OrderNumber,OrderDate,Customer Name Index,Channel Index,Currency Index,Warehouse Index,Delivery Region Index,Product Description Index,Order Quantity,Unit Price,Line Total,Total Unit Cost,D_RANK,Cummulative Sales %
"SO - 0006535",2016-01-01 00:00:00.000,16,3,1,4,44,7,8,142.93,1143.47,57.17,3045,0.75033869889972282
"SO - 0006592",2016-01-11 00:00:00.000,16,3,1,4,47,7,6,213.66,1281.93,134.6,2786,0.71936719385234615
"SO - 0006821",2016-03-03 00:00:00.000,16,3,1,4,44,7,1,302.24,302.24,241.8,6292,0.9726803014622516
"SO - 0007083",2016-04-28 00:00:00.000,16,3,1,4,44,7,3,108.69,326.07,59.78,6244,0.97125008210867436
"SO - 0007173",2016-05-17 00:00:00.000,16,3,1,4,44,7,3,128.79,386.37,96.59,5969,0.96155307016862912
"SO - 0007269",2016-06-11 00:00:00.000,16,3,1,4,47,7,8,689.36,5514.84,475.66,74,0.044521237246427876
"SO - 0007380",2016-07-07 00:00:00.000,16,3,1,4,47,7,4,123.58,494.31,66.73,5482,0.9403874652126003
"SO - 0007503",2016-08-09 00:00:00.000,16,3,1,4,44,7,9,93.06,837.5,79.1,4026,0.8446216640698313
"SO - 0007652",2016-09-20 00:00:00.000,16,3,1,4,44,7,8,297.03,2376.27,136.64,1290,0.45717588330812264
"SO - 0007664",2016-09-23 00:00:00.000,16,3,1,4,47,7,9,100.5,904.5,40.2,3677,0.81433722696778976
"SO - 0007701",2016-09-30 00:00:00.000,16,3,1,4,47,7,2,339.47,678.93,210.47,4640,0.89147843061321586
"SO - 0008062",2016-12-21 00:00:00.000,16,3,1,4,44,7,1,432.52,432.52,302.77,5763,0.95318790539111431
"SO - 000214",2012-01-28 00:00:00.000,16,3,1,4,46,7,7,436.99,3058.92,187.91,793,0.32471230042278643
"SO - 000401",2012-03-09 00:00:00.000,16,3,1,4,46,7,5,115.39,576.94,92.31,5135,0.92213727192212569
"SO - 000533",2012-04-11 00:00:00.000,16,3,1,4,46,7,7,718.39,5028.72,431.03,148,0.082781118713564777
"SO - 000534",2012-04-11 00:00:00.000,16,3,1,4,46,7,7,26.8,187.6,11.26,6970,0.98912240335338086
"SO - 000624",2012-05-01 00:00:00.000,16,3,1,4,46,7,3,22.33,67,17.87,7794,0.999203147340136
"SO - 000928",2012-06-30 00:00:00.000,16,3,1,4,46,7,7,221.1,1547.7,103.92,2327,0.65540822501970608
"SO - 000993",2012-07-18 00:00:00.000,16,3,1,4,46,7,7,27.54,192.81,20.66,6945,0.9885000710543782
"SO - 0001093",2012-08-08 00:00:00.000,16,3,1,4,46,7,5,89.33,446.67,45.56,5646,0.94852292471972366
"SO - 0001094",2012-08-08 00:00:00.000,16,3,1,4,46,7,2,123.58,247.16,86.5,6579,0.98065026694040813
"SO - 0001108",2012-08-14 00:00:00.000,16,3,1,4,46,7,3,198.02,594.07,97.03,5035,0.9162032671989947
"SO - 0001142",2012-08-22 00:00:00.000,16,3,1,4,46,7,4,336.49,1345.96,195.16,2562,0.6890915004806959
"SO - 0001161",2012-08-27 00:00:00.000,16,3,1,4,46,7,4,136.98,547.91,78.08,5288,0.93016472192981
"SO - 0001223",2012-09-11 00:00:00.000,16,3,1,4,46,7,6,121.34,728.07,58.25,4462,0.87861629474470893
"SO - 0001425",2012-10-25 00:00:00.000,16,3,1,4,46,7,5,446.67,2233.33,379.67,1400,0.48305024231666116
"SO - 0001460",2012-11-01 00:00:00.000,16,3,1,4,46,7,7,280.66,1964.59,204.88,1743,0.55448425581437
"SO - 0002015",2013-03-03 00:00:00.000,16,3,1,4,46,7,2,123.58,247.16,75.38,6579,0.98065026694040813
"SO - 0002051",2013-03-11 00:00:00.000,16,3,1,4,46,7,8,119.11,952.89,94.1,3559,0.80391373909849306
"SO - 0002101",2013-03-21 00:00:00.000,16,3,1,4,46,7,8,145.91,1167.29,68.58,2988,0.74345368438548853
"SO - 0002135",2013-03-28 00:00:00.000,16,3,1,4,46,7,2,265.02,530.04,161.66,5335,0.9327912949549686
"SO - 0002611",2013-07-19 00:00:00.000,16,3,1,4,46,7,8,138.47,1107.73,102.47,3140,0.76051032613762171
"SO - 0002983",2013-10-07 00:00:00.000,16,3,1,4,46,7,3,25.31,75.93,18.22,7761,0.99898454711482942
"SO - 0003248",2013-12-11 00:00:00.000,16,3,1,4,46,7,5,681.91,3409.56,313.68,622,0.26945488271139945
"SO - 0003284",2013-12-21 00:00:00.000,16,3,1,4,46,7,3,264.28,792.83,153.28,4222,0.86045662349289187
"SO - 0003292",2013-12-22 00:00:00.000,16,3,1,4,46,7,1,297.78,297.78,128.04,6305,0.973216923908801
"SO - 0003305",2013-12-27 00:00:00.000,16,3,1,4,46,7,1,285.87,285.87,188.67,6356,0.97472381484202564
"SO - 0003402",2014-01-17 00:00:00.000,16,3,1,4,46,7,4,81.89,327.56,45.86,6241,0.97112022273647725
"SO - 0003569",2014-02-21 00:00:00.000,16,3,1,4,46,7,4,661.81,2647.24,469.89,1044,0.39517160441086197
"SO - 0003659",2014-03-15 00:00:00.000,16,3,1,4,46,7,5,426.57,2132.83,230.35,1540,0.5132565978167537
"SO - 0003689",2014-03-23 00:00:00.000,16,3,1,4,46,7,8,270.98,2167.82,214.07,1493,0.50278125157607556
"SO - 0003838",2014-04-25 00:00:00.000,16,3,1,4,46,7,3,24.57,73.7,17.2,7777,0.99906580798371825
"SO - 0003911",2014-05-11 00:00:00.000,16,3,1,4,46,7,5,116.13,580.67,91.75,5111,0.92081520834411867
"SO - 0004049",2014-06-08 00:00:00.000,16,3,1,4,46,7,1,338.72,338.72,135.49,6201,0.96976052539457025
"SO - 0004057",2014-06-10 00:00:00.000,16,3,1,4,46,7,6,445.92,2675.53,209.58,1006,0.385637783894557
"SO - 0004125",2014-06-24 00:00:00.000,16,3,1,4,46,7,9,247.16,2224.4,205.14,1412,0.48593061239057705
"SO - 0004128",2014-06-24 00:00:00.000,16,3,1,4,46,7,2,119.86,239.71,62.32,6627,0.9817381792496862
"SO - 0004148",2014-06-30 00:00:00.000,16,3,1,4,46,7,1,565.78,565.78,265.92,5201,0.92610569958637579
"SO - 0004157",2014-07-02 00:00:00.000,16,3,1,4,46,7,3,442.94,1328.83,287.91,2608,0.69613393497946785
"SO - 0004162",2014-07-03 00:00:00.000,16,3,1,4,46,7,9,247.16,2224.4,168.07,1412,0.48593061239057705
"SO - 0004167",2014-07-03 00:00:00.000,16,3,1,4,46,7,3,142.93,428.8,105.77,5789,0.9543439624761566
"SO - 0004174",2014-07-05 00:00:00.000,16,3,1,4,46,7,4,264.28,1057.11,208.78,3265,0.77383434630516346
"SO - 0004263",2014-07-27 00:00:00.000,16,3,1,4,46,7,3,712.43,2137.3,284.97,1535,0.51176963227983618
"SO - 0004299",2014-08-05 00:00:00.000,16,3,1,4,46,7,2,119.86,239.71,81.5,6627,0.9817381792496862
"SO - 0004325",2014-08-12 00:00:00.000,16,3,1,4,46,7,2,116.13,232.27,74.33,6682,0.98311987771586173
"SO - 0004428",2014-09-04 00:00:00.000,16,3,1,4,46,7,6,116.88,701.27,77.14,4557,0.88592414678654885
"SO - 0004489",2014-09-18 00:00:00.000,16,3,1,4,46,7,1,267.26,267.26,181.73,6436,0.97680207129072094
"SO - 0004633",2014-10-19 00:00:00.000,16,3,1,4,46,7,6,121.34,728.07,67.95,4462,0.87861629474470893
"SO - 0004860",2014-12-08 00:00:00.000,16,3,1,4,46,7,3,606.72,1820.17,479.31,1877,0.57938367843601013
"SO - 0004970",2015-01-02 00:00:00.000,16,3,1,4,46,7,1,29.78,29.78,13.7,7918,0.9998165169920884
"SO - 0005044",2015-01-17 00:00:00.000,16,3,1,4,46,7,2,126.56,253.11,79.73,6509,0.97883758625182182
"SO - 0005100",2015-01-28 00:00:00.000,16,3,1,4,46,7,3,121.34,364.03,63.1,6083,0.96585336354760121
"SO - 0005105",2015-01-30 00:00:00.000,16,3,1,4,46,7,3,442.94,1328.83,181.61,2608,0.69613393497946785
"SO - 0005473",2015-04-26 00:00:00.000,16,3,1,4,46,7,7,26.8,187.6,18.49,6970,0.98912240335338086
"SO - 0005679",2015-06-17 00:00:00.000,16,3,1,4,46,7,8,124.32,994.58,87.03,3453,0.79413605238916107
"SO - 0005683",2015-06-18 00:00:00.000,16,3,1,4,46,7,6,437.73,2626.4,350.19,1071,0.40382234398039568
"SO - 0005777",2015-07-12 00:00:00.000,16,3,1,4,46,7,7,119.86,838.99,59.93,4017,0.84412163851827682
"SO - 0005845",2015-08-01 00:00:00.000,16,3,1,4,46,7,6,268,1608,187.6,2245,0.64303596692051512
"SO - 0005955",2015-08-27 00:00:00.000,16,3,1,4,46,7,2,29.78,59.56,16.38,7822,0.999363454039351
"SO - 0005959",2015-08-28 00:00:00.000,16,3,1,4,46,7,2,123.58,247.16,63.02,6579,0.98065026694040813
"SO - 0005972",2015-08-31 00:00:00.000,16,3,1,4,46,7,8,337.23,2697.87,188.85,988,0.38030158583904716
"SO - 0006162",2015-10-12 00:00:00.000,16,3,1,4,46,7,7,440.71,3084.98,321.72,759,0.31585370048024053
"SO - 0006208",2015-10-23 00:00:00.000,16,3,1,4,46,7,7,128.04,896.31,64.02,3696,0.81576789211529144
"SO - 0006260",2015-11-02 00:00:00.000,16,3,1,4,46,7,5,29.03,145.17,21.48,7197,0.992722444033669
"SO - 0006498",2015-12-23 00:00:00.000,16,3,1,4,46,7,1,118.37,118.37,82.86,7401,0.9953439143105125
"SO - 0006546",2016-01-02 00:00:00.000,16,3,1,4,46,7,1,270.98,270.98,108.39,6409,0.9760537375281052
"SO - 0006585",2016-01-10 00:00:00.000,16,3,1,4,46,7,7,289.59,2027.12,246.15,1654,0.53681861279271526
"SO - 0007004",2016-04-11 00:00:00.000,16,3,1,4,46,7,4,203.98,815.91,146.86,4131,0.85316396028691
"SO - 0007143",2016-05-11 00:00:00.000,16,3,1,4,46,7,3,113.9,341.7,71.76,6186,0.96952414117591557
"SO - 0007292",2016-06-15 00:00:00.000,16,3,1,4,46,7,2,123.58,247.16,86.5,6579,0.98065026694040813
"SO - 0007344",2016-06-30 00:00:00.000,16,3,1,4,46,7,5,115.39,576.94,56.54,5135,0.92213727192212569
"SO - 0007691",2016-09-29 00:00:00.000,16,3,1,4,46,7,6,292.57,1755.4,196.02,2001,0.60219817660652553
"SO - 0007719",2016-10-04 00:00:00.000,16,3,1,4,46,7,6,112.41,674.47,47.21,4656,0.89235232800612563
"SO - 0007735",2016-10-08 00:00:00.000,16,3,1,4,46,7,6,104.22,625.33,72.96,4852,0.90526958410423952
"SO - 0007743",2016-10-09 00:00:00.000,16,3,1,4,46,7,6,266.51,1599.07,127.93,2251,0.64383245239743858
"SO - 0007755",2016-10-13 00:00:00.000,16,3,1,4,46,7,8,80.4,643.2,41.81,4786,0.901115595713963
"SO - 0007938",2016-11-21 00:00:00.000,16,3,1,4,46,7,3,282.14,846.43,152.36,3977,0.84035181901295275
"SO - 0008007",2016-12-08 00:00:00.000,16,3,1,4,46,7,8,439.22,3513.78,298.67,523,0.2377525243966595
"SO - 0008079",2016-12-27 00:00:00.000,16,3,1,4,46,7,5,428.06,2140.28,179.78,1528,0.510280447724053
"SO - 000106",2012-01-02 00:00:00.000,16,3,1,4,45,7,3,115.39,346.17,49.62,6160,0.9687388453255138
"SO - 000480",2012-04-01 00:00:00.000,16,3,1,4,45,7,7,270.23,1891.63,140.52,1811,0.56734594986925557
"SO - 000498",2012-04-04 00:00:00.000,16,3,1,4,45,7,7,436.99,3058.92,292.78,793,0.32471230042278643
"SO - 000634",2012-05-03 00:00:00.000,16,3,1,4,45,7,6,84.12,504.73,56.36,5420,0.937209963537201
"SO - 000675",2012-05-11 00:00:00.000,16,3,1,4,45,7,3,117.62,352.87,70.57,6125,0.96738440795388647
"SO - 000685",2012-05-14 00:00:00.000,16,3,1,4,45,7,2,206.21,412.42,150.53,5865,0.95731959413440471
"SO - 000698",2012-05-17 00:00:00.000,16,3,1,4,45,7,4,679.68,2718.71,489.37,975,0.37680318318833422
"SO - 000731",2012-05-24 00:00:00.000,16,3,1,4,45,7,7,250.13,1750.93,180.1,2009,0.60394107760993243
"SO - 000769",2012-05-30 00:00:00.000,16,3,1,4,45,7,1,136.23,136.23,65.39,7238,0.99326653949890942
"SO - 000772",2012-05-30 00:00:00.000,16,3,1,4,45,7,6,352.12,2112.73,179.58,1564,0.51790698371249311
"SO - 000915",2012-06-27 00:00:00.000,16,3,1,4,45,7,7,119.11,833.78,95.29,4041,0.84628279174035126
"SO - 000966",2012-07-09 00:00:00.000,16,3,1,4,45,7,1,346.17,346.17,138.47,6160,0.9687388453255138
"SO - 0001089",2012-08-07 00:00:00.000,16,3,1,4,45,7,9,104.97,944.7,41.99,3589,0.80627096801177467
"SO - 0001115",2012-08-16 00:00:00.000,16,3,1,4,45,7,5,443.69,2218.44,337.2,1424,0.48791952795550009
"SO - 0001199",2012-09-04 00:00:00.000,16,3,1,4,45,7,5,113.9,569.5,66.06,5176,0.92441419722936569
"SO - 0001292",2012-09-27 00:00:00.000,16,3,1,4,45,7,9,616.4,5547.6,357.51,71,0.042322977650587269
"SO - 0001361",2012-10-14 00:00:00.000,16,3,1,4,45,7,9,364.03,3276.3,171.1,684,0.28990355849467664
"SO - 0001482",2012-11-05 00:00:00.000,16,3,1,4,45,7,1,20.1,20.1,13.47,7980,0.99997192393843548
"SO - 0001497",2012-11-08 00:00:00.000,16,3,1,4,45,7,5,192.81,964.06,86.77,3537,0.80124916313634076
"SO - 0001503",2012-11-10 00:00:00.000,16,3,1,4,45,7,9,113.9,1025.1,64.92,3366,0.785213966615393
"SO - 0001535",2012-11-16 00:00:00.000,16,3,1,4,45,7,2,93.8,187.6,47.84,6970,0.98912240335338086
"SO - 0001565",2012-11-24 00:00:00.000,16,3,1,4,45,7,2,122.09,244.18,87.9,6600,0.98123482118953043
"SO - 0001771",2013-01-11 00:00:00.000,16,3,1,4,45,7,9,138.47,1246.2,94.16,2846,0.72665304775514528
"SO - 0001905",2013-02-06 00:00:00.000,16,3,1,4,45,7,9,291.82,2626.4,233.46,1071,0.40382234398039568
"SO - 0001938",2013-02-12 00:00:00.000,16,3,1,4,45,7,4,130.28,521.11,71.65,5360,0.93446093848353873
"SO - 0001968",2013-02-19 00:00:00.000,16,3,1,4,45,7,4,427.31,1709.24,358.94,2117,0.622337572903875
"SO - 0002001",2013-02-26 00:00:00.000,16,3,1,4,45,7,2,28.29,56.58,16.12,7833,0.9994544258522351
"SO - 0002071",2013-03-14 00:00:00.000,16,3,1,4,45,7,1,432.52,432.52,367.64,5763,0.95318790539111431
"SO - 0002124",2013-03-26 00:00:00.000,16,3,1,4,45,7,9,433.27,3899.4,368.28,367,0.179327463225076
"SO - 0002142",2013-03-30 00:00:00.000,16,3,1,4,45,7,2,129.53,259.07,76.42,6473,0.97792353954358024
"SO - 0002147",2013-03-31 00:00:00.000,16,3,1,4,45,7,6,439.22,2635.33,368.95,1056,0.39963686940404508
"SO - 0002181",2013-04-08 00:00:00.000,16,3,1,4,45,7,4,209.19,836.76,121.33,4032,0.84487145593879764
"SO - 0002225",2013-04-18 00:00:00.000,16,3,1,4,45,7,5,207.7,1038.5,120.47,3317,0.78029082150789031
"SO - 0002250",2013-04-24 00:00:00.000,16,3,1,4,45,7,7,78.17,547.17,64.1,5290,0.93043695972189366
"SO - 0002278",2013-05-01 00:00:00.000,16,3,1,4,45,7,2,274.7,549.4,148.34,5286,0.93005567954176938
"SO - 0002330",2013-05-13 00:00:00.000,16,3,1,4,45,7,8,18.61,148.89,7.82,7163,0.99240190725607025
"SO - 0002332",2013-05-14 00:00:00.000,16,3,1,4,45,7,3,664.79,1994.37,292.51,1702,0.54601849286141246
"SO - 0002429",2013-06-03 00:00:00.000,16,3,1,4,45,7,5,104.22,521.11,50.03,5360,0.93446093848353873
"SO - 0002483",2013-06-15 00:00:00.000,16,3,1,4,45,7,8,93.06,744.44,55.83,4414,0.87509803635298944
"SO - 0002522",2013-06-26 00:00:00.000,16,3,1,4,45,7,4,23.08,92.31,12.23,7672,0.99821910203005582
"SO - 0002529",2013-06-28 00:00:00.000,16,3,1,4,45,7,2,313.41,626.82,247.59,4850,0.90446058355992909
"SO - 0002545",2013-07-04 00:00:00.000,16,3,1,4,45,7,4,76.68,306.71,49.07,6277,0.9722869510135892
"SO - 0002661",2013-07-29 00:00:00.000,16,3,1,4,45,7,4,127.3,509.2,106.93,5406,0.93640444476285045
"SO - 0002690",2013-08-06 00:00:00.000,16,3,1,4,45,7,5,206.21,1031.06,146.41,3352,0.78317045522577011
"SO - 0002715",2013-08-13 00:00:00.000,16,3,1,4,45,7,2,426.57,853.13,277.27,3939,0.83756271330418364
"SO - 0002730",2013-08-17 00:00:00.000,16,3,1,4,45,7,8,20.84,166.76,10.21,7089,0.99109999296640827
"SO - 0003176",2013-11-23 00:00:00.000,16,3,1,4,45,7,2,392.32,784.64,325.63,4256,0.86281214983160892
"SO - 0003274",2013-12-19 00:00:00.000,16,3,1,4,45,7,4,434.76,1739.02,199.99,2042,0.6089745965167952
"SO - 0003368",2014-01-08 00:00:00.000,16,3,1,4,45,7,1,113.16,113.16,84.87,7474,0.99627381257504533
"SO - 0003414",2014-01-19 00:00:00.000,16,3,1,4,45,7,5,380.41,1902.06,171.19,1800,0.56564823525449759
"SO - 0003678",2014-03-19 00:00:00.000,16,3,1,4,45,7,9,136.98,1232.8,56.16,2882,0.73096704631207043
"SO - 0004092",2014-06-17 00:00:00.000,16,3,1,4,45,7,4,27.54,110.18,22.86,7523,0.99676155093155394
"SO - 0004117",2014-06-21 00:00:00.000,16,3,1,4,45,7,5,436.99,2184.94,284.04,1478,0.49974998423899558
"SO - 0004169",2014-07-03 00:00:00.000,16,3,1,4,45,7,9,724.34,6519.1,391.15,3,0.0019514330525331803
"SO - 0004338",2014-08-16 00:00:00.000,16,3,1,4,45,7,3,75.19,225.57,48.87,6730,0.983937105546262
"SO - 0004436",2014-09-05 00:00:00.000,16,3,1,4,45,7,9,281.4,2532.6,216.68,1201,0.43590286987839377
"SO - 0004509",2014-09-22 00:00:00.000,16,3,1,4,45,7,4,390.09,1560.36,198.95,2304,0.65200620042828816
"SO - 0004538",2014-09-30 00:00:00.000,16,3,1,4,45,7,3,284.38,853.13,199.06,3939,0.83756271330418364
"SO - 0004559",2014-10-06 00:00:00.000,16,3,1,4,45,7,8,94.54,756.36,40.65,4357,0.87076996244994154
"SO - 0004569",2014-10-07 00:00:00.000,16,3,1,4,45,7,8,307.46,2459.64,181.4,1246,0.44659163996045992
"SO - 0004710",2014-11-04 00:00:00.000,16,3,1,4,45,7,8,99.01,792.09,58.42,4227,0.86124481302350042
"SO - 0004811",2014-11-26 00:00:00.000,16,3,1,4,45,7,7,565.03,3955.23,299.47,332,0.16369784862359596
"SO - 0004951",2014-12-28 00:00:00.000,16,3,1,4,45,7,6,23.08,138.47,9.92,7226,0.99315735083473733
"SO - 0005086",2015-01-26 00:00:00.000,16,3,1,4,45,7,8,434.76,3478.04,221.73,559,0.24990944114354149
"SO - 0005103",2015-01-29 00:00:00.000,16,3,1,4,45,7,7,435.5,3048.5,287.43,801,0.32683781600286416
"SO - 0005351",2015-03-31 00:00:00.000,16,3,1,4,45,7,8,25.31,202.49,10.63,6882,0.98744350562057293
"SO - 0005380",2015-04-06 00:00:00.000,16,3,1,4,45,7,7,124.32,870.26,105.67,3835,0.82840573791549921
"SO - 0005428",2015-04-16 00:00:00.000,16,3,1,4,45,7,6,26.06,156.33,21.11,7125,0.99180113426771432
"SO - 0005458",2015-04-22 00:00:00.000,16,3,1,4,45,7,4,389.34,1557.38,327.05,2312,0.65324663495938851
"SO - 0005581",2015-05-27 00:00:00.000,16,3,1,4,45,7,6,206.21,1237.27,90.73,2870,0.72937051995265989
"SO - 0005649",2015-06-10 00:00:00.000,16,3,1,4,45,7,1,222.59,222.59,164.72,6743,0.98429312075374165
"SO - 0005691",2015-06-20 00:00:00.000,16,3,1,4,45,7,2,125.07,250.13,105.06,6539,0.979761851392678
"SO - 0005807",2015-07-19 00:00:00.000,16,3,1,4,45,7,5,189.83,949.17,130.99,3571,0.80467000162448143
"SO - 0005833",2015-07-28 00:00:00.000,16,3,1,4,45,7,8,323.83,2590.67,187.82,1120,0.41651217950198083
"SO - 0005849",2015-08-02 00:00:00.000,16,3,1,4,45,7,9,419.87,3778.8,184.74,435,0.203472695068386
"SO - 0005864",2015-08-05 00:00:00.000,16,3,1,4,45,7,6,101.24,607.47,54.67,4938,0.91041251357716091
"SO - 0005949",2015-08-25 00:00:00.000,16,3,1,4,45,7,5,245.67,1228.33,105.64,2890,0.73218992173693642
"SO - 0006155",2015-10-11 00:00:00.000,16,3,1,4,45,7,9,138.47,1246.2,63.69,2846,0.72665304775514528
"SO - 0006261",2015-11-02 00:00:00.000,16,3,1,4,45,7,7,116.88,818.14,91.16,4115,0.85235132672112945
"SO - 0006276",2015-11-06 00:00:00.000,16,3,1,4,45,7,7,280.66,1964.59,143.13,1743,0.55448425581437
"SO - 0006358",2015-11-24 00:00:00.000,16,3,1,4,45,7,1,221.84,221.84,122.01,6747,0.9844476440728458
"SO - 0006373",2015-11-27 00:00:00.000,16,3,1,4,45,7,5,336.49,1682.44,208.62,2168,0.62993062658433752
"SO - 0006452",2015-12-11 00:00:00.000,16,3,1,4,45,7,8,704.24,5633.96,535.23,60,0.036749137600707076
"SO - 0006483",2015-12-19 00:00:00.000,16,3,1,4,45,7,9,279.91,2519.2,128.76,1209,0.43841299914227289
"SO - 0006615",2016-01-15 00:00:00.000,16,3,1,4,45,7,4,570.24,2280.98,325.04,1366,0.47497827660136627
"SO - 0006762",2016-02-17 00:00:00.000,16,3,1,4,45,7,9,142.93,1286.4,68.61,2768,0.717197010318072
"SO - 0006781",2016-02-22 00:00:00.000,16,3,1,4,45,7,5,122.09,610.44,64.71,4922,0.90938364209584355
"SO - 0007174",2016-05-17 00:00:00.000,16,3,1,4,45,7,8,210.68,1685.42,124.3,2160,0.6290929559182532
"SO - 0007175",2016-05-18 00:00:00.000,16,3,1,4,45,7,6,113.16,678.93,91.66,4640,0.89147843061321586
"SO - 0007436",2016-07-23 00:00:00.000,16,3,1,4,45,7,5,136.98,684.89,90.41,4622,0.88985249976614644
"SO - 0007471",2016-07-30 00:00:00.000,16,3,1,4,45,7,2,118.37,236.73,60.37,6651,0.98230590676830754
"SO - 0007594",2016-09-06 00:00:00.000,16,3,1,4,45,7,6,18.61,111.67,8.19,7495,0.996629838728358
"SO - 0007678",2016-09-26 00:00:00.000,16,3,1,4,45,7,3,119.11,357.33,95.29,6111,0.96675007703179794
"SO - 0007732",2016-10-07 00:00:00.000,16,3,1,4,45,7,5,21.59,107.94,10.79,7540,0.99693407417543811
"SO - 0007964",2016-11-28 00:00:00.000,16,3,1,4,45,7,9,200.26,1802.3,164.21,1891,0.58226152897819161
"SO - 0007974",2016-11-29 00:00:00.000,16,3,1,4,45,7,3,81.14,243.43,51.12,6615,0.98125904431789157
"SO - 000110",2012-01-03 00:00:00.000,15,3,1,4,42,6,2,217.38,434.76,134.77,5735,0.9521964457718104
"SO - 000163",2012-01-15 00:00:00.000,15,3,1,4,42,6,9,119.11,1072,65.51,3215,0.7693953035474721
"SO - 000356",2012-02-26 00:00:00.000,15,3,1,4,42,6,9,194.3,1748.7,126.3,2017,0.60446310428575534
"SO - 000462",2012-03-26 00:00:00.000,15,3,1,4,42,6,8,113.9,911.2,95.68,3654,0.81253484431787582
"SO - 000681",2012-05-13 00:00:00.000,15,3,1,4,42,6,3,21.59,64.77,15.11,7801,0.99924826307840864
"SO - 000736",2012-05-25 00:00:00.000,15,3,1,4,42,6,4,192.07,768.27,128.68,4303,0.86698281171072467
"SO - 0001009",2012-07-21 00:00:00.000,15,3,1,4,42,6,4,365.52,1462.09,208.35,2413,0.66858104741121527
"SO - 0001013",2012-07-22 00:00:00.000,15,3,1,4,42,6,6,118.37,710.2,94.69,4523,0.8835417255411504
"SO - 0001379",2012-10-17 00:00:00.000,15,3,1,4,42,6,7,297.78,2084.44,241.2,1584,0.52270930274522553
"SO - 0001871",2013-01-30 00:00:00.000,15,3,1,4,42,6,6,100.5,603,81.41,4967,0.91251832168251523
"SO - 0001962",2013-02-17 00:00:00.000,15,3,1,4,42,6,6,116.88,701.27,84.15,4557,0.88592414678654885
"SO - 0001974",2013-02-20 00:00:00.000,15,3,1,4,42,6,6,111.67,670,80.4,4671,0.89408760075902882
"SO - 0002028",2013-03-07 00:00:00.000,15,3,1,4,42,6,9,90.82,817.4,37.24,4126,0.85275801416972707
"SO - 0002204",2013-04-14 00:00:00.000,15,3,1,4,42,6,5,23.08,115.39,15.69,7447,0.99595705210982088
"SO - 0002343",2013-05-15 00:00:00.000,15,3,1,4,42,6,2,425.82,851.64,191.62,3948,0.83824067033618488
"SO - 0002525",2013-06-27 00:00:00.000,15,3,1,4,42,6,7,440.71,3084.98,312.9,759,0.31585370048024053
"SO - 0002544",2013-07-04 00:00:00.000,15,3,1,4,42,6,7,137.72,964.06,114.31,3537,0.80124916313634076
"SO - 0002724",2013-08-15 00:00:00.000,15,3,1,4,42,6,9,26.06,234.5,13.03,6669,0.98265658737482808
"SO - 0002750",2013-08-20 00:00:00.000,15,3,1,4,42,6,1,247.9,247.9,146.26,6570,0.98035513544113129
"SO - 0002814",2013-09-03 00:00:00.000,15,3,1,4,42,6,3,189.09,567.27,83.2,5190,0.92520490927693577
"SO - 0002901",2013-09-21 00:00:00.000,15,3,1,4,42,6,7,29.03,203.23,22.07,6873,0.98716141558374115
"SO - 0002997",2013-10-09 00:00:00.000,15,3,1,4,42,6,4,217.38,869.51,178.25,3841,0.82883835206209822
"SO - 0003031",2013-10-18 00:00:00.000,15,3,1,4,42,6,9,28.29,254.6,20.09,6496,0.97856038701217585
"SO - 0003122",2013-11-09 00:00:00.000,15,3,1,4,42,6,7,220.36,1542.49,187.3,2328,0.65648265106769033
"SO - 0003246",2013-12-10 00:00:00.000,15,3,1,4,42,6,5,582.9,2914.5,431.35,891,0.353006485573207
"SO - 0003264",2013-12-15 00:00:00.000,15,3,1,4,42,6,3,26.06,78.17,21.37,7748,0.99888573112000945
"SO - 0003389",2014-01-14 00:00:00.000,15,3,1,4,42,6,7,276.19,1933.32,179.52,1775,0.56069190536665892
"SO - 0003602",2014-03-02 00:00:00.000,15,3,1,4,42,6,3,669.26,2007.77,528.71,1681,0.54203436190715448
"SO - 0003745",2014-04-06 00:00:00.000,15,3,1,4,42,6,5,107.94,539.72,46.42,5311,0.93146285990709765
"SO - 0003863",2014-05-01 00:00:00.000,15,3,1,4,42,6,6,26.8,160.8,10.72,7112,0.99153623714925021
"SO - 0003924",2014-05-14 00:00:00.000,15,3,1,4,42,6,3,125.81,377.43,54.1,6022,0.963638510068979
"SO - 0004044",2014-06-07 00:00:00.000,15,3,1,4,42,6,8,121.34,970.76,52.18,3517,0.80009599077582372
"SO - 0004271",2014-07-30 00:00:00.000,15,3,1,4,42,6,4,119.86,479.42,51.54,5544,0.94338880266203917
"SO - 0004487",2014-09-17 00:00:00.000,15,3,1,4,42,6,2,116.13,232.27,58.07,6682,0.98311987771586173
"SO - 0004537",2014-09-30 00:00:00.000,15,3,1,4,42,6,8,211.42,1691.38,90.91,2156,0.62808631243846957
"SO - 0004626",2014-10-18 00:00:00.000,15,3,1,4,42,6,4,112.41,449.64,50.59,5640,0.94776732491416782
"SO - 0004644",2014-10-21 00:00:00.000,15,3,1,4,42,6,8,287.36,2298.84,152.3,1351,0.47179115055356
"SO - 0004893",2014-12-15 00:00:00.000,15,3,1,4,42,6,9,375.2,3376.8,206.36,656,0.28161691315242965
