Country,Year,Population
"Australia",1976,14067994
"Austria",1976,7580564
"Azerbaijan",1976,5784587
"Bahamas",1976,192885
"Bahrain",1976,282245
"Bangladesh",1976,72053923
"Barbados",1976,246523
"Belarus",1976,9425089
"Belgium",1976,9808403
"Belize",1976,135334
"Benin",1976,3259918
"Bermuda",1976,54682
"Bhutan",1976,377068
"Bolivia",1976,4877275
"Bosnia and Herzegovina",1976,3780559
"Botswana",1976,853774
"Brazil",1976,110804816
"British Virgin Islands",1976,10552
"Brunei",1976,163208
"Bulgaria",1976,8754869
"Burkina Faso",1976,6577502
"Burundi",1976,3742452
"Cambodia",1976,6972559
"Cameroon",1976,8072879
"Canada",1976,23416090
"Cape Verde",1976,311403
"Cayman Islands",1976,13578
"Central African Rep.",1976,2061466
"Chad",1976,4201073
"Channel Islands",1976,126821
"Chile",1976,10571597
"China",1976,930744699
"Colombia",1976,24517307
"Comoros",1976,280464
"Congo, Dem. Rep.",1976,24011465
"Congo, Rep.",1976,1601410
"Cook Islands",1976,19812
"Costa Rica",1976,2101762
"Cote d'Ivoire",1976,7086257
"Croatia",1976,4285523
"Cuba",1976,9525242
"Cyprus",1976,657685
"Czech Rep.",1976,10049465
"Denmark",1976,5079015
"Djibouti",1976,245326
"Dominica",1976,72648
"Dominican Rep.",1976,5274591
"Ecuador",1976,7109119
"Egypt",1976,41033408
"El Salvador",1976,4323383
"Equatorial Guinea",1976,228534
"Eritrea",1976,2181178
"Estonia",1976,1441551
"Ethiopia",1976,33486288
"Faeroe Islands",1976,40829
"Falkland Islands (Malvinas)",1976,1903
"Fiji",1976,587565
"Finland",1976,4726845
"France",1976,52974009
"French Guiana",1976,58740
"French Polynesia",1976,133865
"Gabon",1976,611293
"Gambia",1976,554910
"Georgia",1976,4941721
"Germany",1976,78648816
"Ghana",1976,10119038
"Gibraltar",1976,25663
"Greece",1976,9149987
"Greenland",1976,49775
"Grenada",1976,91386
"Guadeloupe",1976,328008
"Guam",1976,97496
"Guatemala",1976,6386403
"Guinea",1976,4300114
"Guinea-Bissau",1976,721220
"Guyana",1976,755174
"Haiti",1976,5238431
"Holy See",1976,737
"Honduras",1976,3199231
"Hong Kong, China",1976,4485716
"Hungary",1976,10566645
"Iceland",1976,220260
"India",1976,636992593
"Indonesia",1976,137382075
"Iran",1976,33788867
"Iraq",1976,12170881
"Ireland",1976,3233907
"Isle of Man",1976,61904
"Israel",1976,3428067
"Italy",1976,55377233
"Jamaica",1976,2036770
"Japan",1976,111996339
"Jordan",1976,2055198
"Kazakhstan",1976,14304947
"Kenya",1976,13995982
"Kiribati",1976,49573
"Korea, Dem. Rep.",1976,16341363
"Korea, Rep.",1976,35299344
"Kuwait",1976,1116083
"Kyrgyzstan",1976,3362961
"Laos",1976,3086518
"Latvia",1976,2470206
"Lebanon",1976,2788641
"Lesotho",1976,1178551
"Liberia",1976,1706539
"Libya",1976,2572300
"Liechtenstein",1976,23665
"Lithuania",1976,3327193
"Luxembourg",1976,361239
"Macao, China",1976,245913
"Macedonia, FYR",1976,1701231
"Madagascar",1976,7713983
"Malawi",1976,5481074
"Malaysia",1976,12600292
"Maldives",1976,139851
"Mali",1976,6725776
"Malta",1976,308788
"Marshall Islands",1976,26547
"Martinique",1976,327897
"Mauritania",1976,1351167
"Mauritius",1976,906825
"Mayotte",1976,47016
"Mexico",1976,61969362
"Micronesia, Fed. Sts.",1976,64383
"Moldova",1976,3877052
"Monaco",1976,25341
"Mongolia",1976,1523908
"Montenegro",1976,555632
"Montserrat",1976,11821
"Morocco",1976,17726625
"Mozambique",1976,10908878
"Myanmar",1976,30210895
"Namibia",1976,928223
"Nauru",1976,7156
"Nepal",1976,13690544
"Netherlands",1976,13710713
"Netherlands Antilles",1976,167573
"New Caledonia",1976,132158
"New Zealand",1976,3109010
"Nicaragua",1976,2880571
"Niger",1976,5223853
"Nigeria",1976,67067499
"Niue",1976,3808
"Northern Mariana Islands",1976,15316
"Norway",1976,4026586
"Oman",1976,945679
"Pakistan",1976,70632133
"Palau",1976,12284
"Panama",1976,1771458
"Papua New Guinea",1976,2888403
"Paraguay",1976,2873058
"Peru",1976,15561809
"Philippines",1976,42064468
"Poland",1976,34279654
"Portugal",1976,9333952
"Puerto Rico",1976,2990868
"Qatar",1976,172151
"Reunion",1976,488763
"Romania",1976,21447200
"Russia",1976,135063873
"Rwanda",1976,4536057
"Saint Helena",1976,5291
"Saint Kitts and Nevis",1976,44146
"Saint Lucia",1976,110501
"Saint Vincent and the Grenadines",1976,96609
"Saint-Pierre-et-Miquelon",1976,5929
"Samoa",1976,151524
"San Marino",1976,19988
"Sao Tome and Principe",1976,84449
"Saudi Arabia",1976,7756072
"Senegal",1976,4912200
"Serbia",1976,8618095
"Seychelles",1976,58906
"Sierra Leone",1976,2903199
"Singapore",1976,2291674
"Slovak Republic",1976,4766402
"Slovenia",1976,1760125
"Solomon Islands",1976,199775
"Somalia",1976,4521026
"South Africa",1976,26353940
"South Sudan",1976,3615772
"Spain",1976,36124485
"Sri Lanka",1976,14066703
"Sudan",1976,14057092
"Suriname",1976,363386
"Swaziland",1976,533202
"Sweden",1976,8218933
"Switzerland",1976,6355012
"Syria",1976,7800152
"Taiwan",1976,16450000
"Tajikistan",1976,3541938
"Tanzania",1976,16491445
"Thailand",1976,43453204
"Timor-Leste",1976,652072
"Togo",1976,2430120
"Tokelau",1976,1567
"Tonga",1976,89252
"Trinidad and Tobago",1976,1019403
"Tunisia",1976,5806713
"Turkey",1976,40446729
"Turkmenistan",1976,2587417
"Turks and Caicos Islands",1976,6723
"Tuvalu",1976,7752
"Uganda",1976,11221247
"Ukraine",1976,49266997
"United Arab Emirates",1976,624390
"United Kingdom",1976,56273041
"United States",1976,221161377
"Uruguay",1976,2840601
"Uzbekistan",1976,14374729
"Wallis et Futuna",1976,9412
"Vanuatu",1976,103031
"Venezuela",1976,13135849
"West Bank and Gaza",1976,1362064
"Western Sahara",1976,85344
"Vietnam",1976,50724015
"Virgin Islands (U.S.)",1976,89169
"Yemen, Rep.",1976,6880620
"Zambia",1976,5066012
"Zimbabwe",1976,6374197
"Afghanistan",1977,14003408
"Albania",1977,2508026
"Algeria",1977,17068212
"American Samoa",1977,30696
"Andorra",1977,33279
"Angola",1977,6989988
"Anguilla",1977,6691
"Antigua and Barbuda",1977,70301
"Argentina",1977,26899177
"Armenia",1977,2938181
"Aruba",1977,60366
"Australia",1977,14227905
"Austria",1977,7575669
"Azerbaijan",1977,5878259
"Bahamas",1977,197090
"Bahrain",1977,301559
"Bangladesh",1977,73915723
"Barbados",1977,247128
"Belarus",1977,9481560
"Belgium",1977,9824685
"Belize",1977,137009
"Benin",1977,3341618
"Bermuda",1977,55051
"Bhutan",1977,390732
"Bolivia",1977,4995172
"Bosnia and Herzegovina",1977,3812557
"Botswana",1977,887716
"Brazil",1977,113442106
"British Virgin Islands",1977,10604
"Brunei",1977,169865
"Bulgaria",1977,8784175
"Burkina Faso",1977,6726016
"Burundi",1977,3819115
"Cambodia",1977,6796368
"Cameroon",1977,8320635
"Canada",1977,23695198
"Cape Verde",1977,308423
"Cayman Islands",1977,14432
"Central African Rep.",1977,2108232
"Chad",1977,4285738
"Channel Islands",1977,127101
"Chile",1977,10719748
"China",1977,944726607
"Colombia",1977,25089511
"Comoros",1977,291816
"Congo, Dem. Rep.",1977,24740389
"Congo, Rep.",1977,1648671
"Cook Islands",1977,19185
"Costa Rica",1977,2158073
"Cote d'Ivoire",1977,7419474
"Croatia",1977,4308344
"Cuba",1977,9614061
"Cyprus",1977,665676
"Czech Rep.",1977,10110020
"Denmark",1977,5095133
"Djibouti",1977,270222
"Dominica",1977,73412
"Dominican Rep.",1977,5402683
"Ecuador",1977,7315156
"Egypt",1977,41961731
"El Salvador",1977,4412237
"Equatorial Guinea",1977,220448
"Eritrea",1977,2251397
"Estonia",1977,1449609
"Ethiopia",1977,33903618
"Faeroe Islands",1977,41281
"Falkland Islands (Malvinas)",1977,1889
"Fiji",1977,598298
"Finland",1977,4739016
"France",1977,53214788
"French Guiana",1977,60634
"French Polynesia",1977,138027
"Gabon",1977,627846
"Gambia",1977,571891
"Georgia",1977,4973247
"Germany",1977,78600404
"Ghana",1977,10290712
"Gibraltar",1977,25920
"Greece",1977,9274357
"Greenland",1977,49844
"Grenada",1977,90134
"Guadeloupe",1977,326826
"Guam",1977,99669
"Guatemala",1977,6544422
"Guinea",1977,4312321
"Guinea-Bissau",1977,750655
"Guyana",1977,762481
"Haiti",1977,5340812
"Holy See",1977,737
"Honduras",1977,3300735
"Hong Kong, China",1977,4633225
"Hungary",1977,10614041
"Iceland",1977,222238
"India",1977,652279308
"Indonesia",1977,140688052
"Iran",1977,34853522
"Iraq",1977,12569201
"Ireland",1977,3284081
"Isle of Man",1977,62938
"Israel",1977,3514143
"Italy",1977,55627789
"Jamaica",1977,2059107
"Japan",1977,113071149
"Jordan",1977,2108538
"Kazakhstan",1977,14461277
"Kenya",1977,14527391
"Kiribati",1977,50750
"Korea, Dem. Rep.",1977,16572788
"Korea, Rep.",1977,35840876
"Kuwait",1977,1178930
"Kyrgyzstan",1977,3426646
"Laos",1977,3120663
"Latvia",1977,2481606
"Lebanon",1977,2796136
"Lesotho",1977,1209290
"Liberia",1977,1755815
"Libya",1977,2681887
"Liechtenstein",1977,24048
"Lithuania",1977,3353830
"Luxembourg",1977,362669
"Macao, China",1977,243725
"Macedonia, FYR",1977,1728165
"Madagascar",1977,7933128
"Malawi",1977,5670199
"Malaysia",1977,12891897
"Maldives",1977,143701
"Mali",1977,6848536
"Malta",1977,312621
"Marshall Islands",1977,27467
"Martinique",1977,326945
"Mauritania",1977,1391261
"Mauritius",1977,921718
"Mayotte",1977,48777
"Mexico",1977,63723359
"Micronesia, Fed. Sts.",1977,66106
"Moldova",1977,3910760
"Monaco",1977,25482
"Mongolia",1977,1565380
"Montenegro",1977,562247
"Montserrat",1977,11875
"Morocco",1977,18158169
"Mozambique",1977,11214834
"Myanmar",1977,30880196
"Namibia",1977,949709
"Nauru",1977,7235
"Nepal",1977,14016547
"Netherlands",1977,13814863
"Netherlands Antilles",1977,168928
"New Caledonia",1977,135149
"New Zealand",1977,3122855
"Nicaragua",1977,2969183
"Niger",1977,5381141
"Nigeria",1977,69127157
"Niue",1977,3689
"Northern Mariana Islands",1977,15293
"Norway",1977,4043440
"Oman",1977,998100
"Pakistan",1977,72904319
"Palau",1977,12225
"Panama",1977,1816673
"Papua New Guinea",1977,2967506
"Paraguay",1977,2947064
"Peru",1977,15987545
"Philippines",1977,43265378
"Poland",1977,34593234
"Portugal",1977,9463583
"Puerto Rico",1977,3044298
"Qatar",1977,180656
"Reunion",1977,492757
"Romania",1977,21652976
"Russia",1977,135919205
"Rwanda",1977,4688997
"Saint Helena",1977,5317
"Saint Kitts and Nevis",1977,43939
"Saint Lucia",1977,112203
"Saint Vincent and the Grenadines",1977,97611
"Saint-Pierre-et-Miquelon",1977,5957
"Samoa",1977,152593
"San Marino",1977,20313
"Sao Tome and Principe",1977,87038
"Saudi Arabia",1977,8200523
"Senegal",1977,5033645
"Serbia",1977,8702227
"Seychelles",1977,59958
"Sierra Leone",1977,2963880
"Singapore",1977,2317849
"Slovak Republic",1977,4816543
"Slovenia",1977,1779184
"Solomon Islands",1977,206940
"Somalia",1977,5042594
"South Africa",1977,27009603
"South Sudan",1977,3730284
"Spain",1977,36501995
"Sri Lanka",1977,14325640
"Sudan",1977,14502283
"Suriname",1977,363227
"Swaziland",1977,550089
"Sweden",1977,8246302
"Switzerland",1977,6340979
"Syria",1977,8059995
"Taiwan",1977,16785000
"Tajikistan",1977,3641296
"Tanzania",1977,17016577
"Thailand",1977,44483729
"Timor-Leste",1977,632134
"Togo",1977,2480291
"Tokelau",1977,1556
"Tonga",1977,90290
"Trinidad and Tobago",1977,1031694
"Tunisia",1977,5958456
"Turkey",1977,41316297
"Turkmenistan",1977,2655036
"Turks and Caicos Islands",1977,6886
"Tuvalu",1977,7816
"Uganda",1977,11561734
"Ukraine",1977,49484239
"United Arab Emirates",1977,724684
"United Kingdom",1977,56290629
"United States",1977,223274855
"Uruguay",1977,2856206
"Uzbekistan",1977,14762133
"Wallis et Futuna",1977,9793
"Vanuatu",1977,106231
"Venezuela",1977,13607958
"West Bank and Gaza",1977,1398736
"Western Sahara",1977,100766
"Vietnam",1977,51490844
"Virgin Islands (U.S.)",1977,92008
"Yemen, Rep.",1977,7104782
"Zambia",1977,5235519
"Zimbabwe",1977,6581329
"Afghanistan",1978,14179656
"Albania",1978,2562121
"Algeria",1978,17624756
"American Samoa",1978,31139
"Andorra",1978,34432
"Angola",1978,7185188
"Anguilla",1978,6713
"Antigua and Barbuda",1978,70533
"Argentina",1978,27303001
"Armenia",1978,2991954
"Aruba",1978,60108
"Australia",1978,14379565
"Austria",1978,7566450
"Azerbaijan",1978,5971198
"Bahamas",1978,201474
"Bahrain",1978,321751
"Bangladesh",1978,76066342
"Barbados",1978,247589
"Belarus",1978,9538046
"Belgium",1978,9836487
"Belize",1978,138806
"Benin",1978,3427274
"Bermuda",1978,55396
"Bhutan",1978,404375
"Bolivia",1978,5114274
"Bosnia and Herzegovina",1978,3844329
"Botswana",1978,923234
"Brazil",1978,116138507
"British Virgin Islands",1978,10671
"Brunei",1978,176488
"Bulgaria",1978,8810299
"Burkina Faso",1978,6881106
"Burundi",1978,3910124
"Cambodia",1978,6618684
"Cameroon",1978,8578425
"Canada",1978,23975639
"Cape Verde",1978,304077
"Cayman Islands",1978,15290
"Central African Rep.",1978,2158547
"Chad",1978,4370560
"Channel Islands",1978,127299
"Chile",1978,10867152
"China",1978,957584105
"Colombia",1978,25675364
"Comoros",1978,304071
"Congo, Dem. Rep.",1978,25493382
"Congo, Rep.",1978,1696922
"Cook Islands",1978,18552
"Costa Rica",1978,2217457
"Cote d'Ivoire",1978,7767109
"Croatia",1978,4331398
"Cuba",1978,9689324
"Cyprus",1978,673386
"Czech Rep.",1978,10169747
"Denmark",1978,5108145
"Djibouti",1978,296307
"Dominica",1978,74240
"Dominican Rep.",1978,5531528
"Ecuador",1978,7525548
"Egypt",1978,42921556
"El Salvador",1978,4497535
"Equatorial Guinea",1978,215415
"Eritrea",1978,2324290
"Estonia",1978,1456892
"Ethiopia",1978,34294030
"Faeroe Islands",1978,41757
"Falkland Islands (Malvinas)",1978,1877
"Fiji",1978,609387
"Finland",1978,4750001
"France",1978,53431051
"French Guiana",1978,62711
"French Polynesia",1978,142290
"Gabon",1978,645160
"Gambia",1978,589570
"Georgia",1978,5004247
"Germany",1978,78526576
"Ghana",1978,10461377
"Gibraltar",1978,26182
"Greece",1978,9408034
"Greenland",1978,49873
"Grenada",1978,89011
"Guadeloupe",1978,325673
"Guam",1978,101903
"Guatemala",1978,6703955
"Guinea",1978,4329468
"Guinea-Bissau",1978,780721
"Guyana",1978,769570
"Haiti",1978,5449236
"Holy See",1978,733
"Honduras",1978,3406539
"Hong Kong, China",1978,4786467
"Hungary",1978,10656575
"Iceland",1978,224096
"India",1978,667917437
"Indonesia",1978,144026720
"Iran",1978,35998637
"Iraq",1978,12970635
"Ireland",1978,3332644
"Isle of Man",1978,63923
"Israel",1978,3595324
"Italy",1978,55849349
"Jamaica",1978,2080943
"Japan",1978,114057650
"Jordan",1978,2164159
"Kazakhstan",1978,14610810
"Kenya",1978,15081923
"Kiribati",1978,52015
"Korea, Dem. Rep.",1978,16784068
"Korea, Rep.",1978,36364813
"Kuwait",1978,1242872
"Kyrgyzstan",1978,3491143
"Laos",1978,3150906
"Latvia",1978,2491929
"Lebanon",1978,2794001
"Lesotho",1978,1241725
"Liberia",1978,1807164
"Libya",1978,2797780
"Liechtenstein",1978,24436
"Lithuania",1978,3379395
"Luxembourg",1978,363435
"Macao, China",1978,242455
"Macedonia, FYR",1978,1754389
"Madagascar",1978,8157215
"Malawi",1978,5863933
"Malaysia",1978,13191366
"Maldives",1978,147623
"Mali",1978,6974443
"Malta",1978,317130
"Marshall Islands",1978,28396
"Martinique",1978,326056
"Mauritania",1978,1432406
"Mauritius",1978,936660
"Mayotte",1978,50630
"Mexico",1978,65461471
"Micronesia, Fed. Sts.",1978,68217
"Moldova",1978,3942280
"Monaco",1978,25617
"Mongolia",1978,1607212
"Montenegro",1978,568285
"Montserrat",1978,11917
"Morocco",1978,18604851
"Mozambique",1978,11530022
"Myanmar",1978,31543652
"Namibia",1978,970537
"Nauru",1978,7311
"Nepal",1978,14351017
"Netherlands",1978,13912617
"Netherlands Antilles",1978,170335
"New Caledonia",1978,137700
"New Zealand",1978,3129440
"Nicaragua",1978,3059408
"Niger",1978,5542178
"Nigeria",1978,71269619
"Niue",1978,3599
"Northern Mariana Islands",1978,15390
"Norway",1978,4058407
"Oman",1978,1055217
"Pakistan",1978,75303460
"Palau",1978,12151
"Panama",1978,1862142
"Papua New Guinea",1978,3047644
"Paraguay",1978,3024857
"Peru",1978,16418798
"Philippines",1978,44497521
"Poland",1978,34913558
"Portugal",1978,9586166
"Puerto Rico",1978,3097569
"Qatar",1978,190192
"Reunion",1978,497428
"Romania",1978,21854285
"Russia",1978,136801278
"Rwanda",1978,4847747
"Saint Helena",1978,5339
"Saint Kitts and Nevis",1978,43685
"Saint Lucia",1978,114053
"Saint Vincent and the Grenadines",1978,98590
"Saint-Pierre-et-Miquelon",1978,5973
"Samoa",1978,153557
"San Marino",1978,20683
"Sao Tome and Principe",1978,89740
"Saudi Arabia",1978,8684651
"Senegal",1978,5154054
"Serbia",1978,8786614
"Seychelles",1978,60952
"Sierra Leone",1978,3027332
"Singapore",1978,2344275
"Slovak Republic",1978,4867021
"Slovenia",1978,1798248
"Solomon Islands",1978,214224
"Somalia",1978,5603598
"South Africa",1978,27674353
"South Sudan",1978,3849541
"Spain",1978,36862658
"Sri Lanka",1978,14584167
"Sudan",1978,14965920
"Suriname",1978,363818
"Swaziland",1978,567534
"Sweden",1978,8272581
"Switzerland",1978,6321339
"Syria",1978,8328592
"Taiwan",1978,17112000
"Tajikistan",1978,3741547
"Tanzania",1978,17555450
"Thailand",1978,45494423
"Timor-Leste",1978,608743
"Togo",1978,2533721
"Tokelau",1978,1545
"Tonga",1978,91354
"Trinidad and Tobago",1978,1045600
"Tunisia",1978,6120018
"Turkey",1978,42206204
"Turkmenistan",1978,2723006
"Turks and Caicos Islands",1978,7057
"Tuvalu",1978,7883
"Uganda",1978,11917048
"Ukraine",1978,49677426
"United Arab Emirates",1978,828378
"United Kingdom",1978,56295032
"United States",1978,225436004
"Uruguay",1978,2874998
"Uzbekistan",1978,15148932
"Wallis et Futuna",1978,10240
"Vanuatu",1978,109436
"Venezuela",1978,14088961
"West Bank and Gaza",1978,1433821
"Western Sahara",1978,118776
"Vietnam",1978,52250324
"Virgin Islands (U.S.)",1978,94399
"Yemen, Rep.",1978,7360655
"Zambia",1978,5409528
"Zimbabwe",1978,6797807
"Afghanistan",1979,14249493
"Albania",1979,2616530
"Algeria",1979,18205468
"American Samoa",1979,31727
"Andorra",1979,35753
"Angola",1979,7400231
"Anguilla",1979,6716
"Antigua and Barbuda",1979,70525
"Argentina",1979,27711808
"Armenia",1979,3044564
"Aruba",1979,59980
"Australia",1979,14536839
"Austria",1979,7556551
"Azerbaijan",1979,6064905
"Bahamas",1979,205990
"Bahrain",1979,340980
"Bangladesh",1979,78342736
"Barbados",1979,248101
"Belarus",1979,9596589
"Belgium",1979,9843898
"Belize",1979,141014
"Benin",1979,3516917
"Bermuda",1979,55730
"Bhutan",1979,417734
"Bolivia",1979,5233624
"Bosnia and Herzegovina",1979,3877598
"Botswana",1979,959584
"Brazil",1979,118895875
"British Virgin Islands",1979,10798
"Brunei",1979,182986
"Bulgaria",1979,8835614
"Burkina Faso",1979,7043049
"Burundi",1979,4014190
"Cambodia",1979,6506208
"Cameroon",1979,8842355
"Canada",1979,24250641
"Cape Verde",1979,300726
"Cayman Islands",1979,16110
"Central African Rep.",1979,2213492
"Chad",1979,4459072
"Channel Islands",1979,127585
"Chile",1979,11018910
"China",1979,970179212
"Colombia",1979,26271401
"Comoros",1979,316582
"Congo, Dem. Rep.",1979,26255837
"Congo, Rep.",1979,1746676
"Cook Islands",1979,18010
"Costa Rica",1979,2279362
