Code_Client,Nb_Compte,Montant_Total_Compte,Montant_Total_Compte_Courant,Montant_Total_Compte_Epargne,Montant_Decouvert_Auto,Montant_Patrimoine,Nom_Client,Nb_Salarie,Date_Ouverture_1er_Compte,Date_Ouverture_Dernier_Compte,Code_Type_Client,Code_Adresse,Code_Salarie,Code_Secteur_activite
"CL0690",9,4738662,166980,729157,50000,1718452,"Mon Entreprise SELARL 690",711,43641,40283,"SELARL","AD0690","SAL0356","SA012"
"CL0697",20,10281573,23305,839184,50000,1443774,"Mon Entreprise SARL 697",2164,33681,41498,"SARL","AD0697","SAL0363","SA003"
"CL0702",20,1854363,370026,217872,50000,1368958,"Mon Entreprise GIE 702",2070,36046,43478,"GIE","AD0702","SAL0368","SA031"
"CL0724",13,12041533,374445,296212,50000,429980,"Mon Entreprise SA 724",1389,32699,38424,"SA","AD0724","SAL0390","SA023"
"CL0729",16,9502421,151165,134077,50000,1333827,"Mon Entreprise SNC 729",2426,42326,43077,"SNC","AD0729","SAL0395","SA001"
"CL0734",11,12200619,102456,404806,50000,555932,"Mon Entreprise SELARL 734",345,32395,40838,"SELARL","AD0734","SAL0400","SA022"
"CL0751",11,8151097,142608,30481,50000,1942558,"Mon Entreprise SA 751",1730,42803,43414,"SA","AD0751","SAL0417","SA008"
"CL0761",14,11455402,369193,363914,50000,1884122,"Mon Entreprise SCA 761",3812,33645,42069,"SCA","AD0761","SAL0427","SA013"
"CL0766",13,12020121,349428,97319,50000,715112,"Mon Entreprise SCP 766",3422,39960,40050,"SCP","AD0766","SAL0432","SA031"
"CL0771",7,292459,484618,671287,50000,1546345,"Mon Entreprise SNC 771",2216,30440,39238,"SNC","AD0771","SAL0437","SA023"
"CL0778",7,13205950,154631,709587,50000,1688297,"Mon Entreprise SASU 778",1401,36954,39286,"SASU","AD0778","SAL0444","SA021"
"CL0783",2,2113982,172320,252433,50000,1683552,"Mon Entreprise SARL 783",2815,33832,39940,"SARL","AD0783","SAL0449","SA022"
"CL0788",8,14597152,19373,649789,50000,581903,"Mon Entreprise GIE 788",955,41505,43668,"GIE","AD0788","SAL1023","SA004"
"CL0950",1,-38803,74690,632156,50000,693065,"Mon Entreprise SCS 950",717,33239,38507,"SCS","AD0007","SAL0003","SA028"
"CL0955",4,13268833,4892,135172,50000,1626611,"Mon Entreprise SASU 955",1973,35643,41097,"SASU","AD0009","SAL0005","SA008"
"CL0962",11,2059733,460306,960415,50000,1930832,"Mon Entreprise SA 962",946,36824,40113,"SA","AD0006","SAL0002","SA021"
"CL0967",12,1591276,305101,621148,50000,691568,"Mon Entreprise SAS 967",1212,40493,43703,"SAS","AD0003","SAL0001","SA025"
"CL0977",13,11934172,447029,460534,50000,1197686,"Mon Entreprise SCA 977",133,37842,43689,"SCA","AD0016","SAL0010","SA001"
"CL0982",17,10427294,176718,566642,50000,753102,"Mon Entreprise SCP 982",2496,30941,43605,"SCP","AD0069","SAL0048","SA011"
"CL0990",20,5084938,219292,181904,50000,367062,"Mon Entreprise SCA 990",545,40780,41839,"SCA","AD0013","SAL0009","SA015"
"CL0995",3,13176364,323724,513696,50000,1377196,"Mon Entreprise SCP 995",3862,30544,39639,"SCP","AD0010","SAL0006","SA010"
"CL1000",1,13670014,134937,943396,50000,1773763,"Mon Entreprise SNC 1000",896,36883,40456,"SNC","AD0051","SAL0035","SA028"
"CL1005",4,5397298,109335,479063,50000,1339911,"Mon Entreprise SELARL 1005",3984,31291,38359,"SELARL","AD0022","SAL0011","SA022"
"CL1016",18,1680460,294417,567488,50000,1039882,"Mon Entreprise SARL 1016",3220,32295,39814,"SARL","AD0069","SAL0048","SA025"
"CL1021",6,8192537,130286,886724,50000,317015,"Mon Entreprise SARL 1021",4048,37585,39180,"SARL","AD0060","SAL0039","SA022"
"CL1026",10,14963447,362855,879479,50000,1396554,"Mon Entreprise SA 1026",4213,39070,39085,"SA","AD0076","SAL0052","SA018"
"CL1031",11,3172436,85386,87309,50000,315621,"Mon Entreprise SNC 1031",3872,29337,43595,"SNC","AD0052","SAL0036","SA004"
"CL1038",18,56594,17592,26654,50000,758089,"Mon Entreprise SASU 1038",3311,37845,39299,"SASU","AD0057","SAL0038","SA010"
"CL1043",9,9747117,433606,777042,50000,1882305,"Mon Entreprise SARL 1043",3543,33227,38890,"SARL","AD0060","SAL0039","SA014"
"CL1053",17,11731808,289493,280623,50000,238137,"Mon Entreprise SA 1053",4580,43688,39181,"SA","AD0395","SAL0210","SA015"
"CL1075",5,12004543,459347,683597,50000,1509555,"Mon Entreprise SNC 1075",4651,42879,41803,"SNC","AD0479","SAL0263","SA011"
"CL1097",2,5118474,425137,34403,50000,489590,"Mon Entreprise SARL 1097",2101,41831,39503,"SARL","AD0663","SAL0350","SA026"
"CL1102",19,4878666,337780,659795,50000,1921945,"Mon Entreprise SA 1102",1357,38514,39342,"SA","AD0274","SAL0145","SA025"
"CL1107",2,13325392,373725,46957,50000,19099,"Mon Entreprise SAS 1107",644,33105,39687,"SAS","AD0675","SAL0350","SA025"
"CL1112",4,12016473,20295,10909,50000,450577,"Mon Entreprise SARL 1112",3164,39510,39256,"SARL","AD0495","SAL0279","SA025"
"CL1134",4,6236566,68548,779642,50000,40522,"Mon Entreprise SARL 1134",3065,31202,41779,"SARL","AD0367","SAL0204","SA030"
"CL1146",5,11038492,48302,179443,50000,1815917,"Mon Entreprise SARL 1146",4779,37432,41371,"SARL","AD0500","SAL0284","SA002"
"CL1166",6,14965713,480322,645056,50000,67325,"Mon Entreprise SA 1166",1024,33399,41870,"SA","AD0574","SAL0322","SA028"
"CL1179",14,3437676,466218,993487,50000,244931,"Mon Entreprise SARL 1179",2391,31019,43000,"SARL","AD0409","SAL0210","SA008"
"CL1194",6,2401732,233071,898265,50000,1721192,"Mon Entreprise SARL 1194",4017,32287,38574,"SARL","AD0466","SAL0250","SA011"
"CL1222",2,3132482,286729,641513,50000,1019427,"Mon Entreprise SA 1222",4254,36193,42181,"SA","AD0309","SAL0167","SA018"
"CL1227",3,14049736,458492,376700,50000,1558055,"Mon Entreprise SAS 1227",2407,34390,41853,"SAS","AD0755","SAL0421","SA012"
"CL1237",11,3512036,12854,31509,50000,1106726,"Mon Entreprise SA 1237",2303,30448,42037,"SA","AD0146","SAL0081","SA009"
"CL1269",2,10772601,438133,686444,50000,1728726,"Mon Entreprise SARL 1269",4396,40548,39425,"SARL","AD0374","SAL0204","SA019"
"CL1281",19,13997385,114495,696473,50000,130631,"Mon Entreprise SARL 1281",129,32843,38626,"SARL","AD0574","SAL0322","SA012"
"CL1286",13,11773277,-1340,40824,50000,1309436,"Mon Entreprise SA 1286",2546,34116,40214,"SA","AD0579","SAL0322","SA019"
"CL1296",18,3082539,64254,473975,50000,1973488,"Mon Entreprise SARL 1296",3330,34126,39190,"SARL","AD0424","SAL0223","SA019"
"CL1303",13,3441275,204613,357411,50000,1308602,"Mon Entreprise SASU 1303",355,32347,38543,"SASU","AD0599","SAL0322","SA033"
"CL1308",4,221335,362596,952456,50000,1717422,"Mon Entreprise SA 1308",1593,32330,43712,"SA","AD0181","SAL0092","SA008"
"CL1323",17,10686217,177329,543251,50000,1772881,"Mon Entreprise SA 1323",1298,42987,43561,"SA","AD0464","SAL0248","SA025"
"CL1330",15,5186435,8714,173105,50000,613853,"Mon Entreprise SNC 1330",547,33524,43291,"SNC","AD0365","SAL0204","SA018"
"CL1345",15,14537706,148996,847335,50000,1921900,"Mon Entreprise SNC 1345",16,43717,40537,"SNC","AD0378","SAL0204","SA002"
"CL1368",13,7782471,27387,430808,50000,12425,"Mon Entreprise SA 1368",2055,40858,40767,"SA","AD0482","SAL0266","SA003"
"CL1389",20,12011649,486959,36354,50000,1634702,"Mon Entreprise SARL 1389",1776,32505,40034,"SARL","AD0251","SAL0128","SA014"
"CL1406",5,3337565,370935,595567,50000,1706365,"Mon Entreprise SA 1406",1513,29994,41735,"SA","AD0707","SAL0373","SA014"
"CL1438",15,9355517,365078,419981,50000,1858984,"Mon Entreprise SASU 1438",890,33044,39953,"SASU","AD0480","SAL0264","SA011"
"CL1443",16,3699008,158320,774338,50000,1604176,"Mon Entreprise SA 1443",2131,43271,40959,"SA","AD0433","SAL0232","SA031"
"CL1453",7,766083,405532,785812,50000,1651468,"Mon Entreprise SASU 1453",2983,37777,38711,"SASU","AD0775","SAL0441","SA013"
"CL1465",18,5053661,168469,572915,50000,1556227,"Mon Entreprise SNC 1465",4695,34614,39305,"SNC","AD0541","SAL0322","SA015"
"CL1480",19,9077263,104288,749544,50000,1267601,"Mon Entreprise SNC 1480",3567,37905,42019,"SNC","AD0356","SAL0203","SA009"
"CL1487",1,11849001,458335,518735,50000,243660,"Mon Entreprise SARL 1487",2170,42469,42715,"SARL","AD0722","SAL0388","SA014"
"CL1492",12,4523287,466397,321263,50000,849340,"Mon Entreprise SA 1492",4123,32828,43698,"SA","AD0224","SAL0111","SA024"
"CL1497",12,11818794,55997,61769,50000,1959759,"Mon Entreprise SAS 1497",2935,43387,43286,"SAS","AD0111","SAL0053","SA012"
"CL1502",13,10346457,301534,245895,50000,364263,"Mon Entreprise SARL 1502",1388,32264,43425,"SARL","AD0231","SAL0114","SA022"
"CL1507",3,11094571,128954,548978,50000,1299568,"Mon Entreprise SA 1507",5000,30007,41169,"SA","AD0596","SAL0322","SA028"
"CL1524",12,3608017,355440,10450,50000,1114123,"Mon Entreprise SARL 1524",3297,32053,39391,"SARL","AD0304","SAL0166","SA030"
"CL1542",12,10812010,331130,767111,50000,1810216,"Mon Entreprise SAS 1542",1771,35657,41453,"SAS","AD0279","SAL0150","SA023"
"CL1547",20,6764604,453331,161506,50000,1808130,"Mon Entreprise SARL 1547",1151,35819,40838,"SARL","AD0752","SAL0418","SA024"
"CL1552",7,14566720,229258,258761,50000,1141197,"Mon Entreprise SA 1552",2961,42830,40224,"SA","AD0487","SAL0271","SA013"
"CL1557",8,1118518,163779,345097,50000,241895,"Mon Entreprise SAS 1557",3195,38049,39296,"SAS","AD0403","SAL0210","SA022"
"CL1573",4,12959477,431771,261293,50000,1658669,"Mon Entreprise SASU 1573",787,32390,40093,"SASU","AD0481","SAL0265","SA032"
"CL1600",16,3355619,-4381,805343,50000,258828,"Mon Entreprise SARL 1600",1441,30721,40269,"SARL","AD0498","SAL0282","SA032"
"CL1617",15,13553895,160250,695092,50000,813011,"Mon Entreprise SA 1617",1451,40880,41927,"SA","AD0776","SAL0442","SA017"
"CL1632",14,7187563,242091,447286,50000,1045930,"Mon Entreprise SNC 1632",2528,43200,38427,"SNC","AD0622","SAL0344","SA018"
"CL1644",9,5471416,187455,362711,50000,67305,"Mon Entreprise SA 1644",2210,30415,39181,"SA","AD0228","SAL0114","SA002"
"CL1649",17,7740434,163057,620799,50000,1785848,"Mon Entreprise SAS 1649",3210,30170,41038,"SAS","AD0784","SAL0450","SA029"
"CL1659",18,11379883,432879,123544,50000,402871,"Mon Entreprise SARL 1659",4358,42762,42265,"SARL","AD0180","SAL0092","SA013"
"CL1664",20,9443553,351325,920397,50000,104326,"Mon Entreprise SA 1664",3845,30247,39361,"SA","AD0458","SAL0242","SA033"
"CL1671",1,2614137,304091,583277,50000,1834170,"Mon Entreprise SA 1671",3939,37249,41327,"SA","AD0626","SAL0348","SA013"
"CL1681",6,13248396,75941,795246,50000,68112,"Mon Entreprise SASU 1681",1463,41810,41056,"SASU","AD0131","SAL0069","SA028"
"CL1686",2,1481267,399144,585196,50000,642978,"Mon Entreprise SARL 1686",1217,37200,41236,"SARL","AD0490","SAL0274","SA019"
"CL1691",10,11505985,212595,138366,50000,808631,"Mon Entreprise SA 1691",895,36895,40060,"SA","AD0117","SAL0059","SA023"
"CL1708",1,2537914,282451,120610,50000,972984,"Mon Entreprise SARL 1708",1982,35166,38438,"SARL","AD0377","SAL0204","SA013"
"CL1726",4,2836414,111055,964559,50000,936482,"Mon Entreprise SA 1726",1382,30115,40934,"SA","AD0272","SAL0143","SA011"
"CL1736",15,2060342,393747,577797,50000,1794028,"Mon Entreprise SARL 1736",4154,36127,40799,"SARL","AD0618","SAL0340","SA005"
"CL1746",13,9309642,4049,157837,50000,382107,"Mon Entreprise SASU 1746",991,36080,43175,"SASU","AD0544","SAL0322","SA029"
"CL0433",2,5771164,86294,253904,0,1448097,"Mon Entreprise SAS 433",1614,29682,42620,"SAS","AD0433","SAL0232","SA017"
"CL1353",4,11726601,102127,658948,0,1581807,"Mon Entreprise SA 1353",3053,32696,43384,"SA","AD0764","SAL0430","SA027"
"CL1537",4,12650485,498903,268365,0,762406,"Mon Entreprise SA 1537",2097,39732,42675,"SA","AD0534","SAL0318","SA005"
"CL1721",20,6327311,206850,268733,0,1699423,"Mon Entreprise SARL 1721",1988,40352,38580,"SARL","AD0201","SAL0097","SA011"
"CL0006",10,542208,32095,654759,1000,626328,"Mon Entreprise SCA 6",1509,40231,43515,"SCA","AD0006","SAL0002","SA025"
"CL0007",17,1428701,29654,250766,1000,706185,"Mon Entreprise GIE 7",1861,30642,42625,"GIE","AD0007","SAL0003","SA014"
"CL0011",11,8495596,467990,257068,1000,694171,"Mon Entreprise SCP 11",703,36102,39692,"SCP","AD0011","SAL0007","SA017"
"CL0016",2,1332628,474986,393901,1000,1870416,"Mon Entreprise SNC 16",4181,37591,40773,"SNC","AD0016","SAL0010","SA011"
"CL0021",4,11907995,409811,17617,1000,269863,"Mon Entreprise SELARL 21",4459,39335,39732,"SELARL","AD0021","SAL0010","SA001"
"CL0022",19,10200185,399720,949417,1000,1835292,"Mon Entreprise SAS 22",58,36380,41642,"SAS","AD0022","SAL0011","SA006"
"CL0029",8,14180269,383038,274378,1000,1713730,"Mon Entreprise SNC 29",772,34071,40848,"SNC","AD0029","SAL0018","SA015"
"CL0033",11,14248999,136474,555832,1000,1003924,"Mon Entreprise GIE 33",4419,31892,42130,"GIE","AD0033","SAL0022","SA016"
"CL0034",7,8922202,467517,83870,1000,1364552,"Mon Entreprise SELARL 34",1822,39631,42449,"SELARL","AD0034","SAL0023","SA016"
"CL0044",13,5809672,372018,351577,1000,1227964,"Mon Entreprise SCS 44",4159,35749,39641,"SCS","AD0044","SAL0028","SA020"
"CL0048",2,5754019,444906,403896,1000,1224433,"Mon Entreprise SAS 48",4610,40425,39823,"SAS","AD0048","SAL0032","SA023"
"CL0049",14,8395169,469456,231073,1000,1041058,"Mon Entreprise SASU 49",2858,38026,42535,"SASU","AD0049","SAL0033","SA019"
"CL0055",4,12483152,119046,186692,1000,1106032,"Mon Entreprise SNC 55",2293,39983,39265,"SNC","AD0055","SAL0038","SA022"
"CL0060",16,7304153,492696,467705,1000,274895,"Mon Entreprise SELARL 60",3644,37796,40609,"SELARL","AD0060","SAL0039","SA003"
"CL0061",17,2097218,273528,501071,1000,710274,"Mon Entreprise SAS 61",4983,35848,39247,"SAS","AD0061","SAL0040","SA002"
"CL0070",3,6685391,377485,911215,1000,1872087,"Mon Entreprise SCS 70",541,35396,40336,"SCS","AD0070","SAL0049","SA021"
"CL0071",8,4792781,259693,50877,1000,1695144,"Mon Entreprise SCA 71",1480,38516,38755,"SCA","AD0071","SAL0050","SA022"
"CL0075",1,12305663,437048,659380,1000,342877,"Mon Entreprise SASU 75",373,42091,39511,"SASU","AD0075","SAL0052","SA008"
"CL0076",13,8866092,356467,770115,1000,386253,"Mon Entreprise SCP 76",4162,38824,38552,"SCP","AD0076","SAL0052","SA005"
"CL0081",12,8051114,139189,466565,1000,192086,"Mon Entreprise SNC 81",107,39320,43360,"SNC","AD0081","SAL0052","SA004"
"CL0083",14,12963109,63239,150497,1000,1902954,"Mon Entreprise SCS 83",3472,42843,38577,"SCS","AD0083","SAL0052","SA005"
"CL0087",20,1590011,39886,652180,1000,782633,"Mon Entreprise SAS 87",3233,39745,39429,"SAS","AD0087","SAL0052","SA022"
"CL0088",12,12237232,348292,940137,1000,1868446,"Mon Entreprise SASU 88",4578,39208,43704,"SASU","AD0088","SAL0052","SA021"
"CL0097",15,3232724,107506,592164,1000,809867,"Mon Entreprise SCA 97",4477,42989,40235,"SCA","AD0097","SAL0052","SA033"
"CL0098",15,8775197,301963,357154,1000,249632,"Mon Entreprise GIE 98",1651,35488,41523,"GIE","AD0098","SAL0052","SA024"
"CL0102",19,4671160,489453,743992,1000,1032461,"Mon Entreprise SCP 102",877,32201,38574,"SCP","AD0102","SAL0052","SA016"
"CL0125",5,3638080,459122,709422,1000,884675,"Mon Entreprise SNC 125",2374,42660,42853,"SNC","AD0125","SAL0063","SA017"
"CL0129",9,5890238,426631,297332,1000,1680873,"Mon Entreprise GIE 129",1106,39403,39998,"GIE","AD0129","SAL0067","SA015"
"CL0130",10,3910261,391529,216810,1000,1534968,"Mon Entreprise SELARL 130",626,34829,40340,"SELARL","AD0130","SAL0068","SA016"
"CL0156",17,5159580,267398,771727,1000,1189106,"Mon Entreprise SCS 156",184,34864,43384,"SCS","AD0156","SAL0081","SA011"
"CL0157",7,5500789,42110,205706,1000,1138191,"Mon Entreprise SCA 157",3877,38901,40164,"SCA","AD0157","SAL0081","SA026"
"CL0161",10,8302928,380217,287705,1000,673960,"Mon Entreprise SASU 161",3702,36695,40680,"SASU","AD0161","SAL0081","SA030"
"CL0162",7,5927796,295454,160575,1000,1635948,"Mon Entreprise SCP 162",574,32670,43031,"SCP","AD0162","SAL0081","SA016"
"CL0169",17,3524896,326905,731075,1000,1902592,"Mon Entreprise SCS 169",1136,35660,39789,"SCS","AD0169","SAL0084","SA005"
"CL0173",1,11031143,273959,971528,1000,1496622,"Mon Entreprise SAS 173",4230,36121,43559,"SAS","AD0173","SAL0088","SA008"
"CL0174",2,12322783,451459,610024,1000,535738,"Mon Entreprise SASU 174",1688,33817,40518,"SASU","AD0174","SAL0089","SA027"
"CL0183",9,11944862,436444,721474,1000,1684413,"Mon Entreprise SCA 183",1984,35407,40811,"SCA","AD0183","SAL0092","SA027"
"CL0184",15,8159298,191550,703107,1000,1635261,"Mon Entreprise GIE 184",4196,34653,42164,"GIE","AD0184","SAL0092","SA025"
"CL0188",11,1606467,138677,618290,1000,164122,"Mon Entreprise SCP 188",1466,32768,40201,"SCP","AD0188","SAL0092","SA008"
"CL0195",15,11799236,163364,101473,1000,1351026,"Mon Entreprise SCS 195",1360,30067,39426,"SCS","AD0195","SAL0092","SA003"
"CL0196",13,6082906,165594,565058,1000,62881,"Mon Entreprise SCA 196",2723,30693,39790,"SCA","AD0196","SAL0092","SA015"
"CL0200",14,7777289,226583,973730,1000,1765645,"Mon Entreprise SASU 200",1576,30786,39862,"SASU","AD0200","SAL0096","SA026"
"CL0201",3,7782488,72502,132943,1000,650561,"Mon Entreprise SCP 201",2575,42799,38846,"SCP","AD0201","SAL0097","SA033"
"CL0206",19,7269375,411908,293598,1000,1987408,"Mon Entreprise SNC 206",865,37630,39326,"SNC","AD0206","SAL0102","SA017"
"CL0210",8,8237845,419856,493889,1000,764452,"Mon Entreprise GIE 210",3066,32610,43422,"GIE","AD0210","SAL0102","SA029"
"CL0211",4,8749783,138160,565321,1000,1078430,"Mon Entreprise SELARL 211",2064,43625,41901,"SELARL","AD0211","SAL0102","SA031"
"CL0222",5,5058565,162694,299514,1000,403783,"Mon Entreprise SCA 222",1702,29957,38520,"SCA","AD0222","SAL0109","SA018"
"CL0223",4,6787755,24481,634092,1000,132361,"Mon Entreprise GIE 223",2250,34868,41275,"GIE","AD0223","SAL0110","SA010"
"CL0227",20,8780245,292802,528232,1000,583987,"Mon Entreprise SCP 227",53,43393,39725,"SCP","AD0227","SAL0114","SA008"
"CL0232",3,5484868,375214,19012,1000,535150,"Mon Entreprise SNC 232",3160,38285,41259,"SNC","AD0232","SAL0114","SA033"
"CL0237",7,690703,483919,873210,1000,1928865,"Mon Entreprise SELARL 237",3503,32966,39383,"SELARL","AD0237","SAL0114","SA010"
"CL0238",15,13310956,135661,13877,1000,185990,"Mon Entreprise SAS 238",2490,31892,43309,"SAS","AD0238","SAL0115","SA015"
"CL0245",6,7384018,217379,372273,1000,1105408,"Mon Entreprise SNC 245",1697,33213,41614,"SNC","AD0245","SAL0122","SA001"
"CL0249",17,9688953,32355,784036,1000,1997363,"Mon Entreprise GIE 249",2454,34174,38946,"GIE","AD0249","SAL0126","SA004"
"CL0250",2,5876269,458087,927113,1000,1967103,"Mon Entreprise SELARL 250",816,41053,38427,"SELARL","AD0250","SAL0127","SA004"
"CL0276",20,9639414,51929,605890,1000,862457,"Mon Entreprise SNC 276",1612,29592,41012,"SNC","AD0276","SAL0147","SA033"
"CL0281",17,7574346,316875,236165,1000,1263317,"Mon Entreprise SELARL 281",3679,35158,41900,"SELARL","AD0281","SAL0152","SA004"
"CL0282",16,8989240,246919,948216,1000,444078,"Mon Entreprise SAS 282",1141,38152,43447,"SAS","AD0282","SAL0153","SA002"
"CL0308",16,13606119,89503,877978,1000,948046,"Mon Entreprise SCA 308",3323,33617,41827,"SCA","AD0308","SAL0166","SA020"
"CL0309",9,7668559,208050,373403,1000,63323,"Mon Entreprise GIE 309",3972,43795,39632,"GIE","AD0309","SAL0167","SA016"
"CL0313",18,4518446,410232,515592,1000,1718943,"Mon Entreprise SCP 313",2943,41279,39059,"SCP","AD0313","SAL0171","SA025"
"CL0318",10,6439978,316120,612644,1000,1381315,"Mon Entreprise SNC 318",714,35299,42297,"SNC","AD0318","SAL0176","SA020"
"CL0323",19,9450696,231717,719583,1000,1538865,"Mon Entreprise SELARL 323",598,41707,39613,"SELARL","AD0323","SAL0178","SA013"
"CL0324",13,10658337,172546,581128,1000,152762,"Mon Entreprise SAS 324",2812,29275,39765,"SAS","AD0324","SAL0178","SA016"
"CL0325",14,14693952,427559,478617,1000,260174,"Mon Entreprise SASU 325",976,34822,42628,"SASU","AD0325","SAL0178","SA024"
"CL0326",11,958720,441933,742712,1000,498470,"Mon Entreprise SCP 326",587,32999,42402,"SCP","AD0326","SAL0178","SA014"
"CL0331",11,2093029,205540,411507,1000,796180,"Mon Entreprise SNC 331",4763,34294,43375,"SNC","AD0331","SAL0178","SA028"
"CL0335",18,2083993,20960,847484,1000,924169,"Mon Entreprise GIE 335",704,40395,38476,"GIE","AD0335","SAL0182","SA017"
"CL0336",8,13087539,150249,18208,1000,493067,"Mon Entreprise SELARL 336",769,39612,40321,"SELARL","AD0336","SAL0183","SA022"
"CL0346",16,3600809,464310,864783,1000,1790676,"Mon Entreprise SCS 346",2307,42508,42226,"SCS","AD0346","SAL0193","SA022"
"CL0350",8,9502173,286053,127797,1000,879061,"Mon Entreprise SAS 350",1792,37245,42300,"SAS","AD0350","SAL0197","SA027"
"CL0351",14,9970956,368024,136297,1000,147836,"Mon Entreprise SASU 351",2642,31588,40196,"SASU","AD0351","SAL0198","SA019"
"CL0352",11,11233240,382525,91030,1000,1412707,"Mon Entreprise SCP 352",2336,42407,40299,"SCP","AD0352","SAL0199","SA017"
"CL0357",20,7773300,185716,850873,1000,1031876,"Mon Entreprise SNC 357",4329,31098,42006,"SNC","AD0357","SAL0204","SA009"
"CL0362",12,2399010,-9235,557469,1000,357809,"Mon Entreprise SELARL 362",2246,43415,39952,"SELARL","AD0362","SAL0204","SA001"
"CL0363",4,8668631,95924,240553,1000,1235231,"Mon Entreprise SAS 363",227,37664,40916,"SAS","AD0363","SAL0204","SA002"
