Column1,Job Posting ID,Job Posting Date,Job Title,Job Title Full,Job Title Additional Info,Job Position Type,Job Position Level,Years of Experience,Job Skills,Job Location,Minimum Pay,Maximum Pay,Pay Rate,Number of Applicants,Company Name,Company Industry,Company Size,Average Pay
18770,2585274353,2021-03-09 00:00:00.000,"Software Engineer","Applications Software Engineer","","Full-time","Mid-Senior level",3,"['cloud', 'agile', 'docker', 'html5', 'frontend', 'github', 'backend', 'aws', 'go']","United States",,,"",20,"Emerald Cloud Lab","Biotechnology","51-200 employees",
18802,2673980648,2021-03-09 00:00:00.000,"Software Engineer","Software Engineer Ii","","Full-time","Entry level",1,"['graphql', 'database', 'cloud', 'javascript', 'docker', 'server', 'node.js', 'git', 'frontend', 'programming', 'backend', 'aws', 'sql']","United States",,,"",50,"Kaplan","Education Management","10,001+ employees",
18872,2688724920,2021-03-12 00:00:00.000,"Software Engineer","Software Engineer, Front-End","","Full-time","Entry level",1,"['cloud', 'agile', 'back-end', 'git', 'programming', 'php', 'aws', 'mysql']","United States",,,"",1120,"Togo Group","Leisure, Travel & Tourism","51-200 employees",
19010,2752364376,2021-03-16 00:00:00.000,"Software Engineer","Aerospace Software Engineer","","Full-time","Mid-Senior level",4,"['linux', 'c/c++']","United States",,,"",410,"The Ash Group","Staffing & Recruiting","51-200 employees",
19084,2714546058,2021-03-18 00:00:00.000,"Software Engineer","Staff Software Engineer, Games","","Full-time","Mid-Senior level",5,"['backend', 'ci/cd', 'c++', 'codebase', 'java', 'ios', 'programming', 'server']","United States",,,"",40,"CultureMill Recruiting","Staffing & Recruiting","1-10 employees",
19094,2679693854,2021-03-18 00:00:00.000,"Software Engineer","Intermediate Software Engineer","","Full-time","Mid-Senior level",6,"['cloud', 'java', 'agile', 'python', 'rust']","United States",,,"",80,"BlueCat","Computer Networking","201-500 employees",
19237,2728703367,2021-03-24 00:00:00.000,"Software Engineer","Apprentice Software Engineer","","Full-time","Internship",0,"['java', 'javascript', 'html', 'programming']","United States",,,"",190,"VSP Vision Care","Insurance","1,001-5,000 employees",
19293,2685257720,2021-03-26 00:00:00.000,"Software Engineer","Senior Software Engineer, Figure Pay","","Full-time","Mid-Senior level",5,"['javascript', 'agile']","United States",,,"",,"Figure","Financial Services","201-500 employees",
19294,2656004333,2021-03-26 00:00:00.000,"Software Engineer","C#/.Net Full Stack Software Engineer","","Full-time","Mid-Senior level",3,"['unix/linux', 'javascript', 'agile', 'server', 'c', 'iot', 'sql']","United States",,,"",190,"Venafi","Computer & Network Security","201-500 employees",
19329,2737515041,2021-03-28 00:00:00.000,"Software Engineer","Senior Software Engineer, Digital","","Full-time","Mid-Senior level",4,"['sap', 'git', 'cloud', 'gcp', 'java', 'aws', 'node', 'docker', 'nosql', 'server', 'devops', 'azure']","United States",,,"",120,"Harley-Davidson Motor Company","Automotive","5,001-10,000 employees",
19334,2548678028,2021-03-28 00:00:00.000,"Software Engineer","Senior Software Engineer, Backend","","Full-time","Associate",5,"['javascript', 'python', 'programming', 'c/c++', 'backend', 'java', 'go']","United States",,,"",110,"Dave","Financial Services","51-200 employees",
19364,2727640497,2021-03-30 00:00:00.000,"Software Engineer","Software Engineer Mobile","","Full-time","Entry level",3,"['agile', 'r', 'scrum', 'programming']","United States",,,"",10,"Sami","Hospital & Health Care","51-200 employees",
19420,2694211968,2021-04-01 00:00:00.000,"Software Engineer","Software Engineer, Systems","","Full-time","Entry level",3,"['backend', 'golang', 'kotlin', 'aws', 'python', 'programming']","United States",,,"",140,"Brex","Financial Services","501-1,000 employees",
19655,2705607369,2021-04-16 00:00:00.000,"Software Engineer","Software Engineer, Product Delivery","","Full-time","Entry level",0,"['scala', 'back-end', 'backend', 'unix', 'java', 'aws', 'agile', 'python', 'coding', 'programming', 'sql']","United States",,,"",150,"Earnest Research","Information Services","51-200 employees",
19674,2745686050,2021-04-18 00:00:00.000,"Software Engineer","Software Engineer, Enterprise Growth","","Full-time","Entry level",1,"['javascript', 'ruby', 'agile', 'node', 'aws', 'mysql', 'postgres']","United States",,,"",260,"One Medical","Hospital & Health Care","1,001-5,000 employees",
19716,2686560612,2021-04-21 00:00:00.000,"Software Engineer","Principal Software Engineer","","Full-time","Mid-Senior level",3,"['graphql', 'database', 'javascript', 'ruby', 'docker', 'html5', 'git', 'json', 'programming', 'github', 'backend', 'aws', 'mysql', 'postgresql', 'machine_learning', 'go', 'jquery', 'js']","United States",,,"",10,"TriSearch","Staffing & Recruiting","51-200 employees",
19763,2726984765,2021-04-24 00:00:00.000,"Software Engineer","Ios Software Engineer","","Full-time","Associate",2,"['git', 'json', 'ios', 'github', 'sql', 'swift']","United States",,,"",90,"FlightAware","Aviation & Aerospace","51-200 employees",
19786,2737240846,2021-04-26 00:00:00.000,"Software Engineer","Principal Software Engineer","","Full-time","Mid-Senior level",2,"['graphql', 'database', 'javascript', 'ruby', 'docker', 'html5', 'git', 'json', 'programming', 'github', 'backend', 'aws', 'mysql', 'postgresql', 'machine_learning', 'go', 'jquery']","United States",,,"",30,"TriSearch","Staffing & Recruiting","51-200 employees",
19804,2731425326,2021-04-28 00:00:00.000,"Software Engineer","Senior Software Engineer, Aws Cloud","","Full-time","Mid-Senior level",4,"['database', 'cloud', 'ci/cd', 'aws', 'etl', 'machine_learning']","United States",,,"",50,"Veho","Consumer Services","51-200 employees",
19810,2673959168,2021-04-28 00:00:00.000,"Software Engineer","Experienced Software Engineer","","Full-time","Mid-Senior level",5,"['python', 'docker', 'java', 'aws', 'machine_learning', 'go', 'scala']","United States",,,"",,"TrueAccord","Financial Services","201-500 employees",
19905,2634846378,2021-05-05 00:00:00.000,"Software Engineer","Full Stack Software Engineer","","Full-time","Associate",5,"['database', 'javascript', 'python', 'docker', 'programming', 'aws', 'sql']","United States",,,"",70,"EAB","Education Management","1,001-5,000 employees",
20123,2640295860,2021-05-17 00:00:00.000,"Software Engineer","Front End Software Engineer,","","Full-time","Associate",4,"['javascript', 'git', 'css', 'programming', 'github', 'html', 'js']","United States",,,"",210,"Rally Health","Health, Wellness & Fitness","1,001-5,000 employees",
20179,2678154303,2021-05-19 00:00:00.000,"Software Engineer","Software Engineer, Oms","","Full-time","Associate",3,"['agile', 'visio', 'server', 'ibm', 'xml', 'sql', 'atlassian', 'coding']","United States",,,"",20,"GameStop","Retail","10,001+ employees",
20243,2747753524,2021-05-22 00:00:00.000,"Software Engineer","Software Engineer, Data Storage","","Full-time","Entry level",0,"['database', 'redis', 'postgresql', 'devops']","United States",,,"",100,"Brex","Financial Services","501-1,000 employees",
20309,2683244091,2021-05-25 00:00:00.000,"Software Engineer","Principal Systems Software Engineer","","Full-time","Mid-Senior level",2,"['linux', 'git', 'c', 'iot', 'machine_learning', 'c++']","United States",,,"",20,"Owl Labs","Telecommunications","11-50 employees",
20423,2681334062,2021-05-30 00:00:00.000,"Software Engineer","Software Engineer Mid-Level","","Full-time","Associate",4,"['agile', 'python', 'linux', 'docker', 'server', 'mongodb', 'c', 'sql', 'nosql', 'go', 'coding']","United States",,,"",20,"IPRO","Legal Services","51-200 employees",
20462,2631627770,2021-05-31 00:00:00.000,"Software Engineer","Senior Full Stack Software Engineer","","Full-time","Associate",4,"['javascript', 'aws', 'mysql', 'agile', 'python', 'coding', 'programming', 'node', 'docker', 'mongodb', 'devops', 'postgres']","United States",,,"",90,"The Washington Post","Media Production","1,001-5,000 employees",
20591,2682164519,2021-06-05 00:00:00.000,"Software Engineer","Lead Full Stack Software Engineer","","Full-time","Associate",3,"['graphql', 'cloud', 'agile/scrum', 'javascript', 'python', 'html5', 'linux/unix', 'back-end', 'scrum', 'css', 'programming', 'devops', 'ci/cd', 'golang', 'java']","United States",,,"",,"WEX","Financial Services","1,001-5,000 employees",
20598,2738196145,2021-06-06 00:00:00.000,"Software Engineer","Senior Embedded Software Engineer","","Full-time","Mid-Senior level",5,"['linux', 'c']","United States",,,"",270,"Roku Inc.","Entertainment","1,001-5,000 employees",
20885,2720085795,2021-06-15 00:00:00.000,"Software Engineer","Software Engineer Ii","","Full-time","Entry level",1,"['database', 'javascript', 'agile', 'html5', 'git', 'css', 'slack', 'programming', 'redis', 'java', 'go']","United States",,,"",,"VetJobs","Military","51-200 employees",
20926,2644888972,2021-06-17 00:00:00.000,"Software Engineer","Senior Software Engineer, Frontend","","Full-time","Associate",4,"['backend', 'codebase']","United States",,,"",60,"hims & hers","Health, Wellness & Fitness","51-200 employees",
20991,2716523530,2021-06-19 00:00:00.000,"Software Engineer","Software Engineer, Backend","","Full-time","Entry level",2,"['linux/unix', 'backend', 'c++', 'java', 'coding', 'programming', 'sql', 'nosql', 'go']","United States",,,"",120,"Osmo","Consumer Electronics","51-200 employees",
21112,2715159856,2021-06-23 00:00:00.000,"Software Engineer","Software Engineer, Backend","","Full-time","Entry level",2,"['linux/unix', 'backend', 'c++', 'java', 'coding', 'programming', 'sql', 'nosql', 'go']","United States",,,"",50,"Osmo","Consumer Electronics","51-200 employees",
21193,2723030471,2021-06-25 00:00:00.000,"Software Engineer","Software Engineer, Front End","","Full-time","Mid-Senior level",9,"['frontend', 'cloud', 'saas', 'javascript']","United States",,,"",300,"Lifesize","Telecommunications","201-500 employees",
21314,2745600812,2021-06-29 00:00:00.000,"Software Engineer","Software Engineer, Web","","Full-time","Mid-Senior level",4,"['unix/linux', 'javascript', 'ruby', 'python', 'docker', 'server', 'css', 'programming', 'php', 'html', 'mysql', 'sql']","United States",,,"",290,"Linden Lab","Computer Games","201-500 employees",
21456,2699908481,2021-07-04 00:00:00.000,"Software Engineer","Full Stack Software Engineer","","Full-time","Mid-Senior level",6,"['database', 'microsoft', 'java', 'javascript', 'ruby', 'mysql', 'python', 'php', 'postgresql', 'go']","United States",,,"",40,"Synack, Inc.","Computer & Network Security","201-500 employees",
21470,2716117257,2021-07-05 00:00:00.000,"Software Engineer","Senior Software Engineer, Sdk","","Full-time","Mid-Senior level",5,"['python', 'ios', 'github', 'java', 'go']","United States",,,"",,"Linden Lab","Computer Games","201-500 employees",
22199,2684577165,2021-08-16 00:00:00.000,"Software Engineer","Principal Ecommerce Software Engineer","","Full-time","Mid-Senior level",4,"['graphql', 'database', 'javascript', 'ruby', 'docker', 'html5', 'git', 'json', 'programming', 'github', 'backend', 'aws', 'mysql', 'postgresql', 'machine_learning', 'go', 'jquery', 'js']","United States",,,"",40,"TriSearch","Staffing & Recruiting","51-200 employees",
22207,2745453005,2021-08-17 00:00:00.000,"Software Engineer","Senior Software Engineer, Supplier Experience","","Full-time","Mid-Senior level",9,"['datadog', 'python', 'docker', 'github', 'java', 'bash']","United States",,,"",,"Wayfair","Retail","10,001+ employees",
22318,2731498296,2021-08-26 00:00:00.000,"Software Engineer","Staff Software Engineer","","Full-time","Associate",3,"['cloud', 'python', 'hadoop', 'docker', 'saas', 'gcp', 'programming', 'spark', 'backend', 'java', 'aws', 'snowflake', 'sql', 'go', 'azure', 'scala', 'kotlin']","United States",,,"",,"LiveRamp","Marketing & Advertising","501-1,000 employees",
22842,2727481822,2021-09-23 00:00:00.000,"Software Engineer","Software Engineer, Fintech","","Full-time","Entry level",0,"['cloud', 'ruby', 'frontend', 'saas', 'backend', 'ci/cd', 'aws', 'postgresql']","United States",,,"",230,"Gusto","Financial Services","1,001-5,000 employees",
22964,2691380478,2021-09-28 00:00:00.000,"Software Engineer","Bioinformatics Software Engineer","","Full-time","Entry level",1,"['r', 'github', 'c++', 'agile', 'python', 'programming']","United States",,,"",,"Pacific Biosciences","Biotechnology","501-1,000 employees",
23194,2695674812,2021-10-07 00:00:00.000,"Software Engineer","Senior Software Engineer In Reliability Engineering","","Full-time","Associate",2,"['database', 'datadog', 'python', 'docker', 'server', 'linux/unix', 'programming', 'ci/cd', 'java', 'aws', 'mysql']","United States",,,"",10,"Natera","Biotechnology","1,001-5,000 employees",
23237,2634848139,2021-10-09 00:00:00.000,"Software Engineer","Development, Software Engineer","","Full-time","Associate",3,"['database', 'javascript', 'gitlab', 'python', 'saas', 'programming', 'php', 'ci/cd', 'golang', 'java', 'aws']","United States",,,"",,"EAB","Education Management","1,001-5,000 employees",
23261,2727485432,2021-10-10 00:00:00.000,"Software Engineer","Software Engineer, Identity","","Full-time","Entry level",1,"['ruby', 'saas', 'ci/cd', 'aws', 'postgresql']","United States",,,"",140,"Gusto","Financial Services","1,001-5,000 employees",
23356,2702486407,2021-10-14 00:00:00.000,"Software Engineer","Lead Engine/Systems Software Engineer","","Full-time","Director",4,"['cloud', 'saas', 'slack', 'programming', 'c/c++']","United States",,,"",10,"TLM Partners, Inc.","Computer Games","201-500 employees",
23394,2634843912,2021-10-16 00:00:00.000,"Software Engineer","Development, Software Engineer, Back-End","","Full-time","Associate",5,"['agile', 'back-end', 'programming', 'mongodb', 'devops', 'java', 'aws', 'mysql', 'nosql', 'kotlin']","United States",,,"",40,"EAB","Education Management","1,001-5,000 employees",
23430,2698176583,2021-10-18 00:00:00.000,"Software Engineer","Senior Back-End Software Engineer","","Full-time","Mid-Senior level",6,"['back-end', 'node.js', 'c++', 'java', 'aws', 'ruby', 'python', 'coding', 'c']","United States",,,"",10,"98point6 Inc.","Hospital & Health Care","201-500 employees",
23505,2752502750,2021-10-22 00:00:00.000,"Software Engineer","Devops Software Engineer","","Full-time","Mid-Senior level",5,"['c++', 'python', 'programming', 'devops', 'machine_learning']","United States",,,"",140,"Talently Recruiting","Staffing & Recruiting","1-10 employees",
23526,2695083171,2021-10-23 00:00:00.000,"Software Engineer","Senior Software Engineer In Reliability Engineering","","Full-time","Associate",4,"['database', 'datadog', 'python', 'docker', 'server', 'linux/unix', 'programming', 'ci/cd', 'java', 'aws', 'mysql']","United States",,,"",,"Natera","Biotechnology","1,001-5,000 employees",
23534,2547099713,2021-10-23 00:00:00.000,"Software Engineer","Remote Software Engineer","","Full-time","Mid-Senior level",4,"['database', 'backend', 'java']","United States",,,"",480,"Adyen","Financial Services","1,001-5,000 employees",
23540,2702398456,2021-10-23 00:00:00.000,"Software Engineer","Software Engineer Iii","","Full-time","Mid-Senior level",8,"['word', 'javascript', 'python', 'powerpoint', 'programming', 'matlab', 'lua', 'c', 'microsoft', 'java', 'machine_learning', 'excel', 'c++']","United States",,,"",20,"SICK Sensor Intelligence","Industrial Automation","10,001+ employees",
23556,2751542273,2021-10-24 00:00:00.000,"Software Engineer","Remote .Net Software Engineer","","Full-time","Mid-Senior level",5,"['github', 'database', 'git', 'microsoft', 'nlp', 'sql', 'ai', 'machine_learning', 'azure']","United States",,,"",130,"Editech Staffing","Staffing & Recruiting","1-10 employees",
